layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,eff_rank_90,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
14,2,subspace_adaptive,31,17,527,4bit_budget,31,0.0258249687417174,0.12451520372469024,0.012735739699896675,0.12375573892004954,0.5390625
14,3,full_dim,128,2,256,2bit_budget,16,0.10403236905874848,0.24670898872307032,0.05168747112749668,0.24350374188405005,0.37109375
14,3,subspace_k64_fixed,64,4,256,2bit_budget,16,0.014581811099269162,0.0922862122302502,0.007166353098856496,0.0914544025324842,0.6875
14,3,subspace_adaptive,16,16,256,2bit_budget,16,0.03469118474675919,0.14304930353256817,0.017011897753236867,0.14171977459608762,0.48046875
14,3,full_dim,128,4,512,4bit_budget,16,0.0037393705463031257,0.04708518355723344,0.0018712489369475018,0.04694727514437526,0.8203125
14,3,subspace_k64_fixed,64,8,512,4bit_budget,16,0.009506814137125728,0.074086829913879,0.004740439471596817,0.07381356930008612,0.75390625
14,3,subspace_adaptive,16,32,512,4bit_budget,16,2.525810835751048,1.2306350043893302,0.39515039829666776,0.6635370587420577,0.0
14,4,full_dim,128,2,256,2bit_budget,26,0.1684533430995132,0.3228480596121033,0.08412732935058177,0.32061886525471606,0.40234375
14,4,subspace_k64_fixed,64,4,256,2bit_budget,26,0.012576994496147274,0.08846270152866038,0.006246069350807551,0.0882892308330683,0.734375
14,4,subspace_adaptive,26,10,260,2bit_budget,26,0.06610332215838999,0.20057280293743754,0.033007648670173466,0.200142784788021,0.48828125
14,4,full_dim,128,4,512,4bit_budget,26,0.0067957975095288,0.06512498160976862,0.003353700417096877,0.06466378763988381,0.84375
14,4,subspace_k64_fixed,64,8,512,4bit_budget,26,0.005464147353287858,0.057963752100373855,0.002699136979289399,0.05756541371102735,0.80859375
14,4,subspace_adaptive,26,20,520,4bit_budget,26,0.06609790031753948,0.20056676623439035,0.03300605234011682,0.20014246848580475,0.48828125
14,5,full_dim,128,2,256,2bit_budget,22,0.13233381903548003,0.2826658348638944,0.06463548783643597,0.27802246341414716,0.44921875
14,5,subspace_k64_fixed,64,4,256,2bit_budget,22,0.019967509587544778,0.10923470023032641,0.009800308644002375,0.10811033623326569,0.73046875
14,5,subspace_adaptive,22,12,264,2bit_budget,22,0.05438578986229996,0.1811714030198436,0.027519672877388192,0.18154888273606856,0.5859375
14,5,full_dim,128,4,512,4bit_budget,22,0.005291074163979166,0.056374916752410756,0.002566259125621728,0.05561714634644137,0.87109375
14,5,subspace_k64_fixed,64,8,512,4bit_budget,22,0.015535687288927937,0.0965369717681702,0.007715566590081262,0.09617189840706515,0.77734375
14,5,subspace_adaptive,22,23,506,4bit_budget,22,0.05438844045095133,0.18117478709675433,0.027521072766208535,0.18155281494136513,0.5859375
14,6,full_dim,128,2,256,2bit_budget,28,0.04588684678208256,0.16713922795744,0.0227067928118017,0.16607800628020997,0.45703125
14,6,subspace_k64_fixed,64,4,256,2bit_budget,28,0.009450781055060944,0.07568065990628853,0.004700627857801518,0.0754882413015738,0.671875
14,6,subspace_adaptive,28,9,252,2bit_budget,28,0.0189918333748016,0.10705142117238074,0.00942533813559251,0.10674997472084657,0.51953125
14,6,full_dim,128,4,512,4bit_budget,28,0.001737684567036869,0.03262518704394326,0.000858915495901436,0.03244474440983405,0.8671875
14,6,subspace_k64_fixed,64,8,512,4bit_budget,28,0.007787246241479269,0.06847698178207137,0.0038712015026572226,0.06829023483555607,0.703125
14,6,subspace_adaptive,28,18,504,4bit_budget,28,0.018994901867459377,0.10705932387793378,0.009426680769857518,0.10675223604227765,0.53125
14,7,full_dim,128,2,256,2bit_budget,31,0.05796134713827575,0.18700204238785284,0.028545364365919104,0.1849086378776889,0.3359375
14,7,subspace_k64_fixed,64,4,256,2bit_budget,31,0.014130429937158184,0.09175431774098478,0.006992642600435135,0.09126276973611937,0.53125
14,7,subspace_adaptive,31,8,248,2bit_budget,31,0.02691194002827743,0.1266061066443315,0.013377207363251162,0.12623378453737538,0.4296875
14,7,full_dim,128,4,512,4bit_budget,31,0.0024531206318767,0.03840595657951586,0.0012015532598334472,0.0380248002021321,0.81640625
14,7,subspace_k64_fixed,64,8,512,4bit_budget,31,0.012117416894881584,0.08460585680255092,0.005987259979456119,0.08415006722788353,0.60546875
14,7,subspace_adaptive,31,17,527,4bit_budget,31,0.02690903713056743,0.1265999757896905,0.013376026616963224,0.126224003551124,0.43359375
15,0,full_dim,128,2,256,2bit_budget,23,0.15779734152852745,0.3078734941885207,0.07803360759919155,0.30486100213036404,0.296875
15,0,subspace_k64_fixed,64,4,256,2bit_budget,23,0.021715753265766864,0.11500028409276816,0.010755472581742835,0.11431618836988225,0.640625
15,0,subspace_adaptive,23,11,253,2bit_budget,23,0.05582901000346617,0.18380003425083452,0.0275831077039441,0.18235153951563732,0.484375
15,0,full_dim,128,4,512,4bit_budget,23,0.006095347005867592,0.060958903710812556,0.0030222740077935615,0.06074339837191493,0.8046875
15,0,subspace_k64_fixed,64,8,512,4bit_budget,23,0.015532396960884085,0.09725146258036207,0.007642328510612008,0.09644470950414476,0.65234375
15,0,subspace_adaptive,23,22,506,4bit_budget,23,0.055836513129732604,0.18380981717821726,0.027586985637032727,0.18236181199286466,0.484375
15,1,full_dim,128,2,256,2bit_budget,30,0.039883553286084714,0.15614006483775494,0.01980546282644057,0.1553878119729072,0.40234375
15,1,subspace_k64_fixed,64,4,256,2bit_budget,30,0.0079251524693358,0.0700747979078306,0.003952055938386919,0.06990936483471451,0.58984375
15,1,subspace_adaptive,30,9,270,2bit_budget,30,0.01677997910531082,0.10145144585171488,0.008358252202315241,0.10107582355515222,0.46875
15,1,full_dim,128,4,512,4bit_budget,30,0.0015569070931971771,0.03087060699307472,0.0007732012485439147,0.03078318473412808,0.8046875
15,1,subspace_k64_fixed,64,8,512,4bit_budget,30,0.006371754671942484,0.06268260899267047,0.0031736131911834784,0.06252870244067574,0.60546875
15,1,subspace_adaptive,30,17,510,4bit_budget,30,0.016777918402163222,0.10144054042864305,0.008356780585325043,0.10106107095956729,0.46875
15,2,full_dim,128,2,256,2bit_budget,28,0.03629286148171659,0.14742394817766202,0.017937680221587995,0.14646628775438295,0.33984375
15,2,subspace_k64_fixed,64,4,256,2bit_budget,28,0.009060455689955966,0.07350677624195101,0.004529504008506178,0.07342538506318841,0.5390625
15,2,subspace_adaptive,28,9,252,2bit_budget,28,0.015443208763592326,0.09628289262454459,0.007675091698819815,0.09592978078834913,0.4765625
15,2,full_dim,128,4,512,4bit_budget,28,0.0014734586401201654,0.02980807302545454,0.0007329584519205845,0.029738934959932163,0.82421875
15,2,subspace_k64_fixed,64,8,512,4bit_budget,28,0.007650553916346623,0.06717134691337659,0.0038118723470254422,0.06700497856053786,0.57421875
15,2,subspace_adaptive,28,18,504,4bit_budget,28,0.015439143259007068,0.09626882935047157,0.007673176340451237,0.09591826064291387,0.48046875
15,3,full_dim,128,2,256,2bit_budget,24,0.07524391934779603,0.21350115829476213,0.037503951786253875,0.21275445384006647,0.28125
15,3,subspace_k64_fixed,64,4,256,2bit_budget,24,0.012581488566939046,0.08749552482664355,0.006261328111524636,0.08715703700106062,0.66015625
15,3,subspace_adaptive,24,11,264,2bit_budget,24,0.02852569530892856,0.1322382117942438,0.014199246644103023,0.1316782924454492,0.44921875
15,3,full_dim,128,4,512,4bit_budget,24,0.0032707028000304094,0.04446815090724907,0.0016135630266513599,0.044258641198950566,0.80859375
15,3,subspace_k64_fixed,64,8,512,4bit_budget,24,0.01000834497664668,0.07770537845736587,0.004968505826572498,0.07734865690247611,0.71484375
15,3,subspace_adaptive,24,21,504,4bit_budget,24,0.028522805949816807,0.13223114167431688,0.01419777259237853,0.1316706341753997,0.4453125
15,4,full_dim,128,2,256,2bit_budget,28,0.09398421862228068,0.24151251598810167,0.047056489919339285,0.2400404303814365,0.34375
15,4,subspace_k64_fixed,64,4,256,2bit_budget,28,0.010848294238264807,0.08180735348126356,0.005443750010145654,0.08179789471009227,0.75
15,4,subspace_adaptive,28,9,252,2bit_budget,28,0.04344312951156572,0.16240534229707593,0.021613671368419043,0.16179494789949714,0.46875
15,4,full_dim,128,4,512,4bit_budget,28,0.0036328475824370368,0.04733352803944138,0.0017870069054000462,0.04696703553281016,0.8125
15,4,subspace_k64_fixed,64,8,512,4bit_budget,28,0.007262998815242767,0.06658699191204623,0.0036613302968069522,0.06664958656750034,0.7578125
15,4,subspace_adaptive,28,18,504,4bit_budget,28,0.04343541497697824,0.16238944418543594,0.021608992896094716,0.16178793652625767,0.46875
15,5,full_dim,128,2,256,2bit_budget,20,0.09830033061921657,0.24313437498506085,0.04941780751073384,0.2427193198146633,0.37890625
15,5,subspace_k64_fixed,64,4,256,2bit_budget,20,0.015593829513721645,0.09610359921016293,0.0077737096433006785,0.09586065328046492,0.65234375
15,5,subspace_adaptive,20,13,260,2bit_budget,20,0.03651896906990723,0.14842427718617263,0.01807555974766653,0.1480172200926253,0.4765625
15,5,full_dim,128,4,512,4bit_budget,20,0.0041180721752028596,0.05003788925638171,0.002009924603123276,0.049433774783246405,0.859375
15,5,subspace_k64_fixed,64,8,512,4bit_budget,20,0.01151452404235275,0.08215769486660712,0.005685406064000307,0.08161813135423951,0.7265625
15,5,subspace_adaptive,20,26,520,4bit_budget,20,0.036520190508782635,0.14842613688169234,0.01807604761100591,0.14801885050555638,0.4765625
15,6,full_dim,128,2,256,2bit_budget,34,0.04017335101001389,0.15676723807274187,0.01995644335263353,0.155871032886012,0.4296875
15,6,subspace_k64_fixed,64,4,256,2bit_budget,34,0.009788288094422549,0.07754194521220054,0.004878323153784388,0.07731403243869106,0.62890625
15,6,subspace_adaptive,34,8,272,2bit_budget,34,0.018010834133484574,0.10449677418894904,0.009031847817809194,0.10448078044642373,0.51171875
15,6,full_dim,128,4,512,4bit_budget,34,0.0015239250458732882,0.030493914398883826,0.0007587158169988104,0.030417589844967584,0.84765625
15,6,subspace_k64_fixed,64,8,512,4bit_budget,34,0.008314612200915533,0.0712597092975516,0.00415305404027522,0.07113097520619453,0.65625
15,6,subspace_adaptive,34,15,510,4bit_budget,34,0.018000015275249685,0.10446324331381455,0.009024971676375995,0.10443936289094384,0.51171875
15,7,full_dim,128,2,256,2bit_budget,32,0.06885289686400842,0.20446059030810546,0.03431444788251364,0.20380505348689862,0.39453125
15,7,subspace_k64_fixed,64,4,256,2bit_budget,32,0.015737648624496815,0.09782937560660782,0.007779635397443262,0.0973027618454475,0.578125
15,7,subspace_adaptive,32,8,256,2bit_budget,32,0.030382629585063665,0.1357935971367148,0.014929536381398071,0.13445335589883567,0.48828125
15,7,full_dim,128,4,512,4bit_budget,32,0.002707983734092622,0.04056842442931444,0.0013452220839970993,0.040415448408868224,0.78125
15,7,subspace_k64_fixed,64,8,512,4bit_budget,32,0.013525685736778863,0.09061866384449258,0.0066769552427930695,0.09006348440367137,0.625
15,7,subspace_adaptive,32,16,512,4bit_budget,32,0.03035914721279849,0.13573806863041307,0.01491958495972283,0.13440499229654024,0.48828125
16,0,full_dim,128,2,256,2bit_budget,28,0.1259774942210499,0.2753798952838438,0.062029571435542885,0.271744115415871,0.33203125
16,0,subspace_k64_fixed,64,4,256,2bit_budget,28,0.02361745676979953,0.11911098646088554,0.01191895266623751,0.11918974994643633,0.5546875
16,0,subspace_adaptive,28,9,252,2bit_budget,28,0.04893797694821278,0.17049646913175012,0.024419155129356523,0.16960794781382443,0.4453125
16,0,full_dim,128,4,512,4bit_budget,28,0.004699202386029457,0.053173718808677675,0.002354209411332453,0.053199286890003535,0.78125
16,0,subspace_k64_fixed,64,8,512,4bit_budget,28,0.01969812308727174,0.10830209259586705,0.009922098876686217,0.1083283610841504,0.6171875
16,0,subspace_adaptive,28,18,504,4bit_budget,28,0.048907395029572656,0.17044538344571272,0.024403421830268928,0.16955527364965015,0.4453125
16,1,full_dim,128,2,256,2bit_budget,21,0.2631274320692035,0.39608294406228006,0.12884869107995903,0.38687091944595997,0.35546875
16,1,subspace_k64_fixed,64,4,256,2bit_budget,21,0.03475102467366294,0.14440371125772075,0.01713900633557706,0.14315650919581036,0.671875
16,1,subspace_adaptive,21,12,252,2bit_budget,21,0.09651077456483528,0.23830432641732963,0.04802218179720316,0.2365449168848067,0.5078125
16,1,full_dim,128,4,512,4bit_budget,21,0.010019518674661457,0.07753355421890239,0.004864175633122043,0.0762456276742792,0.86328125
16,1,subspace_k64_fixed,64,8,512,4bit_budget,21,0.025632340110754298,0.12344546549675905,0.012529777199798574,0.12195505525973607,0.71875
16,1,subspace_adaptive,21,24,504,4bit_budget,21,0.0965090570297322,0.23830557596336335,0.048019287079710045,0.23654392217642367,0.5078125
16,2,full_dim,128,2,256,2bit_budget,26,0.08841477539069106,0.23139928258051992,0.0438258948328166,0.229941125459321,0.4296875
16,2,subspace_k64_fixed,64,4,256,2bit_budget,26,0.014393437061196699,0.0934021656230245,0.00720916960445922,0.09329024378850734,0.65234375
16,2,subspace_adaptive,26,10,260,2bit_budget,26,0.036741373650527355,0.14815719147805073,0.018066110009015614,0.14646383728288898,0.5
16,2,full_dim,128,4,512,4bit_budget,26,0.0034157660075707216,0.045589664538637234,0.001686468028771611,0.04539973186544343,0.81640625
16,2,subspace_k64_fixed,64,8,512,4bit_budget,26,0.010937733578174826,0.08108997016399713,0.0054571822507397914,0.0808299353413868,0.6796875
16,2,subspace_adaptive,26,20,520,4bit_budget,26,0.0367417555694836,0.14815616242749824,0.018066135371573235,0.14646428984432794,0.5
16,3,full_dim,128,2,256,2bit_budget,26,0.11552565951284502,0.26437346437159914,0.05773512387224216,0.26320079479275793,0.3828125
16,3,subspace_k64_fixed,64,4,256,2bit_budget,26,0.02017769923610782,0.1100903960629506,0.009906992227104455,0.10914944936871161,0.6875
16,3,subspace_adaptive,26,10,260,2bit_budget,26,0.04763104135094712,0.1684906603436968,0.02361002503474312,0.16739428521944422,0.5546875
16,3,full_dim,128,4,512,4bit_budget,26,0.004414835972591169,0.051656699080052,0.0021942677541457794,0.05154884998701699,0.828125
16,3,subspace_k64_fixed,64,8,512,4bit_budget,26,0.016359545909190844,0.09926743761624532,0.008099141820794289,0.09877493158881664,0.69140625
16,3,subspace_adaptive,26,20,520,4bit_budget,26,0.04762395911716602,0.16848527657715956,0.023607213544680455,0.1673913140623487,0.5546875
16,4,full_dim,128,2,256,2bit_budget,37,0.0482776617050368,0.1730195835378588,0.024071075299075047,0.17238833247873014,0.3984375
16,4,subspace_k64_fixed,64,4,256,2bit_budget,37,0.012388046024610369,0.08704705753399727,0.00612331717977619,0.0865106074114537,0.625
16,4,subspace_adaptive,37,7,259,2bit_budget,37,0.021677314392584385,0.11510431754550016,0.010737260305947231,0.11440694154506692,0.49609375
16,4,full_dim,128,4,512,4bit_budget,37,0.0019357559459565734,0.034485976721232464,0.0009553798017973058,0.03426855877313465,0.8828125
16,4,subspace_k64_fixed,64,8,512,4bit_budget,37,0.011001579718536617,0.08203550528245249,0.005442795244718682,0.08156068344140041,0.609375
16,4,subspace_adaptive,37,14,518,4bit_budget,37,0.021677524516340453,0.11511052440729616,0.010736609520321152,0.11440660534501226,0.5
16,5,full_dim,128,2,256,2bit_budget,30,0.0818224866881978,0.2241379942287887,0.04061021096635706,0.22226004541133254,0.34765625
16,5,subspace_k64_fixed,64,4,256,2bit_budget,30,0.017392495128585594,0.10287344221144262,0.008483288546093749,0.1016500481573768,0.5859375
16,5,subspace_adaptive,30,9,270,2bit_budget,30,0.0364628551428286,0.14860140867295635,0.017746800509270307,0.14648393540271384,0.4453125
16,5,full_dim,128,4,512,4bit_budget,30,0.003180597378820323,0.044225870467639004,0.001592571965779535,0.04424188015795697,0.80859375
16,5,subspace_k64_fixed,64,8,512,4bit_budget,30,0.014675685353427666,0.09409551604453426,0.007097076245304334,0.09262183721165063,0.62109375
16,5,subspace_adaptive,30,17,510,4bit_budget,30,0.03646016218687604,0.1485945134739807,0.017745257733712952,0.14648150749200778,0.4453125
16,6,full_dim,128,2,256,2bit_budget,34,0.049003002407105666,0.17382897989062956,0.024438847335709748,0.17311447608548775,0.4296875
16,6,subspace_k64_fixed,64,4,256,2bit_budget,34,0.011232748497230539,0.0829073487842165,0.005588655439317081,0.08271165689074007,0.59375
16,6,subspace_adaptive,34,8,272,2bit_budget,34,0.023763537147311626,0.11971690360139182,0.011775729919455687,0.119162903863251,0.5234375
16,6,full_dim,128,4,512,4bit_budget,34,0.001959235280542122,0.034686954555819584,0.0009732500770126909,0.034556588131600965,0.82421875
16,6,subspace_k64_fixed,64,8,512,4bit_budget,34,0.009433624089739436,0.0760743456746362,0.004695617568702754,0.075782227155165,0.6640625
16,6,subspace_adaptive,34,15,510,4bit_budget,34,0.023757674998386238,0.11970183595907827,0.01177292243497769,0.11914032775501594,0.51953125
16,7,full_dim,128,2,256,2bit_budget,25,0.20302135616083306,0.3542880353333087,0.09943738484455567,0.34807762456440744,0.3828125
16,7,subspace_k64_fixed,64,4,256,2bit_budget,25,0.023721818440092586,0.12135788512356496,0.01159742433741724,0.11990413040804682,0.73828125
16,7,subspace_adaptive,25,10,250,2bit_budget,25,0.07600746163436717,0.21618712407186366,0.0373773674908328,0.21393344025478078,0.5234375
16,7,full_dim,128,4,512,4bit_budget,25,0.008389782881865728,0.07198001682110451,0.004139073872563461,0.07147200130987838,0.828125
16,7,subspace_k64_fixed,64,8,512,4bit_budget,25,0.01608458084948112,0.09947019945947269,0.007913297294864948,0.09879592697265442,0.75
16,7,subspace_adaptive,25,20,500,4bit_budget,25,0.07600051110450881,0.21617665152623963,0.03737706496152372,0.21393272855933348,0.51953125
17,0,full_dim,128,2,256,2bit_budget,25,0.34962166081508295,0.4634203321421221,0.1707209857778639,0.4515274817105912,0.3359375
