layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,eff_rank_90,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
19,3,full_dim,128,2,256,2bit_budget,23,0.6123202618058983,0.6135102595681441,0.26873620875920273,0.5605268755636831,0.38671875
19,3,subspace_k64_fixed,64,4,256,2bit_budget,23,0.07433937292352194,0.21333510141783543,0.035393456415285615,0.20685048731895278,0.71875
19,3,subspace_adaptive,23,11,253,2bit_budget,23,0.2079171205733844,0.35794451865123444,0.09703709087631823,0.3449134772680852,0.546875
19,3,full_dim,128,4,512,4bit_budget,23,0.024065037481718482,0.12189984819747224,0.010929704870429251,0.11651472099865419,0.828125
19,3,subspace_k64_fixed,64,8,512,4bit_budget,23,0.04796686166728037,0.1712429798148059,0.022742603618042662,0.16687454157199047,0.765625
19,3,subspace_adaptive,23,22,506,4bit_budget,23,0.20790665813395076,0.35792797070381666,0.09703703771176486,0.34490886293289,0.546875
19,4,full_dim,128,2,256,2bit_budget,26,0.7613780882264118,0.6842819261394826,0.36488951815043563,0.6471996460491445,0.40625
19,4,subspace_k64_fixed,64,4,256,2bit_budget,26,0.11662489260139541,0.26625581060719583,0.052681904414903544,0.2533554154799679,0.671875
19,4,subspace_adaptive,26,10,260,2bit_budget,26,0.3209531650925156,0.43986614337889507,0.15822626259236752,0.4217981177419655,0.52734375
19,4,full_dim,128,4,512,4bit_budget,26,0.030759458096838166,0.13793462575215304,0.013930651179560207,0.13053549509738022,0.81640625
19,4,subspace_k64_fixed,64,8,512,4bit_budget,26,0.085686325677503,0.22862231923794393,0.03909475974479329,0.2179181883578228,0.72265625
19,4,subspace_adaptive,26,20,520,4bit_budget,26,0.32088286173691283,0.43982707303952207,0.15824392751886213,0.42179867611339084,0.52734375
19,5,full_dim,128,2,256,2bit_budget,26,1.2717658498508784,0.8778263647574354,0.5038809070781989,0.7460410475256245,0.39453125
19,5,subspace_k64_fixed,64,4,256,2bit_budget,26,0.17022424063621314,0.32329724273883487,0.07084572766794588,0.29025467781607933,0.73046875
19,5,subspace_adaptive,26,10,260,2bit_budget,26,0.5238708227948082,0.5609104740570604,0.20996523378361573,0.49771018493785,0.57421875
19,5,full_dim,128,4,512,4bit_budget,26,0.04878127716140096,0.1719568059926741,0.02008435670056274,0.15337744350862456,0.83203125
19,5,subspace_k64_fixed,64,8,512,4bit_budget,26,0.12384541939034083,0.27506132698775687,0.04833052607530572,0.23764065986583224,0.7734375
19,5,subspace_adaptive,26,20,520,4bit_budget,26,0.5238619552336139,0.5609102060649602,0.20990484622539846,0.4976556866578098,0.5703125
19,6,full_dim,128,2,256,2bit_budget,32,0.2532196914502848,0.39260533696545863,0.12932505302747324,0.39266077799904,0.33203125
19,6,subspace_k64_fixed,64,4,256,2bit_budget,32,0.05703449795396848,0.1861404483395359,0.027794025619242844,0.18329462216791528,0.65625
19,6,subspace_adaptive,32,8,256,2bit_budget,32,0.11134958000156198,0.2602062395434297,0.05388096520002404,0.25546180894757814,0.4921875
19,6,full_dim,128,4,512,4bit_budget,32,0.00992099588343462,0.07816722781865948,0.004964198995042223,0.0783139877770789,0.76953125
19,6,subspace_k64_fixed,64,8,512,4bit_budget,32,0.04654358482645511,0.16827455439453443,0.02270810594620433,0.16611573113100947,0.66015625
19,6,subspace_adaptive,32,16,512,4bit_budget,32,0.11137875220014024,0.26024588639520424,0.05389001218335663,0.2554722192540986,0.4921875
19,7,full_dim,128,2,256,2bit_budget,30,0.7084545273188203,0.6549805278116401,0.34158869034983064,0.6210839987812277,0.30078125
19,7,subspace_k64_fixed,64,4,256,2bit_budget,30,0.14265179889698218,0.29452701783600443,0.06906962953304445,0.2892749966276554,0.56640625
19,7,subspace_adaptive,30,9,270,2bit_budget,30,0.30794166752643126,0.4293560847303142,0.1486637437683635,0.41923772315304214,0.3671875
19,7,full_dim,128,4,512,4bit_budget,30,0.02704678233736201,0.1285483921560912,0.013046370592002919,0.12613521646994114,0.77734375
19,7,subspace_k64_fixed,64,8,512,4bit_budget,30,0.11568913390605653,0.2643372532084438,0.05651886482473503,0.26042581031633605,0.6015625
19,7,subspace_adaptive,30,17,510,4bit_budget,30,0.3078762930734775,0.42931264575764694,0.1485786467802705,0.41911713259761263,0.3671875
20,0,full_dim,128,2,256,2bit_budget,25,0.564692868771071,0.5870261932562961,0.25413057604223294,0.5397233472716022,0.3984375
20,0,subspace_k64_fixed,64,4,256,2bit_budget,25,0.1004016623666496,0.24687154211694823,0.04771303298781235,0.24123684079628469,0.6484375
20,0,subspace_adaptive,25,10,250,2bit_budget,25,0.23904690678808288,0.3798703949689912,0.11055566312236155,0.3636255279007007,0.53125
20,0,full_dim,128,4,512,4bit_budget,25,0.022847283140489706,0.11766096115682598,0.01061467916412389,0.11342838216367139,0.85546875
20,0,subspace_k64_fixed,64,8,512,4bit_budget,25,0.0790270154974318,0.2187088015055915,0.037401111895117294,0.21290746920392015,0.6875
20,0,subspace_adaptive,25,20,500,4bit_budget,25,0.23900353150904438,0.3798405345704605,0.11054580196392257,0.3636136907486425,0.53125
20,1,full_dim,128,2,256,2bit_budget,27,0.8724671084965806,0.7373418928174043,0.39088676492164626,0.6682030979602969,0.4140625
20,1,subspace_k64_fixed,64,4,256,2bit_budget,27,0.12493959765577647,0.2775276567974828,0.056528520567331944,0.2637589449319873,0.73828125
20,1,subspace_adaptive,27,9,243,2bit_budget,27,0.34568780179317554,0.4618135404032765,0.1618420865537387,0.4424739828797454,0.546875
20,1,full_dim,128,4,512,4bit_budget,27,0.03469975407529718,0.14696923721031757,0.016655664072696003,0.14332487090303314,0.8359375
20,1,subspace_k64_fixed,64,8,512,4bit_budget,27,0.09264817489261784,0.23831112226638967,0.04265409839374835,0.2292800988011819,0.7265625
20,1,subspace_adaptive,27,19,513,4bit_budget,27,0.34571958230351485,0.461835412064249,0.16175570085385207,0.442353434035445,0.546875
20,2,full_dim,128,2,256,2bit_budget,28,2.347230629452258,1.1928944045263552,0.9005820855104407,0.9198797318876255,0.37109375
20,2,subspace_k64_fixed,64,4,256,2bit_budget,28,0.470439600195528,0.5305701192090393,0.16994039611189404,0.4313211348698693,0.5859375
20,2,subspace_adaptive,28,9,252,2bit_budget,28,0.8927226429889725,0.7357865191061771,0.31212122935231823,0.5859548590278545,0.53515625
20,2,full_dim,128,4,512,4bit_budget,28,0.09395949710723185,0.23832758311119473,0.03958385036688547,0.21610332857546927,0.8203125
20,2,subspace_k64_fixed,64,8,512,4bit_budget,28,0.3791224014565643,0.4762771719712681,0.14135488430729454,0.39308675394597115,0.640625
20,2,subspace_adaptive,28,18,504,4bit_budget,28,0.8929949339990431,0.7359096718502307,0.3121885755592118,0.5859691322795622,0.5390625
20,3,full_dim,128,2,256,2bit_budget,33,2.1113893023794734,1.1387900480072144,0.8202255329057077,0.8883789694486937,0.40234375
20,3,subspace_k64_fixed,64,4,256,2bit_budget,33,0.4357366648816706,0.51671653754644,0.16458460299710426,0.4370229846255266,0.68359375
20,3,subspace_adaptive,33,8,264,2bit_budget,33,0.8484123447989314,0.7190386602316609,0.3297730957296207,0.6244274651922181,0.53125
20,3,full_dim,128,4,512,4bit_budget,33,0.08017537416989509,0.2224952766914945,0.029574673936498503,0.18552271360180214,0.859375
20,3,subspace_k64_fixed,64,8,512,4bit_budget,33,0.3530017209724032,0.46451573653785627,0.13119815338161941,0.38984102380416735,0.73828125
20,3,subspace_adaptive,33,16,528,4bit_budget,33,0.8481425744822836,0.7189257843684164,0.33011871736448756,0.6246980377576206,0.53125
20,4,full_dim,128,2,256,2bit_budget,27,1.8100886494033555,1.0516134073764938,0.7176414688494777,0.8497997295724604,0.390625
20,4,subspace_k64_fixed,64,4,256,2bit_budget,27,0.28211593493420506,0.4156464394504287,0.11627436224289764,0.3679145392567172,0.69921875
20,4,subspace_adaptive,27,9,243,2bit_budget,27,0.6832114268216718,0.6469384764612891,0.2803737002676879,0.5723413764093447,0.4921875
20,4,full_dim,128,4,512,4bit_budget,27,0.07244341707604512,0.21063096909664242,0.031191021173063535,0.19106192951296846,0.84375
20,4,subspace_k64_fixed,64,8,512,4bit_budget,27,0.20475787237466553,0.3521749846653581,0.08639355203785395,0.3198157994112296,0.734375
20,4,subspace_adaptive,27,19,513,4bit_budget,27,0.6830295635386552,0.6468732199256331,0.2801774915938742,0.5722548486633333,0.48828125
20,5,full_dim,128,2,256,2bit_budget,31,1.6093246339530558,0.99384187191162,0.591527690126207,0.7999299199100955,0.37109375
20,5,subspace_k64_fixed,64,4,256,2bit_budget,31,0.2963873711379285,0.4250969116996799,0.1164932836907217,0.36493285136431075,0.671875
20,5,subspace_adaptive,31,8,248,2bit_budget,31,0.6392299046081708,0.6227119564485994,0.25373699047016884,0.5472376029061624,0.515625
20,5,full_dim,128,4,512,4bit_budget,31,0.06687660558885691,0.20217938445015454,0.026631430218090304,0.176294100870448,0.8671875
20,5,subspace_k64_fixed,64,8,512,4bit_budget,31,0.2400028382843682,0.38214492380607173,0.09369957991093172,0.3283245444800049,0.66796875
20,5,subspace_adaptive,31,17,527,4bit_budget,31,0.6390197062191988,0.6226022714362989,0.25365801415138095,0.5472970449936035,0.51171875
20,6,full_dim,128,2,256,2bit_budget,33,2.3681215213896243,1.202162921754514,0.9236882706977645,0.9219769408587819,0.37890625
20,6,subspace_k64_fixed,64,4,256,2bit_budget,33,0.5554001259751635,0.5818899082663611,0.2197170017401333,0.49820385948169105,0.578125
20,6,subspace_adaptive,33,8,264,2bit_budget,33,1.0355547326300953,0.7950652916099652,0.41004779755105836,0.6816594226461425,0.46484375
20,6,full_dim,128,4,512,4bit_budget,33,0.10086739138789047,0.24719697405899402,0.0379232475777068,0.20690352104970722,0.78125
20,6,subspace_k64_fixed,64,8,512,4bit_budget,33,0.46283083955260473,0.5302912549824341,0.17834637290743505,0.44872898055067767,0.640625
20,6,subspace_adaptive,33,16,528,4bit_budget,33,1.0345839329897677,0.794750941338972,0.41005286741042346,0.6818813361556848,0.46875
20,7,full_dim,128,2,256,2bit_budget,28,1.8332258150376173,1.0611405140375672,0.6338354958699366,0.8034549795467605,0.4609375
20,7,subspace_k64_fixed,64,4,256,2bit_budget,28,0.35734068820447107,0.464663809733167,0.13540717252396056,0.39096336125295966,0.68359375
20,7,subspace_adaptive,28,9,252,2bit_budget,28,0.8190620407322105,0.7055033703444848,0.3023244043027391,0.5874127537909248,0.5625
20,7,full_dim,128,4,512,4bit_budget,28,0.07543980587695265,0.2149715214629181,0.029218343521352434,0.17948918190949753,0.85546875
20,7,subspace_k64_fixed,64,8,512,4bit_budget,28,0.27416745628791533,0.40723852944007205,0.10420302221443908,0.34260563883796546,0.73828125
20,7,subspace_adaptive,28,18,504,4bit_budget,28,0.8187752951533118,0.7053939899657095,0.3021970398090246,0.587233001679895,0.5625
21,0,full_dim,128,2,256,2bit_budget,25,1.431042587140999,0.9347742056126938,0.6148033961487961,0.8042330792748789,0.4140625
21,0,subspace_k64_fixed,64,4,256,2bit_budget,25,0.23564449640613572,0.3767044248533111,0.10204870115660836,0.3463702522076747,0.703125
21,0,subspace_adaptive,25,10,250,2bit_budget,25,0.6616933256632134,0.6331116328070985,0.2705017350276194,0.562315053194574,0.50390625
21,0,full_dim,128,4,512,4bit_budget,25,0.058670113171701496,0.1890291296868958,0.026904438978368493,0.17736987117782982,0.85546875
21,0,subspace_k64_fixed,64,8,512,4bit_budget,25,0.1820537879585431,0.3307510567714078,0.07974418708819095,0.305635949970283,0.7421875
21,0,subspace_adaptive,25,20,500,4bit_budget,25,0.6618018326972279,0.6331456291076862,0.27068194730555484,0.5624230494225003,0.50390625
21,1,full_dim,128,2,256,2bit_budget,28,2.0083564381210977,1.1173701096758002,0.8451677387445466,0.9254013138664923,0.34375
21,1,subspace_k64_fixed,64,4,256,2bit_budget,28,0.19854794588554292,0.35017593331656477,0.08575876472790235,0.3188869866653595,0.71875
21,1,subspace_adaptive,28,9,252,2bit_budget,28,0.7162725241925502,0.6620080728511593,0.29500854046595965,0.5820398383405163,0.59765625
21,1,full_dim,128,4,512,4bit_budget,28,0.07770441607802105,0.21905577460311393,0.032604606137126416,0.19611928523994107,0.83984375
21,1,subspace_k64_fixed,64,8,512,4bit_budget,28,0.11672497857837727,0.26673433284855846,0.050773204479566916,0.24488188938077354,0.78125
21,1,subspace_adaptive,28,18,504,4bit_budget,28,0.7162177023215476,0.6619634891574482,0.29512886538657035,0.5821829686687686,0.59765625
21,2,full_dim,128,2,256,2bit_budget,29,2.8863146240434645,1.3348109109758772,0.9834505620344417,0.9623337039580455,0.375
21,2,subspace_k64_fixed,64,4,256,2bit_budget,29,0.4369619204301097,0.5164858040275367,0.17178499545518366,0.44017135355710146,0.625
21,2,subspace_adaptive,29,9,261,2bit_budget,29,1.075005511100289,0.810560438234142,0.4100831152764468,0.6567010849573492,0.51171875
21,2,full_dim,128,4,512,4bit_budget,29,0.11388679050471072,0.26478204467018185,0.042615132843584314,0.22006896690376543,0.80859375
21,2,subspace_k64_fixed,64,8,512,4bit_budget,29,0.3169068031888887,0.4395674188598142,0.12805486338079777,0.3758419345431692,0.65234375
21,2,subspace_adaptive,29,18,522,4bit_budget,29,1.0750001647380747,0.8105843055698086,0.41030177857596517,0.6570242241623755,0.51171875
21,3,full_dim,128,2,256,2bit_budget,24,2.1909963432451764,1.1662337747948381,0.855802007567537,0.9252786905139907,0.3125
21,3,subspace_k64_fixed,64,4,256,2bit_budget,24,0.32429530417020014,0.44730611575139545,0.1299556675601159,0.37954214824506305,0.63671875
21,3,subspace_adaptive,24,11,264,2bit_budget,24,0.8497891527734627,0.7215111734801392,0.3421477966562967,0.6252842579128993,0.48828125
21,3,full_dim,128,4,512,4bit_budget,24,0.08623013340259959,0.2305499752881061,0.03579750655911554,0.20125537265185617,0.81640625
21,3,subspace_k64_fixed,64,8,512,4bit_budget,24,0.24638153178081837,0.39002105061111964,0.10023473770861269,0.3350450007821988,0.72265625
21,3,subspace_adaptive,24,21,504,4bit_budget,24,0.8497388154687956,0.7214929934217158,0.34214206023863636,0.6253371805968262,0.48828125
21,4,full_dim,128,2,256,2bit_budget,30,1.4466506619922355,0.9373392786399339,0.6998901650421685,0.8546894060350315,0.3515625
21,4,subspace_k64_fixed,64,4,256,2bit_budget,30,0.2935239554515031,0.42214965934529514,0.13815609655532596,0.40340081254765414,0.55859375
21,4,subspace_adaptive,30,9,270,2bit_budget,30,0.6520854489907267,0.6281739811992172,0.30506496285797846,0.6000200690276629,0.41796875
21,4,full_dim,128,4,512,4bit_budget,30,0.05835005362256725,0.1893615764656099,0.02594395792463247,0.17656291426914553,0.8046875
21,4,subspace_k64_fixed,64,8,512,4bit_budget,30,0.2437220610324725,0.3833603490725374,0.1159356701031504,0.37081090473628076,0.61328125
21,4,subspace_adaptive,30,17,510,4bit_budget,30,0.6521674247426308,0.6281854778663489,0.305224131236831,0.60017317632881,0.41796875
21,5,full_dim,128,2,256,2bit_budget,36,0.3882191566394603,0.4877219532977613,0.19109788519767754,0.47796682809504276,0.36328125
21,5,subspace_k64_fixed,64,4,256,2bit_budget,36,0.10027873326010692,0.24730489210425532,0.047430428779152885,0.24115124228722956,0.65234375
21,5,subspace_adaptive,36,7,252,2bit_budget,36,0.16164128289180976,0.31289464153671165,0.07850804322888738,0.3055554048844824,0.48828125
21,5,full_dim,128,4,512,4bit_budget,36,0.015059132890154807,0.096194751193835,0.0072309572375430205,0.0942671857154754,0.828125
21,5,subspace_k64_fixed,64,8,512,4bit_budget,36,0.08405992458157374,0.22618712394971408,0.039719474025561585,0.21952504501717818,0.625
21,5,subspace_adaptive,36,14,504,4bit_budget,36,0.1613961249576485,0.3126834616244889,0.0782460877049504,0.30515154718890536,0.484375
21,6,full_dim,128,2,256,2bit_budget,23,2.180384729354406,1.1513493947434776,0.9252141086533907,0.9535503200793156,0.36328125
21,6,subspace_k64_fixed,64,4,256,2bit_budget,23,0.2993464963000484,0.4278566178894699,0.1086595819137725,0.3434595106059093,0.71875
21,6,subspace_adaptive,23,11,253,2bit_budget,23,0.8292060894233687,0.7120641861723985,0.29595134539509677,0.5707138043388844,0.6015625
21,6,full_dim,128,4,512,4bit_budget,23,0.09133260407340257,0.2362639322647628,0.03408570113869222,0.19711556324584556,0.83984375
21,6,subspace_k64_fixed,64,8,512,4bit_budget,23,0.2273806696981735,0.3710556170750642,0.0849617401530243,0.3041508826322792,0.72265625
21,6,subspace_adaptive,23,22,506,4bit_budget,23,0.8294125366397929,0.7121474485583617,0.2959785341197717,0.5707301718990174,0.6015625
21,7,full_dim,128,2,256,2bit_budget,22,3.486865152778475,1.459002278442161,1.1567241223980123,0.9987285485851675,0.37890625
21,7,subspace_k64_fixed,64,4,256,2bit_budget,22,0.4146174710180691,0.5049438479548822,0.14219625715026718,0.3904389008955906,0.71484375
21,7,subspace_adaptive,22,12,264,2bit_budget,22,1.2336839703122067,0.8673784452564166,0.4527823908044033,0.704913641603757,0.49609375
21,7,full_dim,128,4,512,4bit_budget,22,0.13378051162082438,0.28651189180660275,0.046341124953204714,0.22227365040981867,0.80859375
21,7,subspace_k64_fixed,64,8,512,4bit_budget,22,0.2972075015951583,0.42682914060003074,0.10072064645832453,0.3286933880176849,0.7578125
21,7,subspace_adaptive,22,23,506,4bit_budget,22,1.2336992984819126,0.8673843261094286,0.45276009095863834,0.7049409481662133,0.4921875
22,0,full_dim,128,2,256,2bit_budget,27,3.2325841384065286,1.402560397192441,1.1617140663513879,1.0279643491061663,0.32421875
22,0,subspace_k64_fixed,64,4,256,2bit_budget,27,0.6239661604597213,0.6135458513988299,0.2380845400261387,0.5006439562982292,0.64453125
22,0,subspace_adaptive,27,9,243,2bit_budget,27,1.3085481897571078,0.8881915252652292,0.45395207152343653,0.7023354196370584,0.4765625
22,0,full_dim,128,4,512,4bit_budget,27,0.13565961657930206,0.2861772144669654,0.05626840086839243,0.24907557862162852,0.79296875
22,0,subspace_k64_fixed,64,8,512,4bit_budget,27,0.5102223795530867,0.555196737147438,0.19369279572730166,0.4628057549830402,0.67578125
22,0,subspace_adaptive,27,19,513,4bit_budget,27,1.3090636414414314,0.8883981358055293,0.4541335317535815,0.7025998021467454,0.46875
22,1,full_dim,128,2,256,2bit_budget,30,1.5928582067940107,0.9754074096217458,0.7037623560440003,0.8452924419583281,0.375
22,1,subspace_k64_fixed,64,4,256,2bit_budget,30,0.39744582699776965,0.4902595336768343,0.16412354478293092,0.43966677608546473,0.62890625
22,1,subspace_adaptive,30,9,270,2bit_budget,30,0.6393812116847899,0.6210381010224664,0.27334173205998774,0.5545968756528121,0.52734375
22,1,full_dim,128,4,512,4bit_budget,30,0.05883884918855616,0.18980229046702624,0.025644065927164762,0.1742051194299691,0.82421875
22,1,subspace_k64_fixed,64,8,512,4bit_budget,30,0.3356559029505777,0.4505745484083979,0.13665792487053646,0.40342746571853266,0.62890625
22,1,subspace_adaptive,30,17,510,4bit_budget,30,0.6397357678800768,0.6211897739870631,0.27345438827984114,0.5546163012101537,0.52734375
22,2,full_dim,128,2,256,2bit_budget,29,1.5806147558081993,0.9757108013541336,0.6791997147741127,0.8336771134421472,0.33984375
22,2,subspace_k64_fixed,64,4,256,2bit_budget,29,0.3175940789922519,0.4376653305141451,0.1489245347495699,0.41533360233864114,0.62109375
22,2,subspace_adaptive,29,9,261,2bit_budget,29,0.6381491870145903,0.6180423141436805,0.3013163168226146,0.5817754995774123,0.45703125
22,2,full_dim,128,4,512,4bit_budget,29,0.05675829487699239,0.1859603102026159,0.02627172237306543,0.17690268707870838,0.81640625
22,2,subspace_k64_fixed,64,8,512,4bit_budget,29,0.265658300017953,0.3994664936122514,0.12441537379761272,0.38229881550605593,0.609375
22,2,subspace_adaptive,29,18,522,4bit_budget,29,0.6382326449819631,0.6180788832556008,0.3013026930219729,0.5817305930918975,0.45703125
22,3,full_dim,128,2,256,2bit_budget,26,2.864728826374664,1.2930985534997976,0.8097335259141163,0.8006984005143027,0.4375
22,3,subspace_k64_fixed,64,4,256,2bit_budget,26,0.33855267949610185,0.44830294988448915,0.07931999144663336,0.2715213530104182,0.8046875
22,3,subspace_adaptive,26,10,260,2bit_budget,26,1.0406868626822083,0.784720566601623,0.28125728753984114,0.49695606585581065,0.609375
22,3,full_dim,128,4,512,4bit_budget,26,0.10048378630252039,0.24387481421711243,0.02492535373974906,0.1558933346813395,0.86328125
22,3,subspace_k64_fixed,64,8,512,4bit_budget,26,0.22534271081208143,0.36469717649385414,0.06126801389620058,0.23675803119193978,0.81640625
22,3,subspace_adaptive,26,20,520,4bit_budget,26,1.0406544888559428,0.7847018104668602,0.2809166260200485,0.49673186254142054,0.609375
22,4,full_dim,128,2,256,2bit_budget,25,2.83583260055232,1.2989203562327085,1.0540268640555879,0.9710083475043441,0.359375
22,4,subspace_k64_fixed,64,4,256,2bit_budget,25,0.44418108002327555,0.5138424382485534,0.1593881217825764,0.40894943738534695,0.703125
22,4,subspace_adaptive,25,10,250,2bit_budget,25,0.9996098057068021,0.7620606917058914,0.334390568393024,0.5782842363210225,0.5703125
22,4,full_dim,128,4,512,4bit_budget,25,0.11291386487425084,0.2589368513259248,0.04646600876398768,0.22193464207865254,0.81640625
22,4,subspace_k64_fixed,64,8,512,4bit_budget,25,0.3269101535139456,0.43916405788473367,0.12697221679733633,0.36845766125790547,0.6875
22,4,subspace_adaptive,25,20,500,4bit_budget,25,0.9997696567047736,0.7620573940643462,0.3344640697861573,0.5781494048168379,0.57421875
22,5,full_dim,128,2,256,2bit_budget,32,1.348146075917,0.9095723019417394,0.580436390463173,0.7947488914997762,0.3515625
22,5,subspace_k64_fixed,64,4,256,2bit_budget,32,0.26916262761854504,0.4074650203916132,0.12093616934482415,0.3815331199092008,0.58203125
22,5,subspace_adaptive,32,8,256,2bit_budget,32,0.5428209284596054,0.5759035432203032,0.24762455635783487,0.5337886404165599,0.515625
22,5,full_dim,128,4,512,4bit_budget,32,0.04994625635729492,0.1759629769228827,0.022758134506529394,0.1661183630664303,0.84765625
22,5,subspace_k64_fixed,64,8,512,4bit_budget,32,0.22640761370526297,0.37286080432922786,0.10116690801254419,0.34831961243255233,0.6328125
22,5,subspace_adaptive,32,16,512,4bit_budget,32,0.5429252863543812,0.5759719385520468,0.24770401357407693,0.5338045244191617,0.515625
22,6,full_dim,128,2,256,2bit_budget,27,2.0189292836414845,1.112209337561826,0.8396685235943169,0.922983448111963,0.33984375
22,6,subspace_k64_fixed,64,4,256,2bit_budget,27,0.33217802286668174,0.450064903859558,0.14604726221611877,0.4105713651041373,0.65234375
22,6,subspace_adaptive,27,9,243,2bit_budget,27,0.8928168060834809,0.7372328699538431,0.36885958099730376,0.657108065939221,0.48046875
22,6,full_dim,128,4,512,4bit_budget,27,0.08186824445808395,0.22405970456455163,0.0341072495725094,0.2014386717365048,0.80078125
22,6,subspace_k64_fixed,64,8,512,4bit_budget,27,0.2650951269228001,0.401257953285518,0.11809928215166716,0.3680499349700834,0.6640625
22,6,subspace_adaptive,27,19,513,4bit_budget,27,0.8926845646314334,0.7371230874392037,0.36892937162781403,0.6570571061817938,0.47265625
22,7,full_dim,128,2,256,2bit_budget,21,5.68765153489531,1.8579563449772656,1.7158507497742563,1.1251367796620766,0.33984375
22,7,subspace_k64_fixed,64,4,256,2bit_budget,21,0.6299118328218766,0.618069016042305,0.17606875073878814,0.41910327016980564,0.703125
22,7,subspace_adaptive,21,12,252,2bit_budget,21,2.068051808632454,1.1029470748790962,0.6406139457377151,0.7716223344452255,0.4921875
22,7,full_dim,128,4,512,4bit_budget,21,0.23270286082756408,0.37385020575195554,0.08132942624699796,0.2818575950785345,0.8203125
22,7,subspace_k64_fixed,64,8,512,4bit_budget,21,0.4112460516301481,0.4990864240881898,0.10811410110119034,0.32563569500656564,0.76171875
22,7,subspace_adaptive,21,24,504,4bit_budget,21,2.0679070599583245,1.1029304308482313,0.6404138215813266,0.7715634412628766,0.4921875
23,0,full_dim,128,2,256,2bit_budget,28,7.273975459778526,2.116549268826271,1.7439237469424826,1.0754570499262122,0.38671875
23,0,subspace_k64_fixed,64,4,256,2bit_budget,28,1.2973450760541132,0.8922270668412134,0.3652752356218902,0.5659863307231089,0.67578125
23,0,subspace_adaptive,28,9,252,2bit_budget,28,3.1157073598951346,1.3759059319363462,0.8558150116703835,0.860828183515782,0.51171875
23,0,full_dim,128,4,512,4bit_budget,28,0.29463457418107264,0.42725637057203214,0.07957038520317926,0.27641229478303775,0.8125
23,0,subspace_k64_fixed,64,8,512,4bit_budget,28,1.0080619057639038,0.7839448406207447,0.296957379613313,0.5135744621528835,0.67578125
23,0,subspace_adaptive,28,18,504,4bit_budget,28,3.115499844746311,1.3758193553623252,0.8554403915125364,0.8602129990162047,0.51171875
23,1,full_dim,128,2,256,2bit_budget,29,4.900934716910095,1.7356483046342026,1.3990602712537579,1.0782468340114717,0.36328125
23,1,subspace_k64_fixed,64,4,256,2bit_budget,29,0.9325500937670084,0.754114488234537,0.29440228427908993,0.5375103986835008,0.62890625
23,1,subspace_adaptive,29,9,261,2bit_budget,29,1.828410539745272,1.0622056075302173,0.5351761720380275,0.72712910617647,0.52734375
23,1,full_dim,128,4,512,4bit_budget,29,0.1921383845281477,0.34404869296441015,0.05993325840528167,0.2512085438348946,0.8046875
23,1,subspace_k64_fixed,64,8,512,4bit_budget,29,0.7608382709550565,0.677567910110101,0.23389772494764566,0.4819493132031981,0.65625
23,1,subspace_adaptive,29,18,522,4bit_budget,29,1.8283000406311773,1.0621478722241036,0.535504514873596,0.7272146352414859,0.52734375
23,2,full_dim,128,2,256,2bit_budget,21,8.630000872312428,2.3203909449746556,2.0058279975462163,1.1180027434550608,0.39453125
23,2,subspace_k64_fixed,64,4,256,2bit_budget,21,0.7641312557328699,0.6885665397642045,0.1977540755880533,0.4165432999159865,0.7734375
23,2,subspace_adaptive,21,12,252,2bit_budget,21,3.2555837734376274,1.4112555231023958,0.7498324804837762,0.7865843744863571,0.56640625
23,2,full_dim,128,4,512,4bit_budget,21,0.32803020750776735,0.45158126843550783,0.08825856266523811,0.284408771669035,0.8515625
23,2,subspace_k64_fixed,64,8,512,4bit_budget,21,0.4264589835935009,0.5100028694509957,0.1130188899399805,0.3182892262296281,0.80859375
23,2,subspace_adaptive,21,24,504,4bit_budget,21,3.2555779667302156,1.411243883077716,0.7498263523246957,0.7865415626273999,0.56640625
23,3,full_dim,128,2,256,2bit_budget,43,0.892770772070753,0.739661587340727,0.417795563750996,0.6896777073322068,0.37890625
23,3,subspace_k64_fixed,64,4,256,2bit_budget,43,0.30753507149089815,0.43338523762040804,0.14329695744923598,0.41547805825874373,0.55078125
23,3,subspace_adaptive,43,6,258,2bit_budget,43,0.4248696887876524,0.5100035703566408,0.20222479119208148,0.48642046939825256,0.48828125
23,3,full_dim,128,4,512,4bit_budget,43,0.03532583337940007,0.14735815344552877,0.017360040950670036,0.14603934179260386,0.80078125
23,3,subspace_k64_fixed,64,8,512,4bit_budget,43,0.2830797887798935,0.4154837056664499,0.13222836743206776,0.39802418845719084,0.55859375
23,3,subspace_adaptive,43,12,516,4bit_budget,43,0.42333241140401595,0.5086917355914189,0.20141817139252988,0.48535973782572533,0.484375
23,4,full_dim,128,2,256,2bit_budget,37,0.7699872636110521,0.6898287040095546,0.3482071683337267,0.6312918552673141,0.39453125
23,4,subspace_k64_fixed,64,4,256,2bit_budget,37,0.23981601394150842,0.38341980206808746,0.11560206220988914,0.3688296703023787,0.59765625
23,4,subspace_adaptive,37,7,259,2bit_budget,37,0.3846883693786797,0.4857043162728506,0.17371914182324447,0.45281915469775935,0.5078125
23,4,full_dim,128,4,512,4bit_budget,37,0.03221479797268306,0.14089850496519643,0.016588930881545803,0.14209174321821488,0.8359375
