reference,compare,layer,head,kv_type,overlap,n_principal_angles,mean_cos2
early,mid_early,16,5,K,0.8210669755935669,64,0.8210669755935669
early,mid_early,16,5,V,0.716498851776123,64,0.716498851776123
early,mid_early,16,6,K,0.8381105661392212,64,0.8381105661392212
early,mid_early,16,6,V,0.7198572754859924,64,0.7198572754859924
early,mid_early,16,7,K,0.8994685411453247,64,0.8994685411453247
early,mid_early,16,7,V,0.7358784675598145,64,0.7358784675598145
early,mid_early,17,0,K,0.8658091425895691,64,0.8658091425895691
early,mid_early,17,0,V,0.75473552942276,64,0.75473552942276
early,mid_early,17,1,K,0.9091259241104126,64,0.9091259241104126
early,mid_early,17,1,V,0.7512559294700623,64,0.7512559294700623
early,mid_early,17,2,K,0.8132314682006836,64,0.8132314682006836
early,mid_early,17,2,V,0.7098925113677979,64,0.7098925113677979
early,mid_early,17,3,K,0.8209041953086853,64,0.8209041953086853
early,mid_early,17,3,V,0.7707481384277344,64,0.7707481384277344
early,mid_early,17,4,K,0.8135689496994019,64,0.8135689496994019
early,mid_early,17,4,V,0.7302305698394775,64,0.7302305698394775
early,mid_early,17,5,K,0.85823655128479,64,0.85823655128479
early,mid_early,17,5,V,0.7320854663848877,64,0.7320854663848877
early,mid_early,17,6,K,0.8629487752914429,64,0.8629487752914429
early,mid_early,17,6,V,0.6874846816062927,64,0.6874846816062927
early,mid_early,17,7,K,0.830406904220581,64,0.830406904220581
early,mid_early,17,7,V,0.7488285303115845,64,0.7488285303115845
early,mid_early,18,0,K,0.940456748008728,64,0.940456748008728
early,mid_early,18,0,V,0.7205802202224731,64,0.7205802202224731
early,mid_early,18,1,K,0.8215091228485107,64,0.8215091228485107
early,mid_early,18,1,V,0.6891723871231079,64,0.6891723871231079
early,mid_early,18,2,K,0.79383385181427,64,0.79383385181427
early,mid_early,18,2,V,0.687511682510376,64,0.687511682510376
early,mid_early,18,3,K,0.863730788230896,64,0.863730788230896
early,mid_early,18,3,V,0.7349837422370911,64,0.7349837422370911
early,mid_early,18,4,K,0.8660864233970642,64,0.8660864233970642
early,mid_early,18,4,V,0.7319351434707642,64,0.7319351434707642
early,mid_early,18,5,K,0.8577764630317688,64,0.8577764630317688
early,mid_early,18,5,V,0.7072901129722595,64,0.7072901129722595
early,mid_early,18,6,K,0.8988276720046997,64,0.8988276720046997
early,mid_early,18,6,V,0.7428046464920044,64,0.7428046464920044
early,mid_early,18,7,K,0.8054621815681458,64,0.8054621815681458
early,mid_early,18,7,V,0.7324883937835693,64,0.7324883937835693
early,mid_early,19,0,K,0.7901937961578369,64,0.7901937961578369
early,mid_early,19,0,V,0.7005016803741455,64,0.7005016803741455
early,mid_early,19,1,K,0.8416273593902588,64,0.8416273593902588
early,mid_early,19,1,V,0.6915420293807983,64,0.6915420293807983
early,mid_early,19,2,K,0.8367950916290283,64,0.8367950916290283
early,mid_early,19,2,V,0.6779283285140991,64,0.6779283285140991
early,mid_early,19,3,K,0.8820545673370361,64,0.8820545673370361
early,mid_early,19,3,V,0.7127882242202759,64,0.7127882242202759
early,mid_early,19,4,K,0.8660311698913574,64,0.8660311698913574
early,mid_early,19,4,V,0.7080605030059814,64,0.7080605030059814
early,mid_early,19,5,K,0.8271675705909729,64,0.8271675705909729
early,mid_early,19,5,V,0.710039496421814,64,0.710039496421814
early,mid_early,19,6,K,0.8111258745193481,64,0.8111258745193481
early,mid_early,19,6,V,0.7026037573814392,64,0.7026037573814392
early,mid_early,19,7,K,0.8393583297729492,64,0.8393583297729492
early,mid_early,19,7,V,0.7234561443328857,64,0.7234561443328857
early,mid_early,20,0,K,0.8403818011283875,64,0.8403818011283875
early,mid_early,20,0,V,0.7252919673919678,64,0.7252919673919678
early,mid_early,20,1,K,0.876533031463623,64,0.876533031463623
early,mid_early,20,1,V,0.6956917643547058,64,0.6956917643547058
early,mid_early,20,2,K,0.8133666515350342,64,0.8133666515350342
early,mid_early,20,2,V,0.6628437042236328,64,0.6628437042236328
early,mid_early,20,3,K,0.8310443162918091,64,0.8310443162918091
early,mid_early,20,3,V,0.7016427516937256,64,0.7016427516937256
early,mid_early,20,4,K,0.8468145132064819,64,0.8468145132064819
early,mid_early,20,4,V,0.6692730784416199,64,0.6692730784416199
early,mid_early,20,5,K,0.8593544960021973,64,0.8593544960021973
early,mid_early,20,5,V,0.6536526679992676,64,0.6536526679992676
early,mid_early,20,6,K,0.7759131193161011,64,0.7759131193161011
early,mid_early,20,6,V,0.7475316524505615,64,0.7475316524505615
early,mid_early,20,7,K,0.8820388317108154,64,0.8820388317108154
early,mid_early,20,7,V,0.6771806478500366,64,0.6771806478500366
early,mid_early,21,0,K,0.8775579929351807,64,0.8775579929351807
early,mid_early,21,0,V,0.7050080299377441,64,0.7050080299377441
early,mid_early,21,1,K,0.915812611579895,64,0.915812611579895
early,mid_early,21,1,V,0.7312201857566833,64,0.7312201857566833
early,mid_early,21,2,K,0.8834335803985596,64,0.8834335803985596
early,mid_early,21,2,V,0.6934340000152588,64,0.6934340000152588
early,mid_early,21,3,K,0.8548067808151245,64,0.8548067808151245
early,mid_early,21,3,V,0.6797593235969543,64,0.6797593235969543
early,mid_early,21,4,K,0.848125696182251,64,0.848125696182251
early,mid_early,21,4,V,0.6959747076034546,64,0.6959747076034546
early,mid_early,21,5,K,0.8189786672592163,64,0.8189786672592163
early,mid_early,21,5,V,0.7132694721221924,64,0.7132694721221924
early,mid_early,21,6,K,0.8488788604736328,64,0.8488788604736328
early,mid_early,21,6,V,0.7136988639831543,64,0.7136988639831543
early,mid_early,21,7,K,0.852307140827179,64,0.852307140827179
early,mid_early,21,7,V,0.6394200325012207,64,0.6394200325012207
early,mid_early,22,0,K,0.803500771522522,64,0.803500771522522
early,mid_early,22,0,V,0.7016152143478394,64,0.7016152143478394
early,mid_early,22,1,K,0.8026471734046936,64,0.8026471734046936
early,mid_early,22,1,V,0.6973366141319275,64,0.6973366141319275
early,mid_early,22,2,K,0.8129913806915283,64,0.8129913806915283
early,mid_early,22,2,V,0.6962347030639648,64,0.6962347030639648
early,mid_early,22,3,K,0.9023774266242981,64,0.9023774266242981
early,mid_early,22,3,V,0.7464580535888672,64,0.7464580535888672
early,mid_early,22,4,K,0.8329136371612549,64,0.8329136371612549
early,mid_early,22,4,V,0.6969386339187622,64,0.6969386339187622
early,mid_early,22,5,K,0.8274283409118652,64,0.8274283409118652
early,mid_early,22,5,V,0.6867715120315552,64,0.6867715120315552
early,mid_early,22,6,K,0.8658076524734497,64,0.8658076524734497
early,mid_early,22,6,V,0.6679395437240601,64,0.6679395437240601
early,mid_early,22,7,K,0.8613935112953186,64,0.8613935112953186
early,mid_early,22,7,V,0.7472485303878784,64,0.7472485303878784
early,mid_early,23,0,K,0.8296516537666321,64,0.8296516537666321
early,mid_early,23,0,V,0.6776901483535767,64,0.6776901483535767
early,mid_early,23,1,K,0.8289917707443237,64,0.8289917707443237
early,mid_early,23,1,V,0.6738612651824951,64,0.6738612651824951
early,mid_early,23,2,K,0.8943006992340088,64,0.8943006992340088
early,mid_early,23,2,V,0.7256947755813599,64,0.7256947755813599
early,mid_early,23,3,K,0.793002724647522,64,0.793002724647522
early,mid_early,23,3,V,0.6727035641670227,64,0.6727035641670227
early,mid_early,23,4,K,0.8176366090774536,64,0.8176366090774536
early,mid_early,23,4,V,0.6979821920394897,64,0.6979821920394897
early,mid_early,23,5,K,0.7931039333343506,64,0.7931039333343506
early,mid_early,23,5,V,0.6704603433609009,64,0.6704603433609009
early,mid_early,23,6,K,0.8989835977554321,64,0.8989835977554321
early,mid_early,23,6,V,0.7078583240509033,64,0.7078583240509033
early,mid_early,23,7,K,0.8311009407043457,64,0.8311009407043457
early,mid_early,23,7,V,0.6756035685539246,64,0.6756035685539246
early,mid_early,24,0,K,0.8684588670730591,64,0.8684588670730591
early,mid_early,24,0,V,0.6893695592880249,64,0.6893695592880249
early,mid_early,24,1,K,0.8427160382270813,64,0.8427160382270813
early,mid_early,24,1,V,0.7013583183288574,64,0.7013583183288574
early,mid_early,24,2,K,0.8677545189857483,64,0.8677545189857483
early,mid_early,24,2,V,0.7046573162078857,64,0.7046573162078857
early,mid_early,24,3,K,0.8827443718910217,64,0.8827443718910217
early,mid_early,24,3,V,0.666753888130188,64,0.666753888130188
early,mid_early,24,4,K,0.8539602756500244,64,0.8539602756500244
early,mid_early,24,4,V,0.6814433932304382,64,0.6814433932304382
early,mid_early,24,5,K,0.8574216365814209,64,0.8574216365814209
early,mid_early,24,5,V,0.6194578409194946,64,0.6194578409194946
early,mid_early,24,6,K,0.8121849298477173,64,0.8121849298477173
early,mid_early,24,6,V,0.7033448815345764,64,0.7033448815345764
early,mid_early,24,7,K,0.8213040232658386,64,0.8213040232658386
early,mid_early,24,7,V,0.6884714365005493,64,0.6884714365005493
early,mid_early,25,0,K,0.841342568397522,64,0.841342568397522
early,mid_early,25,0,V,0.663965106010437,64,0.663965106010437
early,mid_early,25,1,K,0.8290637731552124,64,0.8290637731552124
early,mid_early,25,1,V,0.6836413741111755,64,0.6836413741111755
early,mid_early,25,2,K,0.7905744314193726,64,0.7905744314193726
early,mid_early,25,2,V,0.6883151531219482,64,0.6883151531219482
early,mid_early,25,3,K,0.8165181279182434,64,0.8165181279182434
early,mid_early,25,3,V,0.6626417636871338,64,0.6626417636871338
early,mid_early,25,4,K,0.8028630614280701,64,0.8028630614280701
early,mid_early,25,4,V,0.6770263910293579,64,0.6770263910293579
early,mid_early,25,5,K,0.834498405456543,64,0.834498405456543
early,mid_early,25,5,V,0.6843013763427734,64,0.6843013763427734
early,mid_early,25,6,K,0.8215320110321045,64,0.8215320110321045
early,mid_early,25,6,V,0.6470025777816772,64,0.6470025777816772
early,mid_early,25,7,K,0.848914623260498,64,0.848914623260498
early,mid_early,25,7,V,0.7169449925422668,64,0.7169449925422668
early,mid_early,26,0,K,0.809177041053772,64,0.809177041053772
early,mid_early,26,0,V,0.6845716238021851,64,0.6845716238021851
early,mid_early,26,1,K,0.7694168090820312,64,0.7694168090820312
early,mid_early,26,1,V,0.7004780769348145,64,0.7004780769348145
early,mid_early,26,2,K,0.8281283974647522,64,0.8281283974647522
early,mid_early,26,2,V,0.6500375270843506,64,0.6500375270843506
early,mid_early,26,3,K,0.8672870397567749,64,0.8672870397567749
early,mid_early,26,3,V,0.6837937831878662,64,0.6837937831878662
early,mid_early,26,4,K,0.8655220866203308,64,0.8655220866203308
early,mid_early,26,4,V,0.6882567405700684,64,0.6882567405700684
early,mid_early,26,5,K,0.8137696385383606,64,0.8137696385383606
early,mid_early,26,5,V,0.6987141370773315,64,0.6987141370773315
early,mid_early,26,6,K,0.8399858474731445,64,0.8399858474731445
early,mid_early,26,6,V,0.7230262756347656,64,0.7230262756347656
early,mid_early,26,7,K,0.8883424997329712,64,0.8883424997329712
early,mid_early,26,7,V,0.6935650110244751,64,0.6935650110244751
early,mid_early,27,0,K,0.846525251865387,64,0.846525251865387
early,mid_early,27,0,V,0.746330738067627,64,0.746330738067627
early,mid_early,27,1,K,0.7889373302459717,64,0.7889373302459717
early,mid_early,27,1,V,0.6997573375701904,64,0.6997573375701904
early,mid_early,27,2,K,0.7968562841415405,64,0.7968562841415405
early,mid_early,27,2,V,0.6666207909584045,64,0.6666207909584045
early,mid_early,27,3,K,0.7880456447601318,64,0.7880456447601318
early,mid_early,27,3,V,0.6438308954238892,64,0.6438308954238892
early,mid_early,27,4,K,0.8585663437843323,64,0.8585663437843323
early,mid_early,27,4,V,0.6284306049346924,64,0.6284306049346924
early,mid_early,27,5,K,0.8001419305801392,64,0.8001419305801392
early,mid_early,27,5,V,0.6883013248443604,64,0.6883013248443604
early,mid_early,27,6,K,0.8840218186378479,64,0.8840218186378479
early,mid_early,27,6,V,0.7240962982177734,64,0.7240962982177734
early,mid_early,27,7,K,0.8310701847076416,64,0.8310701847076416
early,mid_early,27,7,V,0.7670365571975708,64,0.7670365571975708
early,mid_early,28,0,K,0.8406124114990234,64,0.8406124114990234
early,mid_early,28,0,V,0.6599352359771729,64,0.6599352359771729
early,mid_early,28,1,K,0.8232561945915222,64,0.8232561945915222
early,mid_early,28,1,V,0.6502982378005981,64,0.6502982378005981
early,mid_early,28,2,K,0.8414115905761719,64,0.8414115905761719
early,mid_early,28,2,V,0.7415605187416077,64,0.7415605187416077
early,mid_early,28,3,K,0.8783479332923889,64,0.8783479332923889
early,mid_early,28,3,V,0.7440553903579712,64,0.7440553903579712
early,mid_early,28,4,K,0.8886301517486572,64,0.8886301517486572
early,mid_early,28,4,V,0.6968421936035156,64,0.6968421936035156
early,mid_early,28,5,K,0.8100367784500122,64,0.8100367784500122
early,mid_early,28,5,V,0.6694519519805908,64,0.6694519519805908
early,mid_early,28,6,K,0.9154015779495239,64,0.9154015779495239
early,mid_early,28,6,V,0.7494199275970459,64,0.7494199275970459
early,mid_early,28,7,K,0.8291783928871155,64,0.8291783928871155
early,mid_early,28,7,V,0.6441637277603149,64,0.6441637277603149
early,mid_early,29,0,K,0.8366389274597168,64,0.8366389274597168
early,mid_early,29,0,V,0.6672341823577881,64,0.6672341823577881
early,mid_early,29,1,K,0.7823376059532166,64,0.7823376059532166
early,mid_early,29,1,V,0.7266536951065063,64,0.7266536951065063
early,mid_early,29,2,K,0.8215054273605347,64,0.8215054273605347
early,mid_early,29,2,V,0.6313844919204712,64,0.6313844919204712
early,mid_early,29,3,K,0.8021628856658936,64,0.8021628856658936
early,mid_early,29,3,V,0.7097513675689697,64,0.7097513675689697
early,mid_early,29,4,K,0.9157700538635254,64,0.9157700538635254
early,mid_early,29,4,V,0.7203553318977356,64,0.7203553318977356
early,mid_early,29,5,K,0.7617073655128479,64,0.7617073655128479
early,mid_early,29,5,V,0.6978243589401245,64,0.6978243589401245
early,mid_early,29,6,K,0.8266431093215942,64,0.8266431093215942
early,mid_early,29,6,V,0.6310335397720337,64,0.6310335397720337
early,mid_early,29,7,K,0.7162797451019287,64,0.7162797451019287
early,mid_early,29,7,V,0.692338228225708,64,0.692338228225708
early,mid_early,30,0,K,0.8022270202636719,64,0.8022270202636719
early,mid_early,30,0,V,0.6416329145431519,64,0.6416329145431519
early,mid_early,30,1,K,0.8073340654373169,64,0.8073340654373169
early,mid_early,30,1,V,0.637173056602478,64,0.637173056602478
early,mid_early,30,2,K,0.9123618006706238,64,0.9123618006706238
early,mid_early,30,2,V,0.7070266604423523,64,0.7070266604423523
early,mid_early,30,3,K,0.7490358352661133,64,0.7490358352661133
early,mid_early,30,3,V,0.678409218788147,64,0.678409218788147
early,mid_early,30,4,K,0.7773648500442505,64,0.7773648500442505
early,mid_early,30,4,V,0.70064377784729,64,0.70064377784729
early,mid_early,30,5,K,0.8595302104949951,64,0.8595302104949951
early,mid_early,30,5,V,0.648958683013916,64,0.648958683013916
early,mid_early,30,6,K,0.76593416929245,64,0.76593416929245
early,mid_early,30,6,V,0.6985684633255005,64,0.6985684633255005
early,mid_early,30,7,K,0.7680803537368774,64,0.7680803537368774
early,mid_early,30,7,V,0.6158566474914551,64,0.6158566474914551
early,mid_early,31,0,K,0.7807900905609131,64,0.7807900905609131
early,mid_early,31,0,V,0.680655300617218,64,0.680655300617218
early,mid_early,31,1,K,0.8984088897705078,64,0.8984088897705078
early,mid_early,31,1,V,0.7479276657104492,64,0.7479276657104492
early,mid_early,31,2,K,0.8748717308044434,64,0.8748717308044434
early,mid_early,31,2,V,0.699498176574707,64,0.699498176574707
early,mid_early,31,3,K,0.7923747897148132,64,0.7923747897148132
early,mid_early,31,3,V,0.6774047613143921,64,0.6774047613143921
early,mid_early,31,4,K,0.9117887616157532,64,0.9117887616157532
early,mid_early,31,4,V,0.7634408473968506,64,0.7634408473968506
early,mid_early,31,5,K,0.7970707416534424,64,0.7970707416534424
early,mid_early,31,5,V,0.6636053919792175,64,0.6636053919792175
early,mid_early,31,6,K,0.7575897574424744,64,0.7575897574424744
early,mid_early,31,6,V,0.732564389705658,64,0.732564389705658
early,mid_early,31,7,K,0.7844235897064209,64,0.7844235897064209
early,mid_early,31,7,V,0.642014741897583,64,0.642014741897583
early,mid_early,32,0,K,0.7701821327209473,64,0.7701821327209473
early,mid_early,32,0,V,0.6737970113754272,64,0.6737970113754272
early,mid_early,32,1,K,0.790867805480957,64,0.790867805480957
early,mid_early,32,1,V,0.6312163472175598,64,0.6312163472175598
early,mid_early,32,2,K,0.8563323616981506,64,0.8563323616981506
early,mid_early,32,2,V,0.6677494049072266,64,0.6677494049072266
early,mid_early,32,3,K,0.8560284972190857,64,0.8560284972190857
early,mid_early,32,3,V,0.6993913650512695,64,0.6993913650512695
early,mid_early,32,4,K,0.742377519607544,64,0.742377519607544
early,mid_early,32,4,V,0.723848283290863,64,0.723848283290863
early,mid_early,32,5,K,0.8601674437522888,64,0.8601674437522888
early,mid_early,32,5,V,0.6713464856147766,64,0.6713464856147766
early,mid_early,32,6,K,0.7536552548408508,64,0.7536552548408508
early,mid_early,32,6,V,0.7186503410339355,64,0.7186503410339355
early,mid_early,32,7,K,0.7952703237533569,64,0.7952703237533569
early,mid_early,32,7,V,0.7612404823303223,64,0.7612404823303223
early,mid_early,33,0,K,0.8820529580116272,64,0.8820529580116272
early,mid_early,33,0,V,0.7079144716262817,64,0.7079144716262817
early,mid_early,33,1,K,0.907630205154419,64,0.907630205154419
early,mid_early,33,1,V,0.681688666343689,64,0.681688666343689
early,mid_early,33,2,K,0.8427533507347107,64,0.8427533507347107
early,mid_early,33,2,V,0.7268399000167847,64,0.7268399000167847
early,mid_early,33,3,K,0.7642658948898315,64,0.7642658948898315
early,mid_early,33,3,V,0.6843712329864502,64,0.6843712329864502
early,mid_early,33,4,K,0.788569450378418,64,0.788569450378418
early,mid_early,33,4,V,0.6448750495910645,64,0.6448750495910645
early,mid_early,33,5,K,0.8882315158843994,64,0.8882315158843994
early,mid_early,33,5,V,0.7017078399658203,64,0.7017078399658203
early,mid_early,33,6,K,0.8551913499832153,64,0.8551913499832153
early,mid_early,33,6,V,0.780241847038269,64,0.780241847038269
early,mid_early,33,7,K,0.7967599034309387,64,0.7967599034309387
early,mid_early,33,7,V,0.6814132928848267,64,0.6814132928848267
early,mid_early,34,0,K,0.7581022381782532,64,0.7581022381782532
early,mid_early,34,0,V,0.6768511533737183,64,0.6768511533737183
early,mid_early,34,1,K,0.8965942859649658,64,0.8965942859649658
early,mid_early,34,1,V,0.6665533781051636,64,0.6665533781051636
early,mid_early,34,2,K,0.8905168771743774,64,0.8905168771743774
early,mid_early,34,2,V,0.6989210844039917,64,0.6989210844039917
early,mid_early,34,3,K,0.8624774217605591,64,0.8624774217605591
early,mid_early,34,3,V,0.6969900131225586,64,0.6969900131225586
early,mid_early,34,4,K,0.7917953729629517,64,0.7917953729629517
early,mid_early,34,4,V,0.7286345958709717,64,0.7286345958709717
early,mid_early,34,5,K,0.8347843885421753,64,0.8347843885421753
early,mid_early,34,5,V,0.6270804405212402,64,0.6270804405212402
early,mid_early,34,6,K,0.8591305017471313,64,0.8591305017471313
early,mid_early,34,6,V,0.7302355170249939,64,0.7302355170249939
early,mid_early,34,7,K,0.8929065465927124,64,0.8929065465927124
early,mid_early,34,7,V,0.7330102920532227,64,0.7330102920532227
early,mid_early,35,0,K,0.8924814462661743,64,0.8924814462661743
early,mid_early,35,0,V,0.6961644291877747,64,0.6961644291877747
early,mid_early,35,1,K,0.9009628295898438,64,0.9009628295898438
early,mid_early,35,1,V,0.6766995191574097,64,0.6766995191574097
early,mid_early,35,2,K,0.8942436575889587,64,0.8942436575889587
early,mid_early,35,2,V,0.6781022548675537,64,0.6781022548675537
early,mid_early,35,3,K,0.8978663086891174,64,0.8978663086891174
early,mid_early,35,3,V,0.6986035108566284,64,0.6986035108566284
early,mid_early,35,4,K,0.8623349666595459,64,0.8623349666595459
early,mid_early,35,4,V,0.7616766691207886,64,0.7616766691207886
early,mid_early,35,5,K,0.7714599370956421,64,0.7714599370956421
early,mid_early,35,5,V,0.7056325674057007,64,0.7056325674057007
early,mid_early,35,6,K,0.9036310911178589,64,0.9036310911178589
early,mid_early,35,6,V,0.6666760444641113,64,0.6666760444641113
early,mid_early,35,7,K,0.809140682220459,64,0.809140682220459
early,mid_early,35,7,V,0.7022193074226379,64,0.7022193074226379
early,mid_early,36,0,K,0.7624357342720032,64,0.7624357342720032
early,mid_early,36,0,V,0.6229680776596069,64,0.6229680776596069
early,mid_early,36,1,K,0.7235982418060303,64,0.7235982418060303
early,mid_early,36,1,V,0.6425638198852539,64,0.6425638198852539
early,mid_early,36,2,K,0.7654655575752258,64,0.7654655575752258
early,mid_early,36,2,V,0.6605181694030762,64,0.6605181694030762
early,mid_early,36,3,K,0.8026446104049683,64,0.8026446104049683
early,mid_early,36,3,V,0.6769464612007141,64,0.6769464612007141
early,mid_early,36,4,K,0.7761458158493042,64,0.7761458158493042
early,mid_early,36,4,V,0.6313375234603882,64,0.6313375234603882
early,mid_early,36,5,K,0.9158788323402405,64,0.9158788323402405
early,mid_early,36,5,V,0.6898846626281738,64,0.6898846626281738
early,mid_early,36,6,K,0.7887893915176392,64,0.7887893915176392
early,mid_early,36,6,V,0.7146630883216858,64,0.7146630883216858
early,mid_early,36,7,K,0.8466867208480835,64,0.8466867208480835
early,mid_early,36,7,V,0.6594393253326416,64,0.6594393253326416
early,mid_early,37,0,K,0.85550856590271,64,0.85550856590271
early,mid_early,37,0,V,0.6761465072631836,64,0.6761465072631836
early,mid_early,37,1,K,0.7644768953323364,64,0.7644768953323364
early,mid_early,37,1,V,0.6651343703269958,64,0.6651343703269958
early,mid_early,37,2,K,0.7847540974617004,64,0.7847540974617004
early,mid_early,37,2,V,0.6965291500091553,64,0.6965291500091553
early,mid_early,37,3,K,0.8948927521705627,64,0.8948927521705627
early,mid_early,37,3,V,0.6590440273284912,64,0.6590440273284912
early,mid_early,37,4,K,0.750576913356781,64,0.750576913356781
early,mid_early,37,4,V,0.6908314228057861,64,0.6908314228057861
early,mid_early,37,5,K,0.871519923210144,64,0.871519923210144
early,mid_early,37,5,V,0.6873109340667725,64,0.6873109340667725
early,mid_early,37,6,K,0.7460484504699707,64,0.7460484504699707
early,mid_early,37,6,V,0.6742551326751709,64,0.6742551326751709
early,mid_early,37,7,K,0.7041610479354858,64,0.7041610479354858
early,mid_early,37,7,V,0.7053117752075195,64,0.7053117752075195
early,mid_early,38,0,K,0.7431284189224243,64,0.7431284189224243
early,mid_early,38,0,V,0.6478908061981201,64,0.6478908061981201
early,mid_early,38,1,K,0.8267877101898193,64,0.8267877101898193
early,mid_early,38,1,V,0.6591929197311401,64,0.6591929197311401
early,mid_early,38,2,K,0.8071879148483276,64,0.8071879148483276
early,mid_early,38,2,V,0.6488779783248901,64,0.6488779783248901
early,mid_early,38,3,K,0.8210725784301758,64,0.8210725784301758
early,mid_early,38,3,V,0.6294211149215698,64,0.6294211149215698
early,mid_early,38,4,K,0.8415811061859131,64,0.8415811061859131
early,mid_early,38,4,V,0.6347038745880127,64,0.6347038745880127
early,mid_early,38,5,K,0.8202283978462219,64,0.8202283978462219
early,mid_early,38,5,V,0.6452040672302246,64,0.6452040672302246
early,mid_early,38,6,K,0.825028121471405,64,0.825028121471405
early,mid_early,38,6,V,0.7218503952026367,64,0.7218503952026367
early,mid_early,38,7,K,0.9096760749816895,64,0.9096760749816895
early,mid_early,38,7,V,0.6609430313110352,64,0.6609430313110352
early,mid_early,39,0,K,0.7652226090431213,64,0.7652226090431213
early,mid_early,39,0,V,0.61579430103302,64,0.61579430103302
early,mid_early,39,1,K,0.7849832773208618,64,0.7849832773208618
early,mid_early,39,1,V,0.6301498413085938,64,0.6301498413085938
early,mid_early,39,2,K,0.8233636021614075,64,0.8233636021614075
early,mid_early,39,2,V,0.6528733968734741,64,0.6528733968734741
early,mid_early,39,3,K,0.8457068204879761,64,0.8457068204879761
early,mid_early,39,3,V,0.7186325192451477,64,0.7186325192451477
early,mid_early,39,4,K,0.7875499725341797,64,0.7875499725341797
early,mid_early,39,4,V,0.6207163333892822,64,0.6207163333892822
early,mid_early,39,5,K,0.7095851898193359,64,0.7095851898193359
early,mid_early,39,5,V,0.6690386533737183,64,0.6690386533737183
early,mid_early,39,6,K,0.7569091320037842,64,0.7569091320037842
early,mid_early,39,6,V,0.654913067817688,64,0.654913067817688
early,mid_early,39,7,K,0.8011437654495239,64,0.8011437654495239
early,mid_early,39,7,V,0.727311372756958,64,0.727311372756958
early,mid_late,0,0,K,0.6597574353218079,64,0.6597574353218079
early,mid_late,0,0,V,0.691508412361145,64,0.691508412361145
early,mid_late,0,1,K,0.8376868963241577,64,0.8376868963241577
early,mid_late,0,1,V,0.7287811636924744,64,0.7287811636924744
early,mid_late,0,2,K,0.6666120886802673,64,0.6666120886802673
early,mid_late,0,2,V,0.7359554767608643,64,0.7359554767608643
early,mid_late,0,3,K,0.743721604347229,64,0.743721604347229
early,mid_late,0,3,V,0.8185797929763794,64,0.8185797929763794
early,mid_late,0,4,K,0.8598290681838989,64,0.8598290681838989
early,mid_late,0,4,V,0.7114076018333435,64,0.7114076018333435
early,mid_late,0,5,K,0.7609453201293945,64,0.7609453201293945
early,mid_late,0,5,V,0.7532093524932861,64,0.7532093524932861
early,mid_late,0,6,K,0.7165253162384033,64,0.7165253162384033
early,mid_late,0,6,V,0.6936352252960205,64,0.6936352252960205
early,mid_late,0,7,K,0.6594738960266113,64,0.6594738960266113
early,mid_late,0,7,V,0.6746749877929688,64,0.6746749877929688
early,mid_late,1,0,K,0.8548393249511719,64,0.8548393249511719
early,mid_late,1,0,V,0.7409247756004333,64,0.7409247756004333
early,mid_late,1,1,K,0.8832106590270996,64,0.8832106590270996
early,mid_late,1,1,V,0.8488886952400208,64,0.8488886952400208
early,mid_late,1,2,K,0.869964063167572,64,0.869964063167572
early,mid_late,1,2,V,0.7978745698928833,64,0.7978745698928833
early,mid_late,1,3,K,0.8906505107879639,64,0.8906505107879639
early,mid_late,1,3,V,0.8575524091720581,64,0.8575524091720581
early,mid_late,1,4,K,0.8836994171142578,64,0.8836994171142578
early,mid_late,1,4,V,0.8165507316589355,64,0.8165507316589355
early,mid_late,1,5,K,0.8628441691398621,64,0.8628441691398621
early,mid_late,1,5,V,0.8074989318847656,64,0.8074989318847656
early,mid_late,1,6,K,0.8643529415130615,64,0.8643529415130615
early,mid_late,1,6,V,0.7953866720199585,64,0.7953866720199585
early,mid_late,1,7,K,0.9377926588058472,64,0.9377926588058472
early,mid_late,1,7,V,0.8906843662261963,64,0.8906843662261963
early,mid_late,2,0,K,0.8660939931869507,64,0.8660939931869507
early,mid_late,2,0,V,0.8321028351783752,64,0.8321028351783752
early,mid_late,2,1,K,0.8613852262496948,64,0.8613852262496948
early,mid_late,2,1,V,0.8059642314910889,64,0.8059642314910889
early,mid_late,2,2,K,0.846065104007721,64,0.846065104007721
early,mid_late,2,2,V,0.7624397873878479,64,0.7624397873878479
early,mid_late,2,3,K,0.8026002645492554,64,0.8026002645492554
early,mid_late,2,3,V,0.7512811422348022,64,0.7512811422348022
early,mid_late,2,4,K,0.7917008996009827,64,0.7917008996009827
early,mid_late,2,4,V,0.7721267938613892,64,0.7721267938613892
early,mid_late,2,5,K,0.7942304015159607,64,0.7942304015159607
early,mid_late,2,5,V,0.7597723007202148,64,0.7597723007202148
early,mid_late,2,6,K,0.8203017711639404,64,0.8203017711639404
early,mid_late,2,6,V,0.7798512578010559,64,0.7798512578010559
early,mid_late,2,7,K,0.8929362297058105,64,0.8929362297058105
early,mid_late,2,7,V,0.7928639650344849,64,0.7928639650344849
early,mid_late,3,0,K,0.8886014223098755,64,0.8886014223098755
early,mid_late,3,0,V,0.8001307845115662,64,0.8001307845115662
early,mid_late,3,1,K,0.7832605838775635,64,0.7832605838775635
early,mid_late,3,1,V,0.7056899666786194,64,0.7056899666786194
