n,T_h,rho,hamming_mean,hamming_std
8,0.03,0.0004,0.6125,0.023199018178458417
8,0.03,0.0005333333333333334,0.61875,0.02420614591379634
8,0.03,0.0006666666666666668,0.6041666666666666,0.04061164310337066
8,0.03,0.0008,0.6145833333333334,0.042029668753816675
8,0.03,0.0009333333333333333,0.5979166666666667,0.05492260969360027
8,0.03,0.0010666666666666667,0.6083333333333334,0.03435921354681382
8,0.03,0.0012000000000000001,0.6020833333333333,0.04521361336293895
8,0.03,0.0013333333333333335,0.6000000000000001,0.023570226039551587
8,0.03,0.0014666666666666667,0.5895833333333333,0.029973947020704484
8,0.03,0.0016,0.6041666666666667,0.049826086429589134
8,0.03,0.0017333333333333335,0.6145833333333334,0.05492260969360027
8,0.03,0.0018666666666666666,0.61875,0.017554478694117394
8,0.03,0.002,0.60625,0.04559597630883184
8,0.1,0.0,0.6062500000000001,0.04854658415721266
8,0.1,0.00013333333333333334,0.5874999999999999,0.029755951785595196
8,0.1,0.0002666666666666667,0.5895833333333333,0.04325112394172226
8,0.1,0.0004,0.5979166666666667,0.029389033290970583
8,0.1,0.0005333333333333334,0.6020833333333333,0.03378598904213928
8,0.1,0.0006666666666666668,0.6083333333333334,0.025
8,0.1,0.0008,0.6000000000000001,0.04564354645876383
8,0.1,0.0009333333333333333,0.5854166666666667,0.03054766312211495
8,0.1,0.0010666666666666667,0.5854166666666667,0.029389033290970576
8,0.1,0.0012000000000000001,0.5895833333333333,0.03720952312394114
8,0.1,0.0013333333333333335,0.6104166666666666,0.03326816546389857
8,0.1,0.0014666666666666667,0.59375,0.024913043214794563
8,0.1,0.0016,0.60625,0.03529390488770293
8,0.1,0.0017333333333333335,0.5854166666666667,0.043650680916160325
8,0.1,0.0018666666666666666,0.5833333333333333,0.03227486121839512
8,0.1,0.002,0.5708333333333333,0.028565227501671023
