layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
20,5,full_dim,128,2,256,2bit,0.588817604515006,0.6030353985559471,0.26317818152496686,0.5572019258964439,0.5087890625
20,5,oracle,64,8,512,4bit,0.03337659489794752,0.1449167657110034,0.011101662743084089,0.11778832928515807,0.8955078125
20,5,transfer,64,8,512,4bit,0.07982199691414844,0.22424867332434373,0.031062889914782604,0.19111793540652694,0.818359375
20,5,full_dim,128,4,512,4bit,0.022371669224159212,0.1184356547909966,0.009492075357423635,0.1075945162318092,0.8916015625
20,6,oracle,64,4,256,2bit,0.117663845429018,0.2689210900849134,0.008913226214106961,0.05281993511191861,0.9970703125
20,6,transfer,64,4,256,2bit,0.2663545778903067,0.41423469411159386,0.011209017363500232,0.049397811531898525,1.0
20,6,full_dim,128,2,256,2bit,0.9805352719435794,0.7785958039003144,0.05097290561282947,0.09546383531983248,0.9951171875
20,6,oracle,64,8,512,4bit,0.062036790833973024,0.1897906629115408,0.0040415979656029406,0.03382336704178039,1.0
20,6,transfer,64,8,512,4bit,0.20612630170151866,0.36687473904928647,0.007654846622814094,0.041043706821440915,1.0
20,6,full_dim,128,4,512,4bit,0.039595652628669376,0.15848231831602494,0.004897666916729021,0.047943522790344514,0.998046875
20,7,oracle,64,4,256,2bit,0.04861938805335493,0.17492186512551622,0.021153549997348402,0.1618687053670665,0.806640625
20,7,transfer,64,4,256,2bit,0.13235011461232338,0.29598780640762695,0.038174008409231304,0.21714983113366132,0.7685546875
20,7,full_dim,128,2,256,2bit,0.468740093819915,0.5431626305051114,0.21096958848336206,0.5014818162735823,0.5322265625
20,7,oracle,64,8,512,4bit,0.017462332890796295,0.10286525590619974,0.006472777652965703,0.08885532488920041,0.8984375
20,7,transfer,64,8,512,4bit,0.0994582485561347,0.26195504360236155,0.023208353355084647,0.16560127592801993,0.830078125
20,7,full_dim,128,4,512,4bit,0.018977024302762144,0.10927035505919541,0.008868560235700726,0.10492478685182968,0.892578125
21,0,oracle,64,4,256,2bit,0.039866261435483004,0.15797406570485178,0.017599013592990383,0.14809377372934504,0.853515625
21,0,transfer,64,4,256,2bit,0.06530407056406615,0.20097544827679154,0.02675973064549605,0.18131505234519957,0.7919921875
21,0,full_dim,128,2,256,2bit,0.444757116568229,0.528497529702703,0.20313469934406858,0.49059871232749447,0.5185546875
21,0,oracle,64,8,512,4bit,0.010931054961259023,0.08023222557287538,0.004557112666107258,0.07490449102502655,0.92578125
21,0,transfer,64,8,512,4bit,0.034822682934619355,0.14520349407284686,0.014693409029356796,0.1318793664641717,0.8662109375
21,0,full_dim,128,4,512,4bit,0.017409930607566834,0.10453842235856323,0.00786331027971616,0.09884137773352784,0.8935546875
21,1,oracle,64,4,256,2bit,0.028110385826913116,0.13299761558957512,0.012328460754886722,0.12175668871523024,0.8681640625
21,1,transfer,64,4,256,2bit,0.04449545815273642,0.16855879435886795,0.015327381477063123,0.13636007164097547,0.875
21,1,full_dim,128,2,256,2bit,0.3468730930309961,0.4649146999580566,0.14213744779730336,0.407591205703872,0.60546875
21,1,oracle,64,8,512,4bit,0.005279830661528189,0.057448758365969015,0.0018338434040384285,0.04690408131870455,0.9521484375
21,1,transfer,64,8,512,4bit,0.020428277140049696,0.11914604271789504,0.004642199566244672,0.07479363766022687,0.93359375
21,1,full_dim,128,4,512,4bit,0.013582348107164539,0.0920039232126369,0.005779916569535507,0.08249039941494837,0.9140625
21,2,oracle,64,4,256,2bit,0.053113053576356525,0.1818030391999323,0.015092964279650444,0.12764671591962448,0.890625
21,2,transfer,64,4,256,2bit,0.090001113207095,0.23793803346822606,0.019024392527785334,0.13583371217127316,0.875
21,2,full_dim,128,2,256,2bit,0.57487247094539,0.5929944411310658,0.23144681082013124,0.48280163861511743,0.6513671875
21,2,oracle,64,8,512,4bit,0.009320239998463771,0.07563084025001043,0.002321938543600547,0.04857269373228207,0.9521484375
21,2,transfer,64,8,512,4bit,0.05001435046845836,0.17767678160128203,0.011246292589103278,0.10248178208092237,0.9072265625
21,2,full_dim,128,4,512,4bit,0.02471122740559078,0.12298526854324446,0.006314511423784284,0.08033748024467294,0.9169921875
21,3,oracle,64,4,256,2bit,0.04262531039487098,0.1635635465921127,0.018903888766704464,0.15126407567538785,0.83984375
21,3,transfer,64,4,256,2bit,0.07179827007807141,0.2127537722499319,0.030330864176042794,0.19075694708513316,0.8154296875
21,3,full_dim,128,2,256,2bit,0.5159756379837761,0.5705722930614232,0.21277414744869572,0.49816681639921134,0.5859375
21,3,oracle,64,8,512,4bit,0.008659627879493613,0.0719624690606436,0.004395551723145062,0.07254042765023869,0.9296875
21,3,transfer,64,8,512,4bit,0.04097096871070688,0.16139905785868647,0.016207558512674733,0.1352553720954932,0.876953125
21,3,full_dim,128,4,512,4bit,0.019674525742370535,0.11111122990687876,0.008470272818562621,0.10178353005384916,0.89453125
21,4,oracle,64,4,256,2bit,0.035237836121731966,0.14823310956979452,0.015165633176395323,0.13714679396283297,0.8330078125
21,4,transfer,64,4,256,2bit,0.07548741048966448,0.21857662896463742,0.033712631498896424,0.20199698327150803,0.7587890625
21,4,full_dim,128,2,256,2bit,0.31907252026024335,0.44775939586803265,0.14945895660660802,0.42416691857760147,0.546875
21,4,oracle,64,8,512,4bit,0.01410845412683346,0.09302092866896527,0.0063524108717353065,0.08888827439728214,0.8837890625
21,4,transfer,64,8,512,4bit,0.05774289949942058,0.1912467997165177,0.024397058346708803,0.1695383697631873,0.798828125
21,4,full_dim,128,4,512,4bit,0.01216076837932574,0.08717119154796162,0.005880364439118315,0.08528774734955664,0.87109375
21,5,oracle,64,4,256,2bit,0.01974029928282149,0.1112943319204876,0.008551434393634505,0.1020798127493871,0.9267578125
21,5,transfer,64,4,256,2bit,0.052048560709609545,0.1843933889285856,0.02034731056244443,0.15682155894009764,0.8447265625
21,5,full_dim,128,2,256,2bit,0.20666984927982104,0.3575797936906188,0.10641793677966602,0.36211621918919285,0.7265625
21,5,oracle,64,8,512,4bit,0.005724103725654091,0.05834010322550834,0.002798412097310802,0.05858620845803038,0.955078125
21,5,transfer,64,8,512,4bit,0.03831141762137895,0.1600523396135768,0.013489930682466077,0.12610215797947197,0.873046875
21,5,full_dim,128,4,512,4bit,0.007415516250211777,0.06785074870022734,0.0030429446145648154,0.0618142003799286,0.9423828125
21,6,oracle,64,4,256,2bit,0.04716846903362409,0.17112800748616075,0.01955254182928948,0.14966407703026835,0.8388671875
21,6,transfer,64,4,256,2bit,0.08330294376972303,0.23075453159471632,0.023840856125692415,0.1642945705524612,0.84375
21,6,full_dim,128,2,256,2bit,0.6345193202187503,0.6256854143534636,0.21706487720273474,0.496533937646411,0.5859375
21,6,oracle,64,8,512,4bit,0.00871771701315723,0.0718753067704053,0.0027926748320170535,0.05505651474504019,0.9453125
21,6,transfer,64,8,512,4bit,0.045121232942621076,0.17435018109345313,0.009306370291205025,0.10002361583299646,0.9111328125
21,6,full_dim,128,4,512,4bit,0.024845462247161942,0.12351896533810286,0.010404321927861497,0.11256818159050418,0.892578125
21,7,oracle,64,4,256,2bit,0.048892614988126186,0.17557323665724614,0.020104022876495806,0.15651230520129394,0.7939453125
21,7,transfer,64,4,256,2bit,0.07580051594634196,0.21801498938999497,0.032226156340371515,0.1962174744033429,0.78515625
21,7,full_dim,128,2,256,2bit,0.5841095427279923,0.6047734179857294,0.259994725856901,0.5493288986442924,0.494140625
21,7,oracle,64,8,512,4bit,0.007666318816922171,0.06886117145021106,0.0031643994812381115,0.06205795149334037,0.9267578125
21,7,transfer,64,8,512,4bit,0.034775279614596345,0.14585104703906476,0.013986368628130238,0.12719523197365878,0.86328125
21,7,full_dim,128,4,512,4bit,0.02334591552704212,0.12082428580387766,0.01051002117377088,0.1136817622925925,0.865234375
22,0,oracle,64,4,256,2bit,0.10313171406625674,0.25303695561652406,0.03071305830059073,0.17720789215126687,0.857421875
22,0,transfer,64,4,256,2bit,0.3159693708265259,0.45225834577987706,0.07768603723340317,0.2815899166630925,0.7666015625
22,0,full_dim,128,2,256,2bit,1.0694361042263858,0.8181825673534666,0.31477992652169273,0.533444615191875,0.5712890625
22,0,oracle,64,8,512,4bit,0.0272173830958952,0.12539009909112236,0.009448690538379401,0.10142433148984972,0.912109375
22,0,transfer,64,8,512,4bit,0.2513473601124537,0.41414892272224013,0.0540984616318839,0.22854552041410192,0.8251953125
22,0,full_dim,128,4,512,4bit,0.043144756750735085,0.16269757710488914,0.013074435665299134,0.11617614073552018,0.9052734375
22,1,oracle,64,4,256,2bit,0.08925955276678532,0.23448637765239555,0.036187371144031526,0.2114238955740239,0.7666015625
22,1,transfer,64,4,256,2bit,0.18649695404792774,0.3342837919116387,0.06501801015379668,0.27071611899771014,0.7197265625
22,1,full_dim,128,2,256,2bit,0.8003728225881145,0.7074213655430694,0.32051250144792776,0.5981427509840362,0.466796875
22,1,oracle,64,8,512,4bit,0.0418952788366627,0.1580330229453109,0.016732085180220617,0.14019861468664827,0.87109375
22,1,transfer,64,8,512,4bit,0.14230010363241147,0.28835300709178663,0.04837133626871105,0.22763966136354458,0.78515625
22,1,full_dim,128,4,512,4bit,0.03160850775797344,0.14042247877554892,0.013148065459201646,0.1265930280482659,0.849609375
22,2,oracle,64,4,256,2bit,0.07563087075269913,0.21836224504235724,0.03495623737553536,0.20843251198387988,0.771484375
22,2,transfer,64,4,256,2bit,0.2583654020324857,0.4115754663241986,0.06276423569575122,0.2753600282506242,0.716796875
22,2,full_dim,128,2,256,2bit,0.6391821874441272,0.6332218994417583,0.28859362702896163,0.5830827702758901,0.44921875
22,2,oracle,64,8,512,4bit,0.027100219128609007,0.12765946275006415,0.013109470034027813,0.1279476567333502,0.8359375
22,2,transfer,64,8,512,4bit,0.2156964878037091,0.3804484392873484,0.043020406953609515,0.22334876705621565,0.748046875
22,2,full_dim,128,4,512,4bit,0.026884674245022423,0.13111593575376645,0.011925232201289656,0.12358278404157108,0.8408203125
22,3,oracle,64,4,256,2bit,0.30961778899144765,0.34371321480518036,0.0155179395861965,0.11957407515280677,0.9189453125
22,3,transfer,64,4,256,2bit,0.379831113572454,0.3800128652828223,0.005088146662445472,0.05277659164060417,0.978515625
22,3,full_dim,128,2,256,2bit,11.18171040460938,2.1014695550380367,0.2445253247022191,0.46627821978019385,0.7392578125
22,3,oracle,64,8,512,4bit,0.010878044865689123,0.07907438760915167,0.00028913244443668266,0.012871781806450853,0.994140625
22,3,transfer,64,8,512,4bit,0.046615544458270555,0.16698930989616162,0.0011636792743404537,0.025206677721048273,0.990234375
22,3,full_dim,128,4,512,4bit,0.1675175239968696,0.2553824028458641,0.005782882104855776,0.06574304498082487,0.970703125
22,4,oracle,64,4,256,2bit,0.2240062662203671,0.28932785772304637,0.003918652350685798,0.05426486111601987,0.9580078125
22,4,transfer,64,4,256,2bit,0.22730141773738355,0.306339001071169,0.007090420222974653,0.07643320280315338,0.9228515625
22,4,full_dim,128,2,256,2bit,10.927359123917169,1.7569834187872522,0.05267883426535028,0.22140799000546385,0.8837890625
22,4,oracle,64,8,512,4bit,0.014386770632829084,0.09242617729031274,0.0009344190903854589,0.029980849250852433,0.9814453125
22,4,transfer,64,8,512,4bit,0.03791602607442983,0.14808935043150473,0.0012611272211472564,0.03363090096232196,0.97265625
22,4,full_dim,128,4,512,4bit,0.10185903402822523,0.19411029095904997,0.0021392108612772447,0.039000235976307904,0.978515625
22,5,oracle,64,4,256,2bit,0.03430142081867944,0.14643005722960328,0.016080852935380082,0.14152699968225127,0.8271484375
22,5,transfer,64,4,256,2bit,0.1714989335204679,0.3431712598495557,0.031099198671538517,0.1953464095691904,0.74609375
22,5,full_dim,128,2,256,2bit,0.33479679034174403,0.460008694668581,0.1565303791457428,0.43467212112906456,0.521484375
22,5,oracle,64,8,512,4bit,0.01189591221514192,0.08345810122317718,0.005372870534870118,0.07990092868466014,0.9033203125
22,5,transfer,64,8,512,4bit,0.1510605186884105,0.3263185553878862,0.022655383502134523,0.16419145689700487,0.7890625
22,5,full_dim,128,4,512,4bit,0.013112953075528691,0.09081481803768572,0.005558393726098105,0.08327190735391501,0.8857421875
22,6,oracle,64,4,256,2bit,0.04211993979843981,0.1623273361840724,0.019244947614768103,0.15358602026777746,0.810546875
22,6,transfer,64,4,256,2bit,0.07654058362047467,0.21989984239428317,0.03160532941322006,0.19718906099390054,0.779296875
22,6,full_dim,128,2,256,2bit,0.4461453674268617,0.5274855096121545,0.19716117852950216,0.48724890230641965,0.5107421875
22,6,oracle,64,8,512,4bit,0.009371936935234547,0.07576709834163615,0.004450829051311703,0.07317718829718826,0.9013671875
22,6,transfer,64,8,512,4bit,0.043956070920013135,0.16691572872859173,0.018090893049133864,0.14484348649698486,0.8369140625
22,6,full_dim,128,4,512,4bit,0.017893437187560778,0.10541692081969323,0.008391558361878876,0.10156091056903879,0.884765625
22,7,oracle,64,4,256,2bit,0.490782411151905,0.482397077020711,0.03416087081748366,0.12632901096893123,0.93359375
22,7,transfer,64,4,256,2bit,0.463508692853924,0.4730444478439266,0.005714649238512656,0.053533345890302314,0.9794921875
22,7,full_dim,128,2,256,2bit,8.742553604321161,2.019827260048119,0.33276981834018393,0.5706853700883806,0.6298828125
22,7,oracle,64,8,512,4bit,0.03658739622965261,0.1513892990628034,0.001572769878054651,0.03335663765876962,0.986328125
22,7,transfer,64,8,512,4bit,0.05621864052824267,0.1856150842072703,0.0009027679538400549,0.020837514866341115,0.9951171875
22,7,full_dim,128,4,512,4bit,0.21814263401548759,0.31502914425882544,0.005364772367099431,0.048955370905283666,0.9814453125
23,0,oracle,64,4,256,2bit,0.17061612201914983,0.3278237199098466,0.05137506365893172,0.23414372799223324,0.853515625
23,0,transfer,64,4,256,2bit,0.5285165876201717,0.5823434909303231,0.09360608153930275,0.31747305378679547,0.7998046875
23,0,full_dim,128,2,256,2bit,1.796769160165404,1.0669378751793417,0.5130850904644614,0.6820361698867223,0.58203125
23,0,oracle,64,8,512,4bit,0.04609977722307182,0.16611860708476803,0.015355988237637069,0.12820747466254329,0.91015625
23,0,transfer,64,8,512,4bit,0.41387137826559917,0.5190305461051988,0.05314282109255284,0.23643966086602197,0.845703125
23,0,full_dim,128,4,512,4bit,0.07051745333972584,0.2113152499474898,0.023637929519433762,0.159915283066909,0.9033203125
23,1,oracle,64,4,256,2bit,0.12797735803447297,0.28277654062678104,0.037827687142424474,0.20401348090920188,0.873046875
23,1,transfer,64,4,256,2bit,0.5612746039825882,0.6199819788376392,0.08511394374723644,0.30450694237302445,0.78125
23,1,full_dim,128,2,256,2bit,1.257838601464659,0.887800908319483,0.3662668864311828,0.6059691462021292,0.572265625
23,1,oracle,64,8,512,4bit,0.03663936887754379,0.14785161995981713,0.011357621501551977,0.10824820403084823,0.9267578125
23,1,transfer,64,8,512,4bit,0.48278582100697404,0.5864970248480996,0.0577639445910729,0.24395812066423225,0.8427734375
23,1,full_dim,128,4,512,4bit,0.05010589530977734,0.17573238906963431,0.01585076908962589,0.13037565975006782,0.9013671875
23,2,oracle,64,4,256,2bit,0.12234158439735364,0.27817318206118413,0.03688426506030251,0.19582252303649247,0.857421875
23,2,transfer,64,4,256,2bit,0.16802362985454639,0.32652765551632645,0.04861066474328145,0.22657167167252903,0.8212890625
23,2,full_dim,128,2,256,2bit,1.4479853246442955,0.9518510714670733,0.4466608388792093,0.6480116210334255,0.56640625
23,2,oracle,64,8,512,4bit,0.01736641564814604,0.10428209725594043,0.0034271304947430686,0.05833273961678663,0.9560546875
23,2,transfer,64,8,512,4bit,0.05886961677550379,0.20000011960565217,0.009088565662319765,0.09824300215702123,0.9169921875
23,2,full_dim,128,4,512,4bit,0.0572752192754241,0.18947427471753084,0.019381340578593174,0.1406091267161556,0.8818359375
23,3,oracle,64,4,256,2bit,0.05285279048379908,0.18199208553830945,0.022722366814205523,0.16619231777323426,0.8447265625
23,3,transfer,64,4,256,2bit,0.16051917206432742,0.31927339789333953,0.05193397561304251,0.24645901332962938,0.7294921875
23,3,full_dim,128,2,256,2bit,0.385907712063151,0.48712260999597934,0.13703028950312984,0.39307039086823226,0.697265625
23,3,oracle,64,8,512,4bit,0.026561945226148062,0.1278515704148293,0.011537964569155401,0.11510726773948611,0.8857421875
23,3,transfer,64,8,512,4bit,0.13559867728444558,0.29420351063335315,0.04523216399381019,0.22378781021233674,0.748046875
23,3,full_dim,128,4,512,4bit,0.016383281708050135,0.10116028507170509,0.007679326625440181,0.09732930974116637,0.8857421875
23,4,oracle,64,4,256,2bit,0.05390464588197527,0.18460564564963725,0.021146997137224077,0.1664972980862497,0.76953125
23,4,transfer,64,4,256,2bit,0.0882491444752921,0.23819800428944893,0.030260841942223483,0.19382697628966872,0.7705078125
23,4,full_dim,128,2,256,2bit,0.34440029657895277,0.46402408411774504,0.11997826784985152,0.3748543651498515,0.6484375
23,4,oracle,64,8,512,4bit,0.029916962974905592,0.13490477395092645,0.009165782841590853,0.10609709354858324,0.8466796875
23,4,transfer,64,8,512,4bit,0.06515905833456606,0.20678023022807177,0.018684807927485968,0.15060986362780313,0.8193359375
23,4,full_dim,128,4,512,4bit,0.014792276844381762,0.09620410001574023,0.007782784230399426,0.09461129977438651,0.861328125
23,5,oracle,64,4,256,2bit,0.08995628377726553,0.23600608413679566,0.04902314365067939,0.24042277159485054,0.791015625
23,5,transfer,64,4,256,2bit,0.17448812512210377,0.3267275779822483,0.0749188167553531,0.29277224532881624,0.779296875
23,5,full_dim,128,2,256,2bit,0.8429242542968302,0.7231524183058713,0.32677124219605347,0.5773956869322798,0.609375
23,5,oracle,64,8,512,4bit,0.03421790143485841,0.14071927442721843,0.022078436797752683,0.1599045673288395,0.8505859375
23,5,transfer,64,8,512,4bit,0.12443812045993514,0.273505856956212,0.05262980980906917,0.24288478232949245,0.8203125
23,5,full_dim,128,4,512,4bit,0.032623462738257204,0.14243825875328442,0.010507513941229719,0.10895744372994748,0.91015625
23,6,oracle,64,4,256,2bit,0.14352999535426147,0.29762739608502975,0.013589938403171319,0.09690446367307123,0.9345703125
23,6,transfer,64,4,256,2bit,0.2219808685580801,0.3748201383183628,0.024788677199714733,0.12580338363930066,0.9169921875
23,6,full_dim,128,2,256,2bit,1.8866939715627757,1.0725068268885254,0.254728134873507,0.41685214109742974,0.75390625
23,6,oracle,64,8,512,4bit,0.019597139616541255,0.10993464062501661,0.004694040156731119,0.06415751355190374,0.962890625
23,6,transfer,64,8,512,4bit,0.09167453492080495,0.24808595316756837,0.006818925159386977,0.061691063737127676,0.951171875
23,6,full_dim,128,4,512,4bit,0.07259199693655279,0.21076264506846415,0.011221156566135794,0.08794415362504757,0.943359375
23,7,oracle,64,4,256,2bit,0.09945873017572629,0.24978514844405528,0.030793279577088606,0.1882157857875314,0.8505859375
23,7,transfer,64,4,256,2bit,0.19953022862531614,0.3530629679576275,0.06591154589623976,0.26916935969660327,0.7724609375
23,7,full_dim,128,2,256,2bit,0.9870147164956621,0.7854982640588118,0.2905742898603662,0.5622224276696468,0.58984375
23,7,oracle,64,8,512,4bit,0.03258799309533581,0.14030703236687442,0.011487863484291504,0.1140868896116011,0.91015625
23,7,transfer,64,8,512,4bit,0.1349533410672737,0.289716075876983,0.037153106748114006,0.19748383134310699,0.8388671875
23,7,full_dim,128,4,512,4bit,0.03880603813912227,0.15577118988744001,0.01557597917180603,0.13013989993722191,0.892578125
24,0,oracle,64,4,256,2bit,0.361601230843879,0.4741038058542925,0.03935533401001088,0.15174115629295715,0.9140625
24,0,transfer,64,4,256,2bit,0.4518696476600135,0.529910258208834,0.07871077035740622,0.21123618461520283,0.875
24,0,full_dim,128,2,256,2bit,4.408444283099791,1.6547281147311335,0.5379431019099772,0.530003241922915,0.70703125
24,0,oracle,64,8,512,4bit,0.04662289655831364,0.1679448352003979,0.0036906859865022215,0.045374987640583994,0.978515625
24,0,transfer,64,8,512,4bit,0.14386561346538726,0.2983739681755802,0.018799006615273624,0.0961374135824209,0.94140625
24,0,full_dim,128,4,512,4bit,0.17113491638898237,0.3258684884639185,0.022669262944985183,0.11658145807879909,0.9306640625
24,1,oracle,64,4,256,2bit,0.04016736947681743,0.1588737220462535,0.015569730766892435,0.13960299264702172,0.8583984375
24,1,transfer,64,4,256,2bit,0.22244371347420236,0.3856112931306992,0.0354971284424518,0.20695454301739064,0.7978515625
24,1,full_dim,128,2,256,2bit,0.47535084759732077,0.5448875298409204,0.1782175974451785,0.47270074347593927,0.5439453125
24,1,oracle,64,8,512,4bit,0.012309030284440381,0.08660392934108802,0.0055947492041340165,0.0849159662201815,0.8974609375
24,1,transfer,64,8,512,4bit,0.19217471441492304,0.36347534321170716,0.024668002358108176,0.1693995025975014,0.83984375
24,1,full_dim,128,4,512,4bit,0.018668595009449153,0.10841222619667579,0.009361244313494454,0.10608431631507792,0.8896484375
24,2,oracle,64,4,256,2bit,0.03811162416062527,0.15304314971461497,0.01683020524887561,0.1418920120198997,0.8818359375
24,2,transfer,64,4,256,2bit,0.08735224832915803,0.2321518123956596,0.029993595654249836,0.1878605475820924,0.83984375
24,2,full_dim,128,2,256,2bit,0.4835152234460917,0.5445442818441656,0.16644382395857052,0.43179601487733166,0.65234375
24,2,oracle,64,8,512,4bit,0.0074486824419873286,0.0675889922213855,0.0038333218232844595,0.06704652372493507,0.9345703125
24,2,transfer,64,8,512,4bit,0.0577071770487152,0.18856214572630764,0.020049064407995032,0.1518624040055973,0.857421875
24,2,full_dim,128,4,512,4bit,0.01833734694824256,0.10603200822470993,0.006590999694055985,0.08768151172998558,0.923828125
24,3,oracle,64,4,256,2bit,0.24571402662831726,0.3910420868049421,0.056515026894646374,0.21564367906014176,0.861328125
24,3,transfer,64,4,256,2bit,0.3471950846421132,0.4660943638854911,0.06315381769062647,0.2262843424707186,0.8515625
24,3,full_dim,128,2,256,2bit,3.102741874975933,1.3894584907121512,0.7248141618747961,0.728132271175421,0.5849609375
24,3,oracle,64,8,512,4bit,0.03238639420862667,0.1423722594039011,0.005192517408032013,0.06322323468861346,0.9609375
24,3,transfer,64,8,512,4bit,0.12883743155827992,0.28085732941301317,0.02941254069446669,0.14541881846145216,0.9072265625
24,3,full_dim,128,4,512,4bit,0.12144750957683258,0.27491549091021716,0.02470831700204377,0.1440539355630442,0.9296875
24,4,oracle,64,4,256,2bit,0.1701158929703316,0.3252371173746788,0.05427634669994104,0.2420401348415663,0.8193359375
24,4,transfer,64,4,256,2bit,0.29620383872015177,0.43023692051963225,0.08665880357421105,0.2983835174453249,0.7841796875
24,4,full_dim,128,2,256,2bit,1.7098613922835946,1.036510329973694,0.5310008787897573,0.6965759095754371,0.56640625
24,4,oracle,64,8,512,4bit,0.051760237371268475,0.17615139526329307,0.014511842001084178,0.12463492994127981,0.9052734375
24,4,transfer,64,8,512,4bit,0.19525061071723238,0.34674750190711123,0.045428014069422845,0.21073658527797962,0.8359375
24,4,full_dim,128,4,512,4bit,0.06597437355024544,0.2030996319008928,0.01845101931865953,0.139840094880329,0.9052734375
24,5,oracle,64,4,256,2bit,0.2517702785407508,0.39845897798908947,0.07040413259700595,0.26209248223858117,0.8251953125
24,5,transfer,64,4,256,2bit,0.36974171624643937,0.4813593671270479,0.10042742568673764,0.31403961386146423,0.7861328125
24,5,full_dim,128,2,256,2bit,2.632006112784996,1.2869091644923798,0.7610755972839987,0.7777892981647392,0.5263671875
24,5,oracle,64,8,512,4bit,0.06338719521507162,0.1969297071012484,0.015368971112807684,0.12036963468602757,0.9140625
24,5,transfer,64,8,512,4bit,0.1990801949397873,0.3486614114142407,0.04315356057709902,0.20171815637527407,0.8681640625
24,5,full_dim,128,4,512,4bit,0.107599955747212,0.2601597855243539,0.03297365087639155,0.17976114427169537,0.8779296875
24,6,oracle,64,4,256,2bit,2.1843992414568434,0.9540959253974104,2.4380824052824018e-05,0.00016757656986902204,1.0
24,6,transfer,64,4,256,2bit,2.479656688988731,1.01906613623572,2.9630112009093267e-05,0.0001300666700377779,1.0
24,6,full_dim,128,2,256,2bit,86.90547589949341,4.766434981717381,0.05000943299770829,0.08601950282337889,0.9921875
24,6,oracle,64,8,512,4bit,0.10539728763081416,0.24658093849992024,1.7092262375890774e-06,3.653825544990505e-05,1.0
24,6,transfer,64,8,512,4bit,0.4501830866907514,0.5290261570849635,3.5492435276572935e-05,0.00013683997895007731,1.0
24,6,full_dim,128,4,512,4bit,0.844462490679939,0.5843040848860108,9.521147843932342e-06,7.921266903231018e-05,1.0
24,7,oracle,64,4,256,2bit,0.6557002145736264,0.5722082475271162,0.013296364582156167,0.043704278370093136,0.9775390625
24,7,transfer,64,4,256,2bit,0.8964679655998957,0.7195249683238965,0.015288740642535941,0.048315267069917775,0.9697265625
24,7,full_dim,128,2,256,2bit,7.676461987583008,1.9793058194280566,0.42199016475206486,0.3661977943488045,0.818359375
24,7,oracle,64,8,512,4bit,0.057757574782149726,0.1845912811373875,0.0016672378912852234,0.014950931457283233,0.990234375
24,7,transfer,64,8,512,4bit,0.42397961178098753,0.5292539216108182,0.003209766303407713,0.020766500505271755,0.98828125
24,7,full_dim,128,4,512,4bit,0.2681755806583196,0.37622285731155314,0.01010479676160076,0.04654782575893707,0.978515625
25,0,oracle,64,4,256,2bit,0.05946950720436056,0.1901959829549888,0.02279713672323249,0.16249996935124703,0.828125
25,0,transfer,64,4,256,2bit,0.32482830517368677,0.4743895889466211,0.05539858958741168,0.25578551357404666,0.7412109375
25,0,full_dim,128,2,256,2bit,0.5146551206091443,0.5681982754724141,0.20413132892479283,0.4816702107486039,0.5390625
25,0,oracle,64,8,512,4bit,0.024479711780366287,0.11657263119550712,0.008108461083400877,0.09665419913139875,0.89453125
25,0,transfer,64,8,512,4bit,0.2958703904640134,0.46137191203667677,0.04168563135775634,0.22107919915816027,0.7919921875
25,0,full_dim,128,4,512,4bit,0.021179266885325138,0.11519471574437166,0.009809321308611159,0.1066594583243358,0.876953125
25,1,oracle,64,4,256,2bit,0.17328654413371686,0.32737409291476904,0.07032387466841006,0.2805095901656729,0.7646484375
25,1,transfer,64,4,256,2bit,0.7337823036582912,0.6932096223509776,0.1535551117876639,0.40241735501609954,0.712890625
25,1,full_dim,128,2,256,2bit,1.4351131147348781,0.9482648426498811,0.4403149060746949,0.6713167847506063,0.5390625
25,1,oracle,64,8,512,4bit,0.07958354450171014,0.21578315792818145,0.030900771417615654,0.1851424236663275,0.8427734375
25,1,transfer,64,8,512,4bit,0.6548240943284658,0.6649637033683773,0.11481463306936242,0.34551102397463096,0.7490234375
25,1,full_dim,128,4,512,4bit,0.058218315893502424,0.1903157103337283,0.02088667576043228,0.15170094901307002,0.876953125
25,2,oracle,64,4,256,2bit,0.08868185985967492,0.2338235669400348,0.034459289855851796,0.20242199577252656,0.78515625
25,2,transfer,64,4,256,2bit,0.19606546751735054,0.35201405950305054,0.060958896189787566,0.2723086691802125,0.720703125
25,2,full_dim,128,2,256,2bit,0.837947056076035,0.7286970441851268,0.3788564569411814,0.6790377373871572,0.408203125
25,2,oracle,64,8,512,4bit,0.03670369967317705,0.14871702613696886,0.011408988943761826,0.11792975933592934,0.87890625
25,2,transfer,64,8,512,4bit,0.14291723795391786,0.3002958709658118,0.039929697885509874,0.2204172060089192,0.7802734375
25,2,full_dim,128,4,512,4bit,0.02965004895313897,0.13484847242446885,0.013306924646254034,0.12820515352387837,0.8544921875
25,3,oracle,64,4,256,2bit,0.11931175859495134,0.27025807281888714,0.046713598757437885,0.22448144894472688,0.814453125
25,3,transfer,64,4,256,2bit,0.33914536787703464,0.4582240578120772,0.1008839733243459,0.32344858861753056,0.77734375
25,3,full_dim,128,2,256,2bit,1.0530645774441736,0.8055594658688092,0.359399744632595,0.6206275971063111,0.5712890625
