layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
13,1,transfer,64,8,512,4bit,0.05740790312065171,0.19031368423238668,0.01562967215295998,0.12836612992679755,0.6796875
13,1,full_dim,128,4,512,4bit,0.0035465563424350094,0.0470734597735515,0.0017446305914608647,0.04671109959100182,0.8857421875
13,2,oracle,64,4,256,2bit,0.007861135984807192,0.07000725106132852,0.00407711241184521,0.07091981316641613,0.7646484375
13,2,transfer,64,4,256,2bit,0.059790992127329246,0.1907935575330324,0.01565698333482554,0.13104648897973165,0.6298828125
13,2,full_dim,128,2,256,2bit,0.081012182985321,0.2218301734549186,0.04300973515817115,0.22611360359505903,0.4150390625
13,2,oracle,64,8,512,4bit,0.0027424455905997744,0.04060934914203257,0.0017565638670419444,0.04539452427589778,0.8388671875
13,2,transfer,64,8,512,4bit,0.05598940105687909,0.18521192113821977,0.013699522821240009,0.12070855867454071,0.654296875
13,2,full_dim,128,4,512,4bit,0.0031577122330045267,0.0438898061712039,0.0014755105665693851,0.04290600837913903,0.8779296875
13,3,oracle,64,4,256,2bit,0.0081716121956842,0.07158142990928212,0.004230953882642851,0.07238829748098552,0.7470703125
13,3,transfer,64,4,256,2bit,0.037395805323393726,0.1582095516246253,0.009139145921095158,0.10623951919947897,0.6630859375
13,3,full_dim,128,2,256,2bit,0.07896424602813376,0.22299431896184907,0.038972819383930456,0.2199806348936256,0.5068359375
13,3,oracle,64,8,512,4bit,0.0031226014579412284,0.04390512516521812,0.0017403395750890903,0.046249121852567444,0.841796875
13,3,transfer,64,8,512,4bit,0.032926418130092616,0.1506121129289963,0.006694691754735898,0.0909513894098014,0.7099609375
13,3,full_dim,128,4,512,4bit,0.003068698735524607,0.04388065806896805,0.0015359945379528651,0.04392345803231062,0.8544921875
13,4,oracle,64,4,256,2bit,0.005528283743906598,0.058439281915622976,0.002679406348666626,0.057883137905776476,0.861328125
13,4,transfer,64,4,256,2bit,0.024249151563890077,0.13247907465431136,0.00414965365142218,0.07134876394921977,0.818359375
13,4,full_dim,128,2,256,2bit,0.059248522023644334,0.1908415194622481,0.03202184917609849,0.1959799578559055,0.5146484375
13,4,oracle,64,8,512,4bit,0.0017525049711916885,0.03186802311571572,0.0010721592296889836,0.03644284326093791,0.8955078125
13,4,transfer,64,8,512,4bit,0.020232529444211923,0.12747172810831311,0.0021057660116957635,0.050224053023529086,0.873046875
13,4,full_dim,128,4,512,4bit,0.002168724311133116,0.03649072716959739,0.0010472084929522127,0.03624133697125817,0.9482421875
13,5,oracle,64,4,256,2bit,0.007321571429056654,0.06764234733158277,0.003993349652747385,0.07022837939869964,0.76171875
13,5,transfer,64,4,256,2bit,0.03655852202038906,0.14674092647468778,0.011630665896012162,0.11438753900089438,0.64453125
13,5,full_dim,128,2,256,2bit,0.0659031312857079,0.201063108459347,0.032366235695899706,0.19943804523764175,0.48046875
13,5,oracle,64,8,512,4bit,0.0032780090374977386,0.044807483208928474,0.0019596503944107483,0.04862731697545024,0.8291015625
13,5,transfer,64,8,512,4bit,0.033222854387499154,0.13902572352422893,0.010095967897520368,0.10499750825239615,0.6787109375
13,5,full_dim,128,4,512,4bit,0.0026112725823576044,0.04015576788041738,0.0013380798535735784,0.04069921278722208,0.876953125
13,6,oracle,64,4,256,2bit,0.011059628382108673,0.08350380849049169,0.005273220854065979,0.08056592427641779,0.7802734375
13,6,transfer,64,4,256,2bit,0.07412194750132356,0.217175346057855,0.021214183462778407,0.15542826629916284,0.5439453125
13,6,full_dim,128,2,256,2bit,0.06033328045091148,0.19460827375687964,0.02954378046783309,0.19189053678949922,0.533203125
13,6,oracle,64,8,512,4bit,0.007553679325127991,0.06883812739765868,0.003655290524768505,0.06683701273584441,0.806640625
13,6,transfer,64,8,512,4bit,0.07182763630294554,0.21365921426328707,0.02020078022093829,0.15114892802958235,0.6005859375
13,6,full_dim,128,4,512,4bit,0.002263003132066628,0.03755262086628248,0.001102570984124911,0.03702534836926091,0.875
13,7,oracle,64,4,256,2bit,0.006752325356630229,0.0648957898455231,0.0032286558260436297,0.0634391704111832,0.7607421875
13,7,transfer,64,4,256,2bit,0.015710524384014202,0.09940923149529106,0.006983695490186984,0.09222485221740667,0.6845703125
13,7,full_dim,128,2,256,2bit,0.052983141473086304,0.18361256524106834,0.0256752206133881,0.18016447311832556,0.439453125
13,7,oracle,64,8,512,4bit,0.00373852070526229,0.04793951395814694,0.001751994312312548,0.0460663168435041,0.8251953125
13,7,transfer,64,8,512,4bit,0.013043811598087877,0.09040283826971035,0.005674355749470028,0.08258213377688656,0.6865234375
13,7,full_dim,128,4,512,4bit,0.0020369692778174882,0.03583679650651575,0.0009705675822289795,0.035024140353604925,0.8828125
14,0,oracle,64,4,256,2bit,0.004456567212406347,0.053354933925076876,0.0018503219242989983,0.048355995534151014,0.763671875
14,0,transfer,64,4,256,2bit,0.014487666241275125,0.09472501074748083,0.005127418878723543,0.07756226964109653,0.669921875
14,0,full_dim,128,2,256,2bit,0.031371762958106286,0.13983509377944095,0.0154863462398229,0.13858581914256357,0.50390625
14,0,oracle,64,8,512,4bit,0.002332692528032616,0.039057545099971114,0.0007980567055280443,0.031841116995583875,0.8388671875
14,0,transfer,64,8,512,4bit,0.012523697141853519,0.08800714443963173,0.004172902883273291,0.06897930301096838,0.71875
14,0,full_dim,128,4,512,4bit,0.0012016638982767151,0.02731903571734207,0.0006015324508838837,0.02726071785212036,0.88671875
14,1,oracle,64,4,256,2bit,0.0025190579641375605,0.03971707621415805,0.0013259877973446563,0.04060144166661149,0.7646484375
14,1,transfer,64,4,256,2bit,0.01166717344411713,0.08789185519680695,0.0026862078751218313,0.05576924013806029,0.734375
14,1,full_dim,128,2,256,2bit,0.02175663796802255,0.11672756061253015,0.010907962841492036,0.116507545089059,0.6162109375
14,1,oracle,64,8,512,4bit,0.0011372150015090338,0.026448913780018474,0.0006490107812407626,0.02793153174869014,0.833984375
14,1,transfer,64,8,512,4bit,0.010300467781514899,0.0835549485115857,0.0020533570286824132,0.04784263092575884,0.74609375
14,1,full_dim,128,4,512,4bit,0.0008499318180099581,0.02312147236065929,0.0004270392351229589,0.023198628136859818,0.873046875
14,2,oracle,64,4,256,2bit,0.004484357929134957,0.05340720943651805,0.0022160501291191787,0.05305120739528778,0.7294921875
14,2,transfer,64,4,256,2bit,0.017879648328202387,0.10908787590090262,0.0051470205472172546,0.07772731490594521,0.64453125
14,2,full_dim,128,2,256,2bit,0.031224737605439992,0.14040023754110564,0.016026330916162665,0.14251678611870544,0.5361328125
14,2,oracle,64,8,512,4bit,0.0025642035424555724,0.04012546409758138,0.0012375490454489644,0.03936023369568172,0.7900390625
14,2,transfer,64,8,512,4bit,0.01595311376110995,0.10390314663298346,0.004273261580035882,0.06977629322903782,0.677734375
14,2,full_dim,128,4,512,4bit,0.0013234644046823958,0.028969487057080988,0.0006615603594286129,0.028991884531888723,0.853515625
14,3,oracle,64,4,256,2bit,0.007937575969398786,0.07130585252028368,0.00404194081840085,0.07264487295527083,0.890625
14,3,transfer,64,4,256,2bit,0.012424594878819127,0.08910745846687881,0.004845040014123031,0.0797117628685444,0.90234375
14,3,full_dim,128,2,256,2bit,0.1039843884694532,0.2540643104129045,0.05854253590945921,0.27207160860158863,0.552734375
14,3,oracle,64,8,512,4bit,0.0006014492364280153,0.019482123721589792,0.0002937078569792335,0.01936157973650321,0.9794921875
14,3,transfer,64,8,512,4bit,0.003493467359803771,0.04701227127257023,0.0010638531787149398,0.03534033601526709,0.966796875
14,3,full_dim,128,4,512,4bit,0.004233761167305401,0.05162063902323441,0.001693302118776906,0.04683509066543967,0.9375
14,4,oracle,64,4,256,2bit,0.0019612621456274243,0.03501830134597457,0.0009707039461236972,0.034836182910866945,0.873046875
14,4,transfer,64,4,256,2bit,0.0020439529940419663,0.035746117761132,0.0010140955883143794,0.035559938572598426,0.865234375
14,4,full_dim,128,2,256,2bit,0.0239030092955322,0.1220926958537858,0.011846251724336902,0.1215480392140279,0.65625
14,4,oracle,64,8,512,4bit,0.00023517818498203612,0.012039167711225658,0.00011412022308968332,0.011807673152720279,0.9521484375
14,4,transfer,64,8,512,4bit,0.0004496733297523465,0.016774964928095833,0.00022129917517586787,0.01642218532585309,0.927734375
14,4,full_dim,128,4,512,4bit,0.0009171447549725441,0.02389470978787836,0.00045849403819299883,0.02389655726252715,0.904296875
14,5,oracle,64,4,256,2bit,0.005097708927732092,0.05690929763368001,0.0024798407824076084,0.05634210187565156,0.755859375
14,5,transfer,64,4,256,2bit,0.015589037962679308,0.10112870379521521,0.004321415395311631,0.07319598526959639,0.6611328125
14,5,full_dim,128,2,256,2bit,0.05203966629907482,0.18134217290647006,0.026342805555308556,0.18196726911455965,0.4453125
14,5,oracle,64,8,512,4bit,0.0020991975420199373,0.036242255660929854,0.0010167406563356474,0.035642397492579955,0.8212890625
14,5,transfer,64,8,512,4bit,0.012305965096555533,0.09134185716120381,0.0027943678710848803,0.05805413729399543,0.7236328125
14,5,full_dim,128,4,512,4bit,0.00207776752036295,0.03634738892710902,0.0010460543581703972,0.036571968990256706,0.8447265625
14,6,oracle,64,4,256,2bit,0.004234143465908312,0.05186888738056827,0.002216887120389456,0.05310443605638572,0.7978515625
14,6,transfer,64,4,256,2bit,0.07876611408808912,0.23642774411971618,0.010755547256241168,0.11284833847780154,0.6494140625
14,6,full_dim,128,2,256,2bit,0.0328856301321239,0.1435083111054244,0.016686028658975737,0.14444589131153193,0.572265625
14,6,oracle,64,8,512,4bit,0.0021667551270839382,0.0364445097698123,0.0012047730082128697,0.03857352409533871,0.8603515625
14,6,transfer,64,8,512,4bit,0.07752927970204215,0.2355312109856724,0.010114528693947581,0.1090972765479824,0.6533203125
14,6,full_dim,128,4,512,4bit,0.0012554330157653099,0.02800320855058005,0.0006183837588582829,0.027816418993665527,0.904296875
14,7,oracle,64,4,256,2bit,0.006749949500030254,0.06532049876679043,0.003609749033186853,0.0672237998912373,0.7236328125
14,7,transfer,64,4,256,2bit,0.015210909279650558,0.094979772462686,0.007718972581778513,0.09301518043044252,0.498046875
14,7,full_dim,128,2,256,2bit,0.033644986095817744,0.14529446039444405,0.017037162805134506,0.14585692201556,0.51953125
14,7,oracle,64,8,512,4bit,0.0048558570960832,0.055312267345085264,0.002709413584054893,0.0583485617488623,0.7314453125
14,7,transfer,64,8,512,4bit,0.013500863515041425,0.08872680627101062,0.006893101770730584,0.08699179343002843,0.51953125
