layer_a,layer_b,head_a,head_b,kv_type,metric_type,k_a,k_b,subspace_overlap
27,27,3,7,V,cross_head,65,52,0.5525026321411133
27,27,4,5,V,cross_head,39,61,0.47850602865219116
27,27,4,6,V,cross_head,39,63,0.4807787239551544
27,27,4,7,V,cross_head,39,52,0.48707738518714905
27,27,5,6,V,cross_head,61,63,0.6107033491134644
27,27,5,7,V,cross_head,61,52,0.5608090758323669
27,27,6,7,V,cross_head,63,52,0.5716885924339294
28,28,0,1,V,cross_head,77,75,0.6991900205612183
28,28,0,2,V,cross_head,77,65,0.6410641074180603
28,28,0,3,V,cross_head,77,61,0.6225221157073975
28,28,0,4,V,cross_head,77,56,0.5796729326248169
28,28,0,5,V,cross_head,77,73,0.6890094876289368
28,28,0,6,V,cross_head,77,56,0.5979231595993042
28,28,0,7,V,cross_head,77,71,0.6769128441810608
28,28,1,2,V,cross_head,75,65,0.6323680877685547
28,28,1,3,V,cross_head,75,61,0.6198079586029053
28,28,1,4,V,cross_head,75,56,0.5872899293899536
28,28,1,5,V,cross_head,75,73,0.6863815784454346
28,28,1,6,V,cross_head,75,56,0.5916937589645386
28,28,1,7,V,cross_head,75,71,0.6799938678741455
28,28,2,3,V,cross_head,65,61,0.618777334690094
28,28,2,4,V,cross_head,65,56,0.594700813293457
28,28,2,5,V,cross_head,65,73,0.6357415318489075
28,28,2,6,V,cross_head,65,56,0.5934374928474426
28,28,2,7,V,cross_head,65,71,0.6382933855056763
28,28,3,4,V,cross_head,61,56,0.5941915512084961
28,28,3,5,V,cross_head,61,73,0.6163582801818848
28,28,3,6,V,cross_head,61,56,0.5774778127670288
28,28,3,7,V,cross_head,61,71,0.6178154349327087
28,28,4,5,V,cross_head,56,73,0.5964913964271545
28,28,4,6,V,cross_head,56,56,0.579159140586853
28,28,4,7,V,cross_head,56,71,0.5932313799858093
28,28,5,6,V,cross_head,73,56,0.5905084013938904
28,28,5,7,V,cross_head,73,71,0.6884250044822693
28,28,6,7,V,cross_head,56,71,0.5984543561935425
29,29,0,1,V,cross_head,67,77,0.6466770172119141
29,29,0,2,V,cross_head,67,58,0.5892256498336792
29,29,0,3,V,cross_head,67,64,0.6328415274620056
29,29,0,4,V,cross_head,67,59,0.6159242391586304
29,29,0,5,V,cross_head,67,74,0.6521417498588562
29,29,0,6,V,cross_head,67,66,0.6400259733200073
29,29,0,7,V,cross_head,67,58,0.6092511415481567
29,29,1,2,V,cross_head,77,58,0.5959294438362122
29,29,1,3,V,cross_head,77,64,0.6426517963409424
29,29,1,4,V,cross_head,77,59,0.6086992621421814
29,29,1,5,V,cross_head,77,74,0.6913301944732666
29,29,1,6,V,cross_head,77,66,0.6454277038574219
29,29,1,7,V,cross_head,77,58,0.5988703966140747
29,29,2,3,V,cross_head,58,64,0.6048545241355896
29,29,2,4,V,cross_head,58,59,0.6056246161460876
29,29,2,5,V,cross_head,58,74,0.6016401052474976
29,29,2,6,V,cross_head,58,66,0.601745069026947
29,29,2,7,V,cross_head,58,58,0.600238025188446
29,29,3,4,V,cross_head,64,59,0.6030243039131165
29,29,3,5,V,cross_head,64,74,0.6437138319015503
29,29,3,6,V,cross_head,64,66,0.6382910013198853
29,29,3,7,V,cross_head,64,58,0.6027424335479736
29,29,4,5,V,cross_head,59,74,0.601940929889679
29,29,4,6,V,cross_head,59,66,0.6132212281227112
29,29,4,7,V,cross_head,59,58,0.6015301942825317
29,29,5,6,V,cross_head,74,66,0.6454526782035828
29,29,5,7,V,cross_head,74,58,0.5978168845176697
29,29,6,7,V,cross_head,66,58,0.6059746742248535
30,30,0,1,V,cross_head,53,70,0.5663815140724182
30,30,0,2,V,cross_head,53,49,0.542293131351471
30,30,0,3,V,cross_head,53,68,0.5766687393188477
30,30,0,4,V,cross_head,53,70,0.5696576833724976
30,30,0,5,V,cross_head,53,73,0.5812243819236755
30,30,0,6,V,cross_head,53,71,0.5626254081726074
30,30,0,7,V,cross_head,53,55,0.5725373029708862
30,30,1,2,V,cross_head,70,49,0.5406626462936401
30,30,1,3,V,cross_head,70,68,0.6607281565666199
30,30,1,4,V,cross_head,70,70,0.6592637300491333
30,30,1,5,V,cross_head,70,73,0.666904866695404
30,30,1,6,V,cross_head,70,71,0.6575351357460022
30,30,1,7,V,cross_head,70,55,0.5849010944366455
30,30,2,3,V,cross_head,49,68,0.5479305982589722
30,30,2,4,V,cross_head,49,70,0.5469127297401428
30,30,2,5,V,cross_head,49,73,0.5475815534591675
30,30,2,6,V,cross_head,49,71,0.5483954548835754
30,30,2,7,V,cross_head,49,55,0.5497431755065918
30,30,3,4,V,cross_head,68,70,0.6611416339874268
30,30,3,5,V,cross_head,68,73,0.6599341630935669
30,30,3,6,V,cross_head,68,71,0.6638505458831787
30,30,3,7,V,cross_head,68,55,0.5796718597412109
30,30,4,5,V,cross_head,70,73,0.6810554265975952
30,30,4,6,V,cross_head,70,71,0.6706777215003967
30,30,4,7,V,cross_head,70,55,0.5820366144180298
30,30,5,6,V,cross_head,73,71,0.668932318687439
30,30,5,7,V,cross_head,73,55,0.5858270525932312
30,30,6,7,V,cross_head,71,55,0.5840700268745422
31,31,0,1,V,cross_head,63,60,0.6166257262229919
31,31,0,2,V,cross_head,63,69,0.625257670879364
31,31,0,3,V,cross_head,63,72,0.6281827688217163
31,31,0,4,V,cross_head,63,58,0.5966874957084656
31,31,0,5,V,cross_head,63,79,0.6258026361465454
31,31,0,6,V,cross_head,63,63,0.6387104988098145
31,31,0,7,V,cross_head,63,76,0.6259468793869019
31,31,1,2,V,cross_head,60,69,0.6166378855705261
31,31,1,3,V,cross_head,60,72,0.6137447357177734
31,31,1,4,V,cross_head,60,58,0.5919960141181946
31,31,1,5,V,cross_head,60,79,0.6159967184066772
31,31,1,6,V,cross_head,60,63,0.6142825484275818
31,31,1,7,V,cross_head,60,76,0.613409698009491
31,31,2,3,V,cross_head,69,72,0.6631268262863159
31,31,2,4,V,cross_head,69,58,0.5917388200759888
31,31,2,5,V,cross_head,69,79,0.6595170497894287
31,31,2,6,V,cross_head,69,63,0.6322585940361023
31,31,2,7,V,cross_head,69,76,0.6580695509910583
31,31,3,4,V,cross_head,72,58,0.5989265441894531
31,31,3,5,V,cross_head,72,79,0.678054928779602
31,31,3,6,V,cross_head,72,63,0.6244332194328308
31,31,3,7,V,cross_head,72,76,0.6731827855110168
31,31,4,5,V,cross_head,58,79,0.5995501279830933
31,31,4,6,V,cross_head,58,63,0.6071648597717285
31,31,4,7,V,cross_head,58,76,0.6079620122909546
31,31,5,6,V,cross_head,79,63,0.6297227740287781
31,31,5,7,V,cross_head,79,76,0.6991726160049438
31,31,6,7,V,cross_head,63,76,0.6406248211860657
32,32,0,1,V,cross_head,63,76,0.6262619495391846
32,32,0,2,V,cross_head,63,50,0.5513169765472412
32,32,0,3,V,cross_head,63,62,0.6222217679023743
32,32,0,4,V,cross_head,63,62,0.6266849040985107
32,32,0,5,V,cross_head,63,66,0.633697509765625
32,32,0,6,V,cross_head,63,69,0.6318475008010864
32,32,0,7,V,cross_head,63,53,0.573119044303894
32,32,1,2,V,cross_head,76,50,0.5530188083648682
32,32,1,3,V,cross_head,76,62,0.6215590834617615
32,32,1,4,V,cross_head,76,62,0.6245265603065491
32,32,1,5,V,cross_head,76,66,0.6460695862770081
32,32,1,6,V,cross_head,76,69,0.6556396484375
32,32,1,7,V,cross_head,76,53,0.5810490250587463
32,32,2,3,V,cross_head,50,62,0.5455732345581055
32,32,2,4,V,cross_head,50,62,0.5469558835029602
32,32,2,5,V,cross_head,50,66,0.557332456111908
32,32,2,6,V,cross_head,50,69,0.5472738146781921
32,32,2,7,V,cross_head,50,53,0.5542684197425842
32,32,3,4,V,cross_head,62,62,0.6293746829032898
32,32,3,5,V,cross_head,62,66,0.6258561611175537
32,32,3,6,V,cross_head,62,69,0.6251515746116638
32,32,3,7,V,cross_head,62,53,0.5702759623527527
32,32,4,5,V,cross_head,62,66,0.6190877556800842
32,32,4,6,V,cross_head,62,69,0.6278775334358215
32,32,4,7,V,cross_head,62,53,0.5721918344497681
32,32,5,6,V,cross_head,66,69,0.6402044296264648
32,32,5,7,V,cross_head,66,53,0.5684384107589722
32,32,6,7,V,cross_head,69,53,0.5693449974060059
33,33,0,1,V,cross_head,52,52,0.5587369799613953
33,33,0,2,V,cross_head,52,57,0.558003306388855
33,33,0,3,V,cross_head,52,74,0.5575416088104248
33,33,0,4,V,cross_head,52,78,0.5589776635169983
33,33,0,5,V,cross_head,52,49,0.5442749857902527
33,33,0,6,V,cross_head,52,63,0.5556901693344116
33,33,0,7,V,cross_head,52,78,0.5750779509544373
33,33,1,2,V,cross_head,52,57,0.5594868063926697
33,33,1,3,V,cross_head,52,74,0.5623725652694702
33,33,1,4,V,cross_head,52,78,0.5652649998664856
33,33,1,5,V,cross_head,52,49,0.5432076454162598
33,33,1,6,V,cross_head,52,63,0.5642352104187012
33,33,1,7,V,cross_head,52,78,0.5700434446334839
33,33,2,3,V,cross_head,57,74,0.5891293883323669
33,33,2,4,V,cross_head,57,78,0.5966219305992126
33,33,2,5,V,cross_head,57,49,0.5519454479217529
33,33,2,6,V,cross_head,57,63,0.5891090035438538
33,33,2,7,V,cross_head,57,78,0.5998163223266602
33,33,3,4,V,cross_head,74,78,0.6947538256645203
33,33,3,5,V,cross_head,74,49,0.5452497005462646
33,33,3,6,V,cross_head,74,63,0.6296249032020569
33,33,3,7,V,cross_head,74,78,0.6913504004478455
33,33,4,5,V,cross_head,78,49,0.5585485696792603
33,33,4,6,V,cross_head,78,63,0.6164225935935974
33,33,4,7,V,cross_head,78,78,0.7217472791671753
33,33,5,6,V,cross_head,49,63,0.5408597588539124
33,33,5,7,V,cross_head,49,78,0.5404022932052612
33,33,6,7,V,cross_head,63,78,0.6290438771247864
34,34,0,1,V,cross_head,73,52,0.565236508846283
34,34,0,2,V,cross_head,73,52,0.5625528693199158
34,34,0,3,V,cross_head,73,52,0.5645682215690613
34,34,0,4,V,cross_head,73,65,0.6448744535446167
34,34,0,5,V,cross_head,73,59,0.6124498844146729
34,34,0,6,V,cross_head,73,56,0.5869942903518677
34,34,0,7,V,cross_head,73,56,0.5982131958007812
34,34,1,2,V,cross_head,52,52,0.5714643597602844
34,34,1,3,V,cross_head,52,52,0.5638286471366882
34,34,1,4,V,cross_head,52,65,0.5645565390586853
34,34,1,5,V,cross_head,52,59,0.5629250407218933
34,34,1,6,V,cross_head,52,56,0.5599614381790161
34,34,1,7,V,cross_head,52,56,0.5530401468276978
34,34,2,3,V,cross_head,52,52,0.5653837323188782
34,34,2,4,V,cross_head,52,65,0.5662150979042053
34,34,2,5,V,cross_head,52,59,0.559219479560852
34,34,2,6,V,cross_head,52,56,0.5539743900299072
34,34,2,7,V,cross_head,52,56,0.573858380317688
34,34,3,4,V,cross_head,52,65,0.5768627524375916
34,34,3,5,V,cross_head,52,59,0.5751373171806335
34,34,3,6,V,cross_head,52,56,0.562725305557251
34,34,3,7,V,cross_head,52,56,0.5704211592674255
34,34,4,5,V,cross_head,65,59,0.615839958190918
34,34,4,6,V,cross_head,65,56,0.5938754081726074
34,34,4,7,V,cross_head,65,56,0.5805128812789917
34,34,5,6,V,cross_head,59,56,0.5861862301826477
34,34,5,7,V,cross_head,59,56,0.6020695567131042
34,34,6,7,V,cross_head,56,56,0.5945436358451843
35,35,0,1,V,cross_head,51,54,0.5591909289360046
35,35,0,2,V,cross_head,51,57,0.560954213142395
35,35,0,3,V,cross_head,51,55,0.5643741488456726
35,35,0,4,V,cross_head,51,54,0.5684384107589722
35,35,0,5,V,cross_head,51,70,0.5605217218399048
35,35,0,6,V,cross_head,51,55,0.5665559768676758
35,35,0,7,V,cross_head,51,66,0.5583768486976624
35,35,1,2,V,cross_head,54,57,0.5759556889533997
35,35,1,3,V,cross_head,54,55,0.5692492723464966
35,35,1,4,V,cross_head,54,54,0.5849583148956299
35,35,1,5,V,cross_head,54,70,0.5787684917449951
35,35,1,6,V,cross_head,54,55,0.5833290815353394
35,35,1,7,V,cross_head,54,66,0.5722658634185791
35,35,2,3,V,cross_head,57,55,0.5791431665420532
35,35,2,4,V,cross_head,57,54,0.5785104036331177
35,35,2,5,V,cross_head,57,70,0.5926613807678223
35,35,2,6,V,cross_head,57,55,0.5770649313926697
35,35,2,7,V,cross_head,57,66,0.5981261134147644
35,35,3,4,V,cross_head,55,54,0.575641393661499
35,35,3,5,V,cross_head,55,70,0.5846052169799805
35,35,3,6,V,cross_head,55,55,0.5825952291488647
35,35,3,7,V,cross_head,55,66,0.58542799949646
35,35,4,5,V,cross_head,54,70,0.5901816487312317
35,35,4,6,V,cross_head,54,55,0.5711339116096497
35,35,4,7,V,cross_head,54,66,0.5724973678588867
35,35,5,6,V,cross_head,70,55,0.5820892453193665
35,35,5,7,V,cross_head,70,66,0.6403635144233704
35,35,6,7,V,cross_head,55,66,0.5829011797904968
36,36,0,1,V,cross_head,68,63,0.6287055611610413
36,36,0,2,V,cross_head,68,51,0.5637148022651672
36,36,0,3,V,cross_head,68,50,0.5505098104476929
36,36,0,4,V,cross_head,68,75,0.6636127233505249
36,36,0,5,V,cross_head,68,58,0.6070029139518738
36,36,0,6,V,cross_head,68,76,0.6656427979469299
36,36,0,7,V,cross_head,68,57,0.5975009202957153
36,36,1,2,V,cross_head,63,51,0.5626452565193176
36,36,1,3,V,cross_head,63,50,0.5594030618667603
36,36,1,4,V,cross_head,63,75,0.6303772926330566
36,36,1,5,V,cross_head,63,58,0.596697986125946
36,36,1,6,V,cross_head,63,76,0.6318678259849548
36,36,1,7,V,cross_head,63,57,0.5877286195755005
36,36,2,3,V,cross_head,51,50,0.5558650493621826
36,36,2,4,V,cross_head,51,75,0.5585787892341614
36,36,2,5,V,cross_head,51,58,0.5632107853889465
36,36,2,6,V,cross_head,51,76,0.5575170516967773
36,36,2,7,V,cross_head,51,57,0.5614408254623413
36,36,3,4,V,cross_head,50,75,0.5617981553077698
36,36,3,5,V,cross_head,50,58,0.5496551394462585
36,36,3,6,V,cross_head,50,76,0.5471051931381226
36,36,3,7,V,cross_head,50,57,0.5589888095855713
36,36,4,5,V,cross_head,75,58,0.6040732860565186
36,36,4,6,V,cross_head,75,76,0.6931961178779602
36,36,4,7,V,cross_head,75,57,0.5880663394927979
36,36,5,6,V,cross_head,58,76,0.5951921939849854
36,36,5,7,V,cross_head,58,57,0.6086573004722595
36,36,6,7,V,cross_head,76,57,0.5951335430145264
37,37,0,1,V,cross_head,60,60,0.6090512871742249
37,37,0,2,V,cross_head,60,43,0.5145012140274048
37,37,0,3,V,cross_head,60,61,0.6085442900657654
37,37,0,4,V,cross_head,60,68,0.6212748289108276
37,37,0,5,V,cross_head,60,63,0.6113256812095642
37,37,0,6,V,cross_head,60,56,0.5826733708381653
37,37,0,7,V,cross_head,60,45,0.5117872953414917
37,37,1,2,V,cross_head,60,43,0.5109006762504578
37,37,1,3,V,cross_head,60,61,0.6083598732948303
37,37,1,4,V,cross_head,60,68,0.6145164370536804
37,37,1,5,V,cross_head,60,63,0.6120721697807312
37,37,1,6,V,cross_head,60,56,0.5849625468254089
37,37,1,7,V,cross_head,60,45,0.534029483795166
37,37,2,3,V,cross_head,43,61,0.5095950961112976
37,37,2,4,V,cross_head,43,68,0.5155048966407776
37,37,2,5,V,cross_head,43,63,0.5048859715461731
37,37,2,6,V,cross_head,43,56,0.5112324357032776
37,37,2,7,V,cross_head,43,45,0.5142354965209961
37,37,3,4,V,cross_head,61,68,0.6264262795448303
37,37,3,5,V,cross_head,61,63,0.6023993492126465
37,37,3,6,V,cross_head,61,56,0.5893349647521973
37,37,3,7,V,cross_head,61,45,0.5188774466514587
37,37,4,5,V,cross_head,68,63,0.6319948434829712
37,37,4,6,V,cross_head,68,56,0.5884232521057129
37,37,4,7,V,cross_head,68,45,0.5131605863571167
37,37,5,6,V,cross_head,63,56,0.5930782556533813
37,37,5,7,V,cross_head,63,45,0.5226293206214905
37,37,6,7,V,cross_head,56,45,0.5285661220550537
38,38,0,1,V,cross_head,57,64,0.5892065763473511
38,38,0,2,V,cross_head,57,71,0.5894278287887573
38,38,0,3,V,cross_head,57,74,0.6024335026741028
38,38,0,4,V,cross_head,57,63,0.5924229621887207
38,38,0,5,V,cross_head,57,71,0.6079294681549072
38,38,0,6,V,cross_head,57,63,0.5969217419624329
38,38,0,7,V,cross_head,57,63,0.5998448729515076
38,38,1,2,V,cross_head,64,71,0.6361761689186096
38,38,1,3,V,cross_head,64,74,0.6447105407714844
38,38,1,4,V,cross_head,64,63,0.6319616436958313
38,38,1,5,V,cross_head,64,71,0.6308037042617798
38,38,1,6,V,cross_head,64,63,0.6302748322486877
38,38,1,7,V,cross_head,64,63,0.6344736218452454
38,38,2,3,V,cross_head,71,74,0.6726016402244568
38,38,2,4,V,cross_head,71,63,0.635616660118103
38,38,2,5,V,cross_head,71,71,0.6735934615135193
38,38,2,6,V,cross_head,71,63,0.6360613107681274
38,38,2,7,V,cross_head,71,63,0.6289451122283936
38,38,3,4,V,cross_head,74,63,0.6344901919364929
38,38,3,5,V,cross_head,74,71,0.6704987287521362
38,38,3,6,V,cross_head,74,63,0.6324475407600403
38,38,3,7,V,cross_head,74,63,0.6256888508796692
38,38,4,5,V,cross_head,63,71,0.6299356818199158
38,38,4,6,V,cross_head,63,63,0.6294782161712646
38,38,4,7,V,cross_head,63,63,0.6342159509658813
38,38,5,6,V,cross_head,71,63,0.6309938430786133
38,38,5,7,V,cross_head,71,63,0.624526858329773
38,38,6,7,V,cross_head,63,63,0.6292469501495361
39,39,0,1,V,cross_head,72,78,0.6844756007194519
39,39,0,2,V,cross_head,72,48,0.5474550724029541
39,39,0,3,V,cross_head,72,66,0.6472988724708557
39,39,0,4,V,cross_head,72,77,0.6756711602210999
39,39,0,5,V,cross_head,72,57,0.5923657417297363
39,39,0,6,V,cross_head,72,74,0.6842346787452698
39,39,0,7,V,cross_head,72,51,0.562328577041626
39,39,1,2,V,cross_head,78,48,0.5358560085296631
39,39,1,3,V,cross_head,78,66,0.6424089074134827
39,39,1,4,V,cross_head,78,77,0.7105410099029541
39,39,1,5,V,cross_head,78,57,0.5976256728172302
39,39,1,6,V,cross_head,78,74,0.6875499486923218
39,39,1,7,V,cross_head,78,51,0.5619605779647827
39,39,2,3,V,cross_head,48,66,0.5367966294288635
39,39,2,4,V,cross_head,48,77,0.5492356419563293
39,39,2,5,V,cross_head,48,57,0.5489330887794495
39,39,2,6,V,cross_head,48,74,0.5411592125892639
39,39,2,7,V,cross_head,48,51,0.5375699996948242
39,39,3,4,V,cross_head,66,77,0.6482030749320984
39,39,3,5,V,cross_head,66,57,0.5969955325126648
39,39,3,6,V,cross_head,66,74,0.6371981501579285
39,39,3,7,V,cross_head,66,51,0.5500735640525818
39,39,4,5,V,cross_head,77,57,0.5891449451446533
39,39,4,6,V,cross_head,77,74,0.6878311634063721
39,39,4,7,V,cross_head,77,51,0.5528676509857178
39,39,5,6,V,cross_head,57,74,0.5913968086242676
39,39,5,7,V,cross_head,57,51,0.5526980757713318
39,39,6,7,V,cross_head,74,51,0.555809736251831
0,0,0,0,K,cross_domain,14,65,0.4584982693195343
0,0,1,1,K,cross_domain,8,28,0.6428036689758301
0,0,2,2,K,cross_domain,7,52,0.5861960649490356
0,0,3,3,K,cross_domain,14,59,0.5154066681861877
0,0,4,4,K,cross_domain,8,35,0.6207795143127441
0,0,5,5,K,cross_domain,12,60,0.5338922142982483
0,0,6,6,K,cross_domain,15,57,0.5139201879501343
0,0,7,7,K,cross_domain,13,66,0.46409738063812256
1,1,0,0,K,cross_domain,27,61,0.6064116358757019
1,1,1,1,K,cross_domain,14,29,0.6987043619155884
1,1,2,2,K,cross_domain,14,35,0.6328262090682983
1,1,3,3,K,cross_domain,10,23,0.6628040075302124
1,1,4,4,K,cross_domain,11,30,0.6167937517166138
1,1,5,5,K,cross_domain,18,42,0.5947937369346619
1,1,6,6,K,cross_domain,14,41,0.6187978982925415
1,1,7,7,K,cross_domain,26,46,0.6912546753883362
2,2,0,0,K,cross_domain,11,32,0.6615056991577148
2,2,1,1,K,cross_domain,15,42,0.670265793800354
2,2,2,2,K,cross_domain,22,55,0.6421270370483398
2,2,3,3,K,cross_domain,20,61,0.600939154624939
2,2,4,4,K,cross_domain,27,66,0.6019573211669922
2,2,5,5,K,cross_domain,31,63,0.6128119826316833
2,2,6,6,K,cross_domain,19,56,0.660057544708252
2,2,7,7,K,cross_domain,24,49,0.7210105061531067
3,3,0,0,K,cross_domain,27,57,0.649402379989624
3,3,1,1,K,cross_domain,22,61,0.5788156390190125
3,3,2,2,K,cross_domain,21,53,0.6214854717254639
3,3,3,3,K,cross_domain,21,50,0.6408165097236633
3,3,4,4,K,cross_domain,23,50,0.6243516802787781
3,3,5,5,K,cross_domain,19,47,0.6193256378173828
3,3,6,6,K,cross_domain,22,52,0.6844794154167175
3,3,7,7,K,cross_domain,28,56,0.7495155334472656
4,4,0,0,K,cross_domain,20,54,0.5878120064735413
4,4,1,1,K,cross_domain,22,51,0.6284913420677185
4,4,2,2,K,cross_domain,31,66,0.5599944591522217
4,4,3,3,K,cross_domain,22,50,0.6122992038726807
4,4,4,4,K,cross_domain,17,45,0.6062793731689453
4,4,5,5,K,cross_domain,14,55,0.6366170644760132
4,4,6,6,K,cross_domain,21,54,0.625900387763977
4,4,7,7,K,cross_domain,22,58,0.5915259718894958
5,5,0,0,K,cross_domain,23,35,0.8069362044334412
5,5,1,1,K,cross_domain,28,53,0.6052967309951782
5,5,2,2,K,cross_domain,20,56,0.6051580309867859
5,5,3,3,K,cross_domain,32,50,0.7141132354736328
5,5,4,4,K,cross_domain,28,59,0.577898383140564
5,5,5,5,K,cross_domain,9,21,0.6385477185249329
5,5,6,6,K,cross_domain,17,40,0.6288724541664124
5,5,7,7,K,cross_domain,18,42,0.6481825709342957
6,6,0,0,K,cross_domain,22,49,0.6300042271614075
6,6,1,1,K,cross_domain,7,5,0.6970564126968384
6,6,2,2,K,cross_domain,22,45,0.6656518578529358
6,6,3,3,K,cross_domain,27,55,0.6418579816818237
6,6,4,4,K,cross_domain,26,59,0.6316232681274414
6,6,5,5,K,cross_domain,18,49,0.5176728963851929
6,6,6,6,K,cross_domain,29,56,0.7592042088508606
6,6,7,7,K,cross_domain,17,42,0.6430544853210449
7,7,0,0,K,cross_domain,36,70,0.6515759229660034
7,7,1,1,K,cross_domain,24,50,0.6360200047492981
7,7,2,2,K,cross_domain,31,66,0.5963882803916931
7,7,3,3,K,cross_domain,23,43,0.6422513723373413
7,7,4,4,K,cross_domain,36,64,0.6251975297927856
7,7,5,5,K,cross_domain,20,52,0.6196430921554565
7,7,6,6,K,cross_domain,22,44,0.6260142922401428
7,7,7,7,K,cross_domain,18,36,0.6355976462364197
8,8,0,0,K,cross_domain,17,50,0.5827370882034302
8,8,1,1,K,cross_domain,20,44,0.5757732391357422
8,8,2,2,K,cross_domain,21,66,0.5124626159667969
8,8,3,3,K,cross_domain,20,42,0.6244457960128784
8,8,4,4,K,cross_domain,22,45,0.6125196814537048
8,8,5,5,K,cross_domain,31,62,0.5975270867347717
8,8,6,6,K,cross_domain,33,65,0.6052647829055786
8,8,7,7,K,cross_domain,17,35,0.5650140047073364
9,9,0,0,K,cross_domain,26,50,0.6827089786529541
9,9,1,1,K,cross_domain,23,59,0.5372465252876282
9,9,2,2,K,cross_domain,29,60,0.6255254149436951
9,9,3,3,K,cross_domain,27,58,0.6070067286491394
9,9,4,4,K,cross_domain,26,56,0.5823516845703125
9,9,5,5,K,cross_domain,19,39,0.6588457822799683
9,9,6,6,K,cross_domain,27,59,0.7193023562431335
9,9,7,7,K,cross_domain,29,52,0.7598598599433899
10,10,0,0,K,cross_domain,34,68,0.5460764169692993
10,10,1,1,K,cross_domain,24,50,0.70315021276474
10,10,2,2,K,cross_domain,22,55,0.6242095828056335
10,10,3,3,K,cross_domain,30,57,0.6683816909790039
10,10,4,4,K,cross_domain,37,58,0.6108670234680176
10,10,5,5,K,cross_domain,24,55,0.5828238129615784
10,10,6,6,K,cross_domain,22,49,0.649655282497406
10,10,7,7,K,cross_domain,27,52,0.6070935726165771
11,11,0,0,K,cross_domain,28,56,0.6103239059448242
11,11,1,1,K,cross_domain,25,54,0.6621147990226746
11,11,2,2,K,cross_domain,26,46,0.6633541584014893
11,11,3,3,K,cross_domain,30,56,0.6446858644485474
11,11,4,4,K,cross_domain,25,51,0.6316579580307007
11,11,5,5,K,cross_domain,34,60,0.6573681235313416
11,11,6,6,K,cross_domain,33,60,0.6492393612861633
11,11,7,7,K,cross_domain,32,60,0.7921537756919861
12,12,0,0,K,cross_domain,30,59,0.6326189637184143
12,12,1,1,K,cross_domain,35,56,0.7406745553016663
12,12,2,2,K,cross_domain,33,59,0.6163325905799866
12,12,3,3,K,cross_domain,33,54,0.6112447381019592
12,12,4,4,K,cross_domain,37,60,0.6586397290229797
12,12,5,5,K,cross_domain,19,44,0.7787355184555054
12,12,6,6,K,cross_domain,29,54,0.6711069941520691
12,12,7,7,K,cross_domain,23,48,0.67356938123703
13,13,0,0,K,cross_domain,31,57,0.6692358255386353
13,13,1,1,K,cross_domain,29,52,0.6594443321228027
13,13,2,2,K,cross_domain,25,44,0.6469118595123291
13,13,3,3,K,cross_domain,24,42,0.6635956168174744
13,13,4,4,K,cross_domain,23,37,0.700448215007782
13,13,5,5,K,cross_domain,26,49,0.6689138412475586
13,13,6,6,K,cross_domain,30,56,0.6257501840591431
13,13,7,7,K,cross_domain,29,61,0.6478053331375122
14,14,0,0,K,cross_domain,25,46,0.69202721118927
14,14,1,1,K,cross_domain,24,44,0.6636898517608643
14,14,2,2,K,cross_domain,31,55,0.6340668797492981
14,14,3,3,K,cross_domain,16,37,0.6781085729598999
14,14,4,4,K,cross_domain,26,36,0.7965663075447083
14,14,5,5,K,cross_domain,22,47,0.6471518278121948
14,14,6,6,K,cross_domain,28,52,0.5987321734428406
14,14,7,7,K,cross_domain,31,62,0.6190025806427002
15,15,0,0,K,cross_domain,23,46,0.67170250415802
15,15,1,1,K,cross_domain,30,51,0.6648834943771362
15,15,2,2,K,cross_domain,28,61,0.6130031943321228
15,15,3,3,K,cross_domain,24,47,0.6554793119430542
15,15,4,4,K,cross_domain,28,49,0.6803334355354309
15,15,5,5,K,cross_domain,20,42,0.658519983291626
15,15,6,6,K,cross_domain,34,62,0.6232993602752686
15,15,7,7,K,cross_domain,32,69,0.576213002204895
16,16,0,0,K,cross_domain,28,51,0.6666341423988342
16,16,1,1,K,cross_domain,21,37,0.6804037690162659
16,16,2,2,K,cross_domain,26,49,0.640663743019104
16,16,3,3,K,cross_domain,26,50,0.6352724432945251
16,16,4,4,K,cross_domain,37,56,0.6116203665733337
16,16,5,5,K,cross_domain,30,53,0.6523011326789856
16,16,6,6,K,cross_domain,34,52,0.6959370374679565
16,16,7,7,K,cross_domain,25,40,0.7424006462097168
17,17,0,0,K,cross_domain,25,39,0.7742551565170288
17,17,1,1,K,cross_domain,23,32,0.8223459124565125
17,17,2,2,K,cross_domain,30,51,0.6978496313095093
17,17,3,3,K,cross_domain,21,30,0.6874586939811707
17,17,4,4,K,cross_domain,29,53,0.6857772469520569
17,17,5,5,K,cross_domain,29,52,0.7342943549156189
17,17,6,6,K,cross_domain,25,38,0.7338001132011414
17,17,7,7,K,cross_domain,34,51,0.6749855279922485
18,18,0,0,K,cross_domain,24,30,0.7942700982093811
18,18,1,1,K,cross_domain,27,43,0.7085895538330078
18,18,2,2,K,cross_domain,31,53,0.6909850239753723
18,18,3,3,K,cross_domain,36,47,0.7455130815505981
18,18,4,4,K,cross_domain,29,49,0.8015064001083374
18,18,5,5,K,cross_domain,36,52,0.7558920979499817
18,18,6,6,K,cross_domain,26,35,0.7742054462432861
