layer_a,layer_b,head_a,head_b,kv_type,metric_type,k_a,k_b,subspace_overlap
32,32,0,3,K,cross_head,42,49,0.5754589438438416
32,32,0,4,K,cross_head,42,41,0.48990359902381897
32,32,0,5,K,cross_head,42,39,0.5722827911376953
32,32,0,6,K,cross_head,42,47,0.5513103604316711
32,32,0,7,K,cross_head,42,35,0.5046674609184265
32,32,1,2,K,cross_head,46,34,0.5689692497253418
32,32,1,3,K,cross_head,46,49,0.6220758557319641
32,32,1,4,K,cross_head,46,41,0.5166509747505188
32,32,1,5,K,cross_head,46,39,0.6124222278594971
32,32,1,6,K,cross_head,46,47,0.5810962319374084
32,32,1,7,K,cross_head,46,35,0.53052818775177
32,32,2,3,K,cross_head,34,49,0.5572657585144043
32,32,2,4,K,cross_head,34,41,0.44302892684936523
32,32,2,5,K,cross_head,34,39,0.5926806330680847
32,32,2,6,K,cross_head,34,47,0.5212929844856262
32,32,2,7,K,cross_head,34,35,0.5212633013725281
32,32,3,4,K,cross_head,49,41,0.5075549483299255
32,32,3,5,K,cross_head,49,39,0.5899421572685242
32,32,3,6,K,cross_head,49,47,0.5836183428764343
32,32,3,7,K,cross_head,49,35,0.5103640556335449
32,32,4,5,K,cross_head,41,39,0.49596303701400757
32,32,4,6,K,cross_head,41,47,0.5122153759002686
32,32,4,7,K,cross_head,41,35,0.48433297872543335
32,32,5,6,K,cross_head,39,47,0.558806836605072
32,32,5,7,K,cross_head,39,35,0.5245103240013123
32,32,6,7,K,cross_head,47,35,0.4999677836894989
33,33,0,1,K,cross_head,43,31,0.6000731587409973
33,33,0,2,K,cross_head,43,33,0.5899731516838074
33,33,0,3,K,cross_head,43,48,0.5771950483322144
33,33,0,4,K,cross_head,43,46,0.5814112424850464
33,33,0,5,K,cross_head,43,28,0.5440819263458252
33,33,0,6,K,cross_head,43,42,0.5986663103103638
33,33,0,7,K,cross_head,43,47,0.5582416653633118
33,33,1,2,K,cross_head,31,33,0.6448522210121155
33,33,1,3,K,cross_head,31,48,0.5246750712394714
33,33,1,4,K,cross_head,31,46,0.5550398230552673
33,33,1,5,K,cross_head,31,28,0.6546620726585388
33,33,1,6,K,cross_head,31,42,0.5591444969177246
33,33,1,7,K,cross_head,31,47,0.496866911649704
33,33,2,3,K,cross_head,33,48,0.5205601453781128
33,33,2,4,K,cross_head,33,46,0.5481087565422058
33,33,2,5,K,cross_head,33,28,0.6306024193763733
33,33,2,6,K,cross_head,33,42,0.5682544112205505
33,33,2,7,K,cross_head,33,47,0.5112236738204956
33,33,3,4,K,cross_head,48,46,0.5677618980407715
33,33,3,5,K,cross_head,48,28,0.5021332502365112
33,33,3,6,K,cross_head,48,42,0.5710371732711792
33,33,3,7,K,cross_head,48,47,0.5654138326644897
33,33,4,5,K,cross_head,46,28,0.49309059977531433
33,33,4,6,K,cross_head,46,42,0.5643340945243835
33,33,4,7,K,cross_head,46,47,0.5543993711471558
33,33,5,6,K,cross_head,28,42,0.5208868384361267
33,33,5,7,K,cross_head,28,47,0.47359898686408997
33,33,6,7,K,cross_head,42,47,0.5484480857849121
34,34,0,1,K,cross_head,49,32,0.45006439089775085
34,34,0,2,K,cross_head,49,30,0.4204431176185608
34,34,0,3,K,cross_head,49,34,0.4869427978992462
34,34,0,4,K,cross_head,49,41,0.5698311924934387
34,34,0,5,K,cross_head,49,31,0.4306776225566864
34,34,0,6,K,cross_head,49,41,0.5631966590881348
34,34,0,7,K,cross_head,49,26,0.38078388571739197
34,34,1,2,K,cross_head,32,30,0.6723701357841492
34,34,1,3,K,cross_head,32,34,0.6442903280258179
34,34,1,4,K,cross_head,32,41,0.483521431684494
34,34,1,5,K,cross_head,32,31,0.6482101082801819
34,34,1,6,K,cross_head,32,41,0.5523850917816162
34,34,1,7,K,cross_head,32,26,0.6265580058097839
34,34,2,3,K,cross_head,30,34,0.6236011385917664
34,34,2,4,K,cross_head,30,41,0.4572421908378601
34,34,2,5,K,cross_head,30,31,0.6475973725318909
34,34,2,6,K,cross_head,30,41,0.526183009147644
34,34,2,7,K,cross_head,30,26,0.6499735116958618
34,34,3,4,K,cross_head,34,41,0.50870680809021
34,34,3,5,K,cross_head,34,31,0.6061270833015442
34,34,3,6,K,cross_head,34,41,0.5726151466369629
34,34,3,7,K,cross_head,34,26,0.5840825438499451
34,34,4,5,K,cross_head,41,31,0.456297904253006
34,34,4,6,K,cross_head,41,41,0.5592231750488281
34,34,4,7,K,cross_head,41,26,0.4309734106063843
34,34,5,6,K,cross_head,31,41,0.5277395844459534
34,34,5,7,K,cross_head,31,26,0.6210023164749146
34,34,6,7,K,cross_head,41,26,0.4975590109825134
35,35,0,1,K,cross_head,33,33,0.6413141489028931
35,35,0,2,K,cross_head,33,33,0.6269973516464233
35,35,0,3,K,cross_head,33,33,0.6382124423980713
35,35,0,4,K,cross_head,33,37,0.5771722793579102
35,35,0,5,K,cross_head,33,50,0.463734894990921
35,35,0,6,K,cross_head,33,34,0.6263289451599121
35,35,0,7,K,cross_head,33,35,0.5295341610908508
35,35,1,2,K,cross_head,33,33,0.6359391212463379
35,35,1,3,K,cross_head,33,33,0.6373925805091858
35,35,1,4,K,cross_head,33,37,0.5770536661148071
35,35,1,5,K,cross_head,33,50,0.4477163255214691
35,35,1,6,K,cross_head,33,34,0.6464014053344727
35,35,1,7,K,cross_head,33,35,0.5239770412445068
35,35,2,3,K,cross_head,33,33,0.6461349725723267
35,35,2,4,K,cross_head,33,37,0.5835186243057251
35,35,2,5,K,cross_head,33,50,0.45985347032546997
35,35,2,6,K,cross_head,33,34,0.6323738098144531
35,35,2,7,K,cross_head,33,35,0.5075223445892334
35,35,3,4,K,cross_head,33,37,0.581813633441925
35,35,3,5,K,cross_head,33,50,0.4552457928657532
35,35,3,6,K,cross_head,33,34,0.6388769149780273
35,35,3,7,K,cross_head,33,35,0.5328757166862488
35,35,4,5,K,cross_head,37,50,0.48998188972473145
35,35,4,6,K,cross_head,37,34,0.5758669376373291
35,35,4,7,K,cross_head,37,35,0.5153762102127075
35,35,5,6,K,cross_head,50,34,0.47202613949775696
35,35,5,7,K,cross_head,50,35,0.4722113609313965
35,35,6,7,K,cross_head,34,35,0.5235627889633179
36,36,0,1,K,cross_head,41,49,0.5041032433509827
36,36,0,2,K,cross_head,41,36,0.47248712182044983
36,36,0,3,K,cross_head,41,27,0.43348440527915955
36,36,0,4,K,cross_head,41,42,0.5359044671058655
36,36,0,5,K,cross_head,41,31,0.4709271788597107
36,36,0,6,K,cross_head,41,44,0.5306972861289978
36,36,0,7,K,cross_head,41,35,0.48859068751335144
36,36,1,2,K,cross_head,49,36,0.44300907850265503
36,36,1,3,K,cross_head,49,27,0.4014979898929596
36,36,1,4,K,cross_head,49,42,0.49831831455230713
36,36,1,5,K,cross_head,49,31,0.4114523231983185
36,36,1,6,K,cross_head,49,44,0.5171371102333069
36,36,1,7,K,cross_head,49,35,0.44626584649086
36,36,2,3,K,cross_head,36,27,0.48587897419929504
36,36,2,4,K,cross_head,36,42,0.5309714078903198
36,36,2,5,K,cross_head,36,31,0.5491515398025513
36,36,2,6,K,cross_head,36,44,0.505896806716919
36,36,2,7,K,cross_head,36,35,0.5421698093414307
36,36,3,4,K,cross_head,27,42,0.5163619518280029
36,36,3,5,K,cross_head,27,31,0.581089437007904
36,36,3,6,K,cross_head,27,44,0.4463135302066803
36,36,3,7,K,cross_head,27,35,0.5385470986366272
36,36,4,5,K,cross_head,42,31,0.5601814985275269
36,36,4,6,K,cross_head,42,44,0.5330171585083008
36,36,4,7,K,cross_head,42,35,0.5559391975402832
36,36,5,6,K,cross_head,31,44,0.49195805191993713
36,36,5,7,K,cross_head,31,35,0.6186664700508118
36,36,6,7,K,cross_head,44,35,0.5107342004776001
37,37,0,1,K,cross_head,41,40,0.5357936024665833
37,37,0,2,K,cross_head,41,35,0.47704392671585083
37,37,0,3,K,cross_head,41,33,0.5626811981201172
37,37,0,4,K,cross_head,41,48,0.5309085845947266
37,37,0,5,K,cross_head,41,38,0.5844117999076843
37,37,0,6,K,cross_head,41,52,0.5109781622886658
37,37,0,7,K,cross_head,41,50,0.4611038565635681
37,37,1,2,K,cross_head,40,35,0.48269686102867126
37,37,1,3,K,cross_head,40,33,0.5281702280044556
37,37,1,4,K,cross_head,40,48,0.4976670742034912
37,37,1,5,K,cross_head,40,38,0.5588967204093933
37,37,1,6,K,cross_head,40,52,0.4958304464817047
37,37,1,7,K,cross_head,40,50,0.4778261184692383
37,37,2,3,K,cross_head,35,33,0.4668578505516052
37,37,2,4,K,cross_head,35,48,0.4836743474006653
37,37,2,5,K,cross_head,35,38,0.49410688877105713
37,37,2,6,K,cross_head,35,52,0.4579685628414154
37,37,2,7,K,cross_head,35,50,0.46513038873672485
37,37,3,4,K,cross_head,33,48,0.48258092999458313
37,37,3,5,K,cross_head,33,38,0.6182181239128113
37,37,3,6,K,cross_head,33,52,0.4380425214767456
37,37,3,7,K,cross_head,33,50,0.4160131812095642
37,37,4,5,K,cross_head,48,38,0.5215402841567993
37,37,4,6,K,cross_head,48,52,0.5781883597373962
37,37,4,7,K,cross_head,48,50,0.5488963723182678
37,37,5,6,K,cross_head,38,52,0.48471441864967346
37,37,5,7,K,cross_head,38,50,0.4437948167324066
37,37,6,7,K,cross_head,52,50,0.5602341890335083
38,38,0,1,K,cross_head,39,43,0.508160412311554
38,38,0,2,K,cross_head,39,51,0.5031922459602356
38,38,0,3,K,cross_head,39,36,0.4711693227291107
38,38,0,4,K,cross_head,39,30,0.43902596831321716
38,38,0,5,K,cross_head,39,37,0.5040363669395447
38,38,0,6,K,cross_head,39,36,0.49238908290863037
38,38,0,7,K,cross_head,39,29,0.4226495027542114
38,38,1,2,K,cross_head,43,51,0.581167459487915
38,38,1,3,K,cross_head,43,36,0.5788357257843018
38,38,1,4,K,cross_head,43,30,0.5645682215690613
38,38,1,5,K,cross_head,43,37,0.5648090839385986
38,38,1,6,K,cross_head,43,36,0.5599479675292969
38,38,1,7,K,cross_head,43,29,0.6167615056037903
38,38,2,3,K,cross_head,51,36,0.536108136177063
38,38,2,4,K,cross_head,51,30,0.5013440847396851
38,38,2,5,K,cross_head,51,37,0.5558837056159973
38,38,2,6,K,cross_head,51,36,0.559430718421936
38,38,2,7,K,cross_head,51,29,0.5122923254966736
38,38,3,4,K,cross_head,36,30,0.5764926671981812
38,38,3,5,K,cross_head,36,37,0.5522869825363159
38,38,3,6,K,cross_head,36,36,0.5529268383979797
38,38,3,7,K,cross_head,36,29,0.6040205359458923
38,38,4,5,K,cross_head,30,37,0.5188941955566406
38,38,4,6,K,cross_head,30,36,0.5481940507888794
38,38,4,7,K,cross_head,30,29,0.6235082149505615
38,38,5,6,K,cross_head,37,36,0.551160454750061
38,38,5,7,K,cross_head,37,29,0.5460134744644165
38,38,6,7,K,cross_head,36,29,0.586665689945221
39,39,0,1,K,cross_head,50,45,0.5489574670791626
39,39,0,2,K,cross_head,50,36,0.5147985816001892
39,39,0,3,K,cross_head,50,39,0.5202417969703674
39,39,0,4,K,cross_head,50,44,0.551796019077301
39,39,0,5,K,cross_head,50,44,0.5217147469520569
39,39,0,6,K,cross_head,50,51,0.5701913833618164
39,39,0,7,K,cross_head,50,34,0.4659481346607208
39,39,1,2,K,cross_head,45,36,0.5455974340438843
39,39,1,3,K,cross_head,45,39,0.5588618516921997
39,39,1,4,K,cross_head,45,44,0.5666728615760803
39,39,1,5,K,cross_head,45,44,0.5254466533660889
39,39,1,6,K,cross_head,45,51,0.5350382924079895
39,39,1,7,K,cross_head,45,34,0.4978638291358948
39,39,2,3,K,cross_head,36,39,0.6174750328063965
39,39,2,4,K,cross_head,36,44,0.5840741395950317
39,39,2,5,K,cross_head,36,44,0.4616239368915558
39,39,2,6,K,cross_head,36,51,0.4799407720565796
39,39,2,7,K,cross_head,36,34,0.521538257598877
39,39,3,4,K,cross_head,39,44,0.597258448600769
39,39,3,5,K,cross_head,39,44,0.47756773233413696
39,39,3,6,K,cross_head,39,51,0.5047222971916199
39,39,3,7,K,cross_head,39,34,0.5126258730888367
39,39,4,5,K,cross_head,44,44,0.5141369104385376
39,39,4,6,K,cross_head,44,51,0.5532456040382385
39,39,4,7,K,cross_head,44,34,0.49932295083999634
39,39,5,6,K,cross_head,44,51,0.5176103711128235
39,39,5,7,K,cross_head,44,34,0.4616028070449829
39,39,6,7,K,cross_head,51,34,0.47473862767219543
0,0,0,1,V,cross_head,26,24,0.3705104887485504
0,0,0,2,V,cross_head,26,32,0.39094278216362
0,0,0,3,V,cross_head,26,21,0.33475804328918457
0,0,0,4,V,cross_head,26,26,0.3838028311729431
0,0,0,5,V,cross_head,26,23,0.3551543653011322
0,0,0,6,V,cross_head,26,32,0.40410858392715454
0,0,0,7,V,cross_head,26,24,0.3866701126098633
0,0,1,2,V,cross_head,24,32,0.3684159219264984
0,0,1,3,V,cross_head,24,21,0.34691110253334045
0,0,1,4,V,cross_head,24,26,0.38645240664482117
0,0,1,5,V,cross_head,24,23,0.3629327714443207
0,0,1,6,V,cross_head,24,32,0.3588588237762451
0,0,1,7,V,cross_head,24,24,0.3932636082172394
0,0,2,3,V,cross_head,32,21,0.35614925622940063
0,0,2,4,V,cross_head,32,26,0.39092329144477844
0,0,2,5,V,cross_head,32,23,0.3527594804763794
0,0,2,6,V,cross_head,32,32,0.44784218072891235
0,0,2,7,V,cross_head,32,24,0.3747652471065521
0,0,3,4,V,cross_head,21,26,0.33281251788139343
0,0,3,5,V,cross_head,21,23,0.34557825326919556
0,0,3,6,V,cross_head,21,32,0.3505430817604065
0,0,3,7,V,cross_head,21,24,0.3242339491844177
0,0,4,5,V,cross_head,26,23,0.3635360896587372
0,0,4,6,V,cross_head,26,32,0.4086860418319702
0,0,4,7,V,cross_head,26,24,0.35077598690986633
0,0,5,6,V,cross_head,23,32,0.3859090507030487
0,0,5,7,V,cross_head,23,24,0.35702165961265564
0,0,6,7,V,cross_head,32,24,0.3792143166065216
1,1,0,1,V,cross_head,38,27,0.404266893863678
1,1,0,2,V,cross_head,38,35,0.4590858519077301
1,1,0,3,V,cross_head,38,22,0.33598971366882324
1,1,0,4,V,cross_head,38,29,0.41061994433403015
1,1,0,5,V,cross_head,38,35,0.4534253478050232
1,1,0,6,V,cross_head,38,41,0.4957202076911926
1,1,0,7,V,cross_head,38,13,0.2524051368236542
1,1,1,2,V,cross_head,27,35,0.3906913995742798
1,1,1,3,V,cross_head,27,22,0.3543826937675476
1,1,1,4,V,cross_head,27,29,0.39930739998817444
1,1,1,5,V,cross_head,27,35,0.3968276381492615
1,1,1,6,V,cross_head,27,41,0.42184388637542725
1,1,1,7,V,cross_head,27,13,0.24685049057006836
1,1,2,3,V,cross_head,35,22,0.35719969868659973
1,1,2,4,V,cross_head,35,29,0.3979380428791046
1,1,2,5,V,cross_head,35,35,0.4550069570541382
1,1,2,6,V,cross_head,35,41,0.4511471390724182
1,1,2,7,V,cross_head,35,13,0.2636038064956665
1,1,3,4,V,cross_head,22,29,0.3587018549442291
1,1,3,5,V,cross_head,22,35,0.34664466977119446
1,1,3,6,V,cross_head,22,41,0.3622898757457733
1,1,3,7,V,cross_head,22,13,0.27001070976257324
1,1,4,5,V,cross_head,29,35,0.42548006772994995
1,1,4,6,V,cross_head,29,41,0.42376917600631714
1,1,4,7,V,cross_head,29,13,0.2965630888938904
1,1,5,6,V,cross_head,35,41,0.45473870635032654
1,1,5,7,V,cross_head,35,13,0.24534417688846588
1,1,6,7,V,cross_head,41,13,0.26199883222579956
2,2,0,1,V,cross_head,28,40,0.39720362424850464
2,2,0,2,V,cross_head,28,43,0.4033549726009369
2,2,0,3,V,cross_head,28,41,0.4079882800579071
2,2,0,4,V,cross_head,28,48,0.41193729639053345
2,2,0,5,V,cross_head,28,57,0.3991604447364807
2,2,0,6,V,cross_head,28,39,0.42181396484375
2,2,0,7,V,cross_head,28,28,0.40337467193603516
2,2,1,2,V,cross_head,40,43,0.4822274148464203
2,2,1,3,V,cross_head,40,41,0.49397793412208557
2,2,1,4,V,cross_head,40,48,0.49981704354286194
2,2,1,5,V,cross_head,40,57,0.4808741509914398
2,2,1,6,V,cross_head,40,39,0.4899294078350067
2,2,1,7,V,cross_head,40,28,0.4104173481464386
2,2,2,3,V,cross_head,43,41,0.497044175863266
2,2,2,4,V,cross_head,43,48,0.5161798000335693
2,2,2,5,V,cross_head,43,57,0.5062158703804016
2,2,2,6,V,cross_head,43,39,0.48549237847328186
2,2,2,7,V,cross_head,43,28,0.4049442708492279
2,2,3,4,V,cross_head,41,48,0.49464327096939087
2,2,3,5,V,cross_head,41,57,0.4899293780326843
2,2,3,6,V,cross_head,41,39,0.4901590943336487
2,2,3,7,V,cross_head,41,28,0.4025803208351135
2,2,4,5,V,cross_head,48,57,0.5392562747001648
2,2,4,6,V,cross_head,48,39,0.475461483001709
2,2,4,7,V,cross_head,48,28,0.39856594800949097
2,2,5,6,V,cross_head,57,39,0.48369279503822327
2,2,5,7,V,cross_head,57,28,0.40046951174736023
2,2,6,7,V,cross_head,39,28,0.4088786542415619
3,3,0,1,V,cross_head,33,44,0.43899592757225037
3,3,0,2,V,cross_head,33,38,0.44322094321250916
3,3,0,3,V,cross_head,33,32,0.44119882583618164
3,3,0,4,V,cross_head,33,40,0.44278958439826965
3,3,0,5,V,cross_head,33,41,0.44759315252304077
3,3,0,6,V,cross_head,33,49,0.4514843225479126
3,3,0,7,V,cross_head,33,41,0.43573370575904846
3,3,1,2,V,cross_head,44,38,0.47563955187797546
3,3,1,3,V,cross_head,44,32,0.44024503231048584
3,3,1,4,V,cross_head,44,40,0.48693594336509705
3,3,1,5,V,cross_head,44,41,0.4956405460834503
3,3,1,6,V,cross_head,44,49,0.5165185332298279
3,3,1,7,V,cross_head,44,41,0.501248836517334
3,3,2,3,V,cross_head,38,32,0.4451119899749756
3,3,2,4,V,cross_head,38,40,0.47994065284729004
3,3,2,5,V,cross_head,38,41,0.4787357747554779
3,3,2,6,V,cross_head,38,49,0.4700297713279724
3,3,2,7,V,cross_head,38,41,0.46793681383132935
3,3,3,4,V,cross_head,32,40,0.4202863574028015
3,3,3,5,V,cross_head,32,41,0.4502255320549011
3,3,3,6,V,cross_head,32,49,0.46028098464012146
3,3,3,7,V,cross_head,32,41,0.44778943061828613
3,3,4,5,V,cross_head,40,41,0.4988691210746765
3,3,4,6,V,cross_head,40,49,0.48684176802635193
3,3,4,7,V,cross_head,40,41,0.492436021566391
3,3,5,6,V,cross_head,41,49,0.4840918779373169
3,3,5,7,V,cross_head,41,41,0.4913942217826843
3,3,6,7,V,cross_head,49,41,0.49053168296813965
4,4,0,1,V,cross_head,39,44,0.4913918375968933
4,4,0,2,V,cross_head,39,25,0.38149815797805786
4,4,0,3,V,cross_head,39,41,0.47459131479263306
4,4,0,4,V,cross_head,39,47,0.48976051807403564
4,4,0,5,V,cross_head,39,38,0.47516369819641113
4,4,0,6,V,cross_head,39,47,0.4903535544872284
4,4,0,7,V,cross_head,39,46,0.4878179132938385
4,4,1,2,V,cross_head,44,25,0.38591626286506653
4,4,1,3,V,cross_head,44,41,0.5108788013458252
4,4,1,4,V,cross_head,44,47,0.5110087990760803
4,4,1,5,V,cross_head,44,38,0.4864676594734192
4,4,1,6,V,cross_head,44,47,0.528016984462738
4,4,1,7,V,cross_head,44,46,0.5083532333374023
4,4,2,3,V,cross_head,25,41,0.40342259407043457
4,4,2,4,V,cross_head,25,47,0.38030701875686646
4,4,2,5,V,cross_head,25,38,0.3818241059780121
4,4,2,6,V,cross_head,25,47,0.3642403781414032
4,4,2,7,V,cross_head,25,46,0.3828551471233368
4,4,3,4,V,cross_head,41,47,0.5034255981445312
4,4,3,5,V,cross_head,41,38,0.4819889962673187
4,4,3,6,V,cross_head,41,47,0.494170218706131
4,4,3,7,V,cross_head,41,46,0.49902376532554626
4,4,4,5,V,cross_head,47,38,0.4718250334262848
4,4,4,6,V,cross_head,47,47,0.5297937393188477
4,4,4,7,V,cross_head,47,46,0.5272544622421265
4,4,5,6,V,cross_head,38,47,0.4683339595794678
4,4,5,7,V,cross_head,38,46,0.4769599437713623
4,4,6,7,V,cross_head,47,46,0.5244113802909851
5,5,0,1,V,cross_head,28,44,0.40233680605888367
5,5,0,2,V,cross_head,28,51,0.39481526613235474
5,5,0,3,V,cross_head,28,22,0.34996482729911804
5,5,0,4,V,cross_head,28,41,0.4137396216392517
5,5,0,5,V,cross_head,28,26,0.4030449688434601
5,5,0,6,V,cross_head,28,34,0.40329647064208984
5,5,0,7,V,cross_head,28,45,0.40839868783950806
5,5,1,2,V,cross_head,44,51,0.5095710158348083
5,5,1,3,V,cross_head,44,22,0.367084801197052
5,5,1,4,V,cross_head,44,41,0.4993666708469391
5,5,1,5,V,cross_head,44,26,0.3728046119213104
5,5,1,6,V,cross_head,44,34,0.464535117149353
5,5,1,7,V,cross_head,44,45,0.5110254287719727
5,5,2,3,V,cross_head,51,22,0.3372919261455536
5,5,2,4,V,cross_head,51,41,0.49499404430389404
5,5,2,5,V,cross_head,51,26,0.380970299243927
5,5,2,6,V,cross_head,51,34,0.4406183063983917
5,5,2,7,V,cross_head,51,45,0.5185137391090393
5,5,3,4,V,cross_head,22,41,0.3706724941730499
5,5,3,5,V,cross_head,22,26,0.3513558506965637
5,5,3,6,V,cross_head,22,34,0.3471820056438446
5,5,3,7,V,cross_head,22,45,0.3486189842224121
5,5,4,5,V,cross_head,41,26,0.37321534752845764
5,5,4,6,V,cross_head,41,34,0.4464116096496582
5,5,4,7,V,cross_head,41,45,0.4985003173351288
5,5,5,6,V,cross_head,26,34,0.3810504674911499
5,5,5,7,V,cross_head,26,45,0.38782641291618347
5,5,6,7,V,cross_head,34,45,0.45109859108924866
6,6,0,1,V,cross_head,44,16,0.31263718008995056
6,6,0,2,V,cross_head,44,54,0.5142701268196106
6,6,0,3,V,cross_head,44,51,0.5187579989433289
6,6,0,4,V,cross_head,44,53,0.5247624516487122
6,6,0,5,V,cross_head,44,35,0.4584330916404724
6,6,0,6,V,cross_head,44,37,0.4609459638595581
6,6,0,7,V,cross_head,44,47,0.5244768261909485
6,6,1,2,V,cross_head,16,54,0.33139175176620483
6,6,1,3,V,cross_head,16,51,0.334696888923645
6,6,1,4,V,cross_head,16,53,0.26792585849761963
6,6,1,5,V,cross_head,16,35,0.3013661503791809
6,6,1,6,V,cross_head,16,37,0.3082541227340698
6,6,1,7,V,cross_head,16,47,0.300802081823349
6,6,2,3,V,cross_head,54,51,0.5617757439613342
6,6,2,4,V,cross_head,54,53,0.5740445256233215
6,6,2,5,V,cross_head,54,35,0.45704033970832825
6,6,2,6,V,cross_head,54,37,0.455534964799881
6,6,2,7,V,cross_head,54,47,0.5474420785903931
6,6,3,4,V,cross_head,51,53,0.5600754618644714
6,6,3,5,V,cross_head,51,35,0.4538522958755493
6,6,3,6,V,cross_head,51,37,0.47716769576072693
6,6,3,7,V,cross_head,51,47,0.5344884991645813
6,6,4,5,V,cross_head,53,35,0.44582098722457886
6,6,4,6,V,cross_head,53,37,0.4633483290672302
6,6,4,7,V,cross_head,53,47,0.5443900227546692
6,6,5,6,V,cross_head,35,37,0.45015302300453186
6,6,5,7,V,cross_head,35,47,0.45626166462898254
6,6,6,7,V,cross_head,37,47,0.46676862239837646
7,7,0,1,V,cross_head,44,45,0.5152779221534729
7,7,0,2,V,cross_head,44,49,0.5317983031272888
7,7,0,3,V,cross_head,44,54,0.5010295510292053
7,7,0,4,V,cross_head,44,56,0.5142216086387634
7,7,0,5,V,cross_head,44,42,0.49880099296569824
7,7,0,6,V,cross_head,44,50,0.5145977139472961
7,7,0,7,V,cross_head,44,53,0.5146090388298035
7,7,1,2,V,cross_head,45,49,0.5373720526695251
7,7,1,3,V,cross_head,45,54,0.5234469175338745
7,7,1,4,V,cross_head,45,56,0.5421593189239502
7,7,1,5,V,cross_head,45,42,0.5045876502990723
7,7,1,6,V,cross_head,45,50,0.5178968906402588
7,7,1,7,V,cross_head,45,53,0.5268779397010803
7,7,2,3,V,cross_head,49,54,0.5426222085952759
7,7,2,4,V,cross_head,49,56,0.5501773357391357
7,7,2,5,V,cross_head,49,42,0.4946257174015045
7,7,2,6,V,cross_head,49,50,0.5443205833435059
7,7,2,7,V,cross_head,49,53,0.5321155786514282
7,7,3,4,V,cross_head,54,56,0.5684528350830078
7,7,3,5,V,cross_head,54,42,0.49477505683898926
7,7,3,6,V,cross_head,54,50,0.5532228946685791
7,7,3,7,V,cross_head,54,53,0.5652470588684082
7,7,4,5,V,cross_head,56,42,0.4843001663684845
7,7,4,6,V,cross_head,56,50,0.5574407577514648
7,7,4,7,V,cross_head,56,53,0.5630611777305603
7,7,5,6,V,cross_head,42,50,0.49950650334358215
7,7,5,7,V,cross_head,42,53,0.5137938857078552
7,7,6,7,V,cross_head,50,53,0.5551745295524597
8,8,0,1,V,cross_head,36,41,0.4686698317527771
8,8,0,2,V,cross_head,36,41,0.4715072810649872
8,8,0,3,V,cross_head,36,46,0.4705563187599182
8,8,0,4,V,cross_head,36,45,0.47170570492744446
8,8,0,5,V,cross_head,36,50,0.4595668613910675
8,8,0,6,V,cross_head,36,54,0.45576170086860657
8,8,0,7,V,cross_head,36,40,0.45669904351234436
8,8,1,2,V,cross_head,41,41,0.5075955390930176
8,8,1,3,V,cross_head,41,46,0.5110673904418945
8,8,1,4,V,cross_head,41,45,0.48548582196235657
8,8,1,5,V,cross_head,41,50,0.498130202293396
8,8,1,6,V,cross_head,41,54,0.49312061071395874
8,8,1,7,V,cross_head,41,40,0.4828402101993561
8,8,2,3,V,cross_head,41,46,0.49444374442100525
8,8,2,4,V,cross_head,41,45,0.4978501796722412
8,8,2,5,V,cross_head,41,50,0.48379549384117126
8,8,2,6,V,cross_head,41,54,0.48497167229652405
8,8,2,7,V,cross_head,41,40,0.4853222370147705
8,8,3,4,V,cross_head,46,45,0.5280418395996094
8,8,3,5,V,cross_head,46,50,0.5289043188095093
8,8,3,6,V,cross_head,46,54,0.5185852646827698
8,8,3,7,V,cross_head,46,40,0.4919736981391907
8,8,4,5,V,cross_head,45,50,0.5195508599281311
8,8,4,6,V,cross_head,45,54,0.5130319595336914
8,8,4,7,V,cross_head,45,40,0.48425227403640747
8,8,5,6,V,cross_head,50,54,0.5630010962486267
8,8,5,7,V,cross_head,50,40,0.49101096391677856
8,8,6,7,V,cross_head,54,40,0.49434059858322144
9,9,0,1,V,cross_head,35,40,0.46139663457870483
9,9,0,2,V,cross_head,35,51,0.44651809334754944
9,9,0,3,V,cross_head,35,49,0.4670358896255493
9,9,0,4,V,cross_head,35,42,0.4562935531139374
9,9,0,5,V,cross_head,35,45,0.4388493001461029
9,9,0,6,V,cross_head,35,38,0.45049768686294556
9,9,0,7,V,cross_head,35,33,0.4206649363040924
9,9,1,2,V,cross_head,40,51,0.4988915026187897
9,9,1,3,V,cross_head,40,49,0.49439334869384766
9,9,1,4,V,cross_head,40,42,0.48075801134109497
9,9,1,5,V,cross_head,40,45,0.49865061044692993
9,9,1,6,V,cross_head,40,38,0.4737274646759033
9,9,1,7,V,cross_head,40,33,0.4498508870601654
9,9,2,3,V,cross_head,51,49,0.5414797067642212
9,9,2,4,V,cross_head,51,42,0.5003194808959961
9,9,2,5,V,cross_head,51,45,0.5357615947723389
9,9,2,6,V,cross_head,51,38,0.4724980890750885
9,9,2,7,V,cross_head,51,33,0.4482283294200897
9,9,3,4,V,cross_head,49,42,0.49786561727523804
9,9,3,5,V,cross_head,49,45,0.5231408476829529
9,9,3,6,V,cross_head,49,38,0.4875974655151367
9,9,3,7,V,cross_head,49,33,0.44608843326568604
9,9,4,5,V,cross_head,42,45,0.5014268755912781
9,9,4,6,V,cross_head,42,38,0.4805341064929962
9,9,4,7,V,cross_head,42,33,0.45583581924438477
