layer,head,token_range,top1_match,top5_jaccard,attn_kl,n_tokens
2,19,late,0.7291666666666666,0.5805018187830688,1.5107324543350842e-05,192
2,20,early,0.868421052631579,0.8602756892230577,8.659487320983317e-06,190
2,20,late,0.7708333333333334,0.7289599867724869,8.312763384310529e-06,192
2,21,early,0.7526315789473684,0.7449874686716791,1.2642576621146873e-05,190
2,21,late,0.453125,0.6346726190476191,1.3533598576032091e-05,192
2,22,early,0.8631578947368421,0.8341478696741855,1.121529294323409e-05,190
2,22,late,0.6510416666666666,0.6869212962962964,1.0766158993646968e-05,192
2,23,early,0.9052631578947369,0.8010651629072683,9.49972036323743e-06,190
2,23,late,0.703125,0.6956638558201057,9.575628610036802e-06,192
2,24,early,0.8421052631578947,0.8950501253132831,7.991660822881386e-06,190
2,24,late,0.8697916666666666,0.7967509920634921,7.130454378057038e-06,192
2,25,early,0.7526315789473684,0.6710108604845447,4.707415428129025e-06,190
2,25,late,0.6041666666666666,0.5883763227513228,4.9311133807350416e-06,192
2,26,early,0.7052631578947368,0.6589598997493735,5.318343482940691e-06,190
2,26,late,0.65625,0.5437541335978836,5.150001470610732e-06,192
2,27,early,0.7842105263157895,0.699248120300752,6.274558018048992e-06,190
2,27,late,0.640625,0.5893063822751324,6.254305844777264e-06,192
2,28,early,0.7473684210526316,0.699185463659148,5.178811079531442e-06,190
2,28,late,0.6927083333333334,0.6001364087301587,5.031619821238564e-06,192
2,29,early,0.8842105263157894,0.6845238095238094,9.10901690076571e-06,190
2,29,late,0.78125,0.6579447751322752,9.495453923591413e-06,192
2,30,early,0.9473684210526315,0.6771720969089391,4.736985829367768e-06,190
2,30,late,0.8333333333333334,0.6925843253968255,3.682868964460795e-06,192
2,31,early,0.7736842105263158,0.6326441102756892,4.995885319658555e-06,190
2,31,late,0.5052083333333334,0.6158234126984127,4.094451924174791e-06,192
2,32,early,0.7263157894736842,0.5152882205513785,5.62163813810912e-06,190
2,32,late,1.0,0.630911044973545,4.488880676944973e-06,192
2,33,early,0.5842105263157895,0.6451127819548873,5.094031621410977e-06,190
2,33,late,0.8385416666666666,0.6398189484126985,4.382970928418217e-06,192
2,34,early,0.5105263157894737,0.7664160401002508,3.6257233659853227e-06,190
2,34,late,0.8229166666666666,0.6930183531746031,3.701317154991557e-06,192
2,35,early,0.6842105263157895,0.6261278195488722,7.939437637105584e-06,190
2,35,late,0.5625,0.6024512235449736,8.517090464010835e-06,192
2,36,early,0.6,0.6262740183792815,8.161063306033611e-06,190
2,36,late,0.3958333333333333,0.46963872354497355,9.198548468702938e-06,192
2,37,early,0.6631578947368421,0.5819757727652465,8.490845175401773e-06,190
2,37,late,0.75,0.5595858134920635,7.632294000359252e-06,192
2,38,early,0.6473684210526316,0.5908103592314119,7.346790425799554e-06,190
2,38,late,0.5104166666666666,0.4892319775132276,7.129224741220241e-06,192
2,39,early,0.6736842105263158,0.6352756892230577,1.0098502571054269e-05,190
2,39,late,0.7552083333333334,0.6189236111111112,8.406088454648852e-06,192
3,0,early,0.9368421052631579,0.7318922305764414,3.6055647797184065e-05,190
3,0,late,0.875,0.697420634920635,3.2820491469465196e-05,192
3,1,early,0.8526315789473684,0.8201754385964912,3.585976082831621e-05,190
3,1,late,0.8385416666666666,0.7471478174603176,3.3956810511881486e-05,192
3,2,early,0.7631578947368421,0.8451127819548873,3.687556090881117e-05,190
3,2,late,0.59375,0.8245287698412698,3.3510576031403616e-05,192
3,3,early,0.8736842105263158,0.8506265664160401,6.667888374067843e-05,190
3,3,late,0.9739583333333334,0.7269345238095241,5.7696594012668356e-05,192
3,4,early,0.8421052631578947,0.8994987468671679,5.503418287844397e-05,190
3,4,late,0.9010416666666666,0.904265873015873,4.9734535423340276e-05,192
3,5,early,0.6421052631578947,0.6095655806182123,1.8807371816365048e-05,190
3,5,late,0.421875,0.513723544973545,1.851884735515341e-05,192
3,6,early,0.9052631578947369,0.6834586466165415,2.0276662326068617e-05,190
3,6,late,0.765625,0.7604786706349206,1.8025182725978084e-05,192
3,7,early,0.6736842105263158,0.6904344193817878,2.9727498258580454e-05,190
3,7,late,0.671875,0.6984953703703706,2.8888069209642708e-05,192
3,8,early,0.631578947368421,0.5903508771929825,2.0383629816933535e-05,190
3,8,late,0.53125,0.5022114748677248,1.8911609004135244e-05,192
3,9,early,0.6473684210526316,0.6835213032581455,2.7219173716730438e-05,190
3,9,late,0.546875,0.5443741732804234,2.46989366132766e-05,192
3,10,early,0.5947368421052631,0.5830618212197161,3.7357171095209196e-05,190
3,10,late,0.3333333333333333,0.5205026455026456,4.056022225995548e-05,192
3,11,early,0.6052631578947368,0.7150375939849626,3.656238186522387e-05,190
3,11,late,0.21354166666666666,0.6424851190476191,3.37950732500758e-05,192
3,12,early,0.6526315789473685,0.5592731829573935,2.0336448869784363e-05,190
3,12,late,0.6510416666666666,0.4786292989417989,1.8153514247387648e-05,192
3,13,early,0.8789473684210526,0.4975563909774436,3.145984737784602e-05,190
3,13,late,0.5729166666666666,0.5905051256613757,2.7946754926233552e-05,192
3,14,early,0.45789473684210524,0.5674185463659148,2.159389987355098e-05,190
3,14,late,0.625,0.4507275132275132,1.7021431631292216e-05,192
3,15,early,0.5210526315789473,0.6321428571428571,2.1445253878482617e-05,190
3,15,late,0.5,0.5618799603174603,2.1025201931479387e-05,192
3,16,early,0.8631578947368421,0.674749373433584,2.823390423145611e-05,190
3,16,late,1.0,0.5832919973544974,2.3966951630427502e-05,192
3,17,early,0.5736842105263158,0.8013157894736842,1.9184732082067057e-05,190
3,17,late,0.609375,0.6571387235449736,1.7102831407100894e-05,192
3,18,early,0.3684210526315789,0.5955722639933168,2.0201005099806935e-05,190
3,18,late,0.2708333333333333,0.4595940806878307,1.9272745703347027e-05,192
3,19,early,0.6263157894736842,0.6476817042606517,2.3514008717029355e-05,190
3,19,late,0.5052083333333334,0.5871775793650794,2.052592571999412e-05,192
3,20,early,0.6052631578947368,0.6686716791979951,2.9877908673370257e-05,190
3,20,late,0.5364583333333334,0.6595362103174603,3.0166766009642743e-05,192
3,21,early,0.7,0.7976817042606517,1.7305206711171195e-05,190
3,21,late,0.5364583333333334,0.6459573412698413,1.771751522028353e-05,192
3,22,early,0.46842105263157896,0.5092522974101922,2.158038114430383e-05,190
3,22,late,0.2708333333333333,0.41865079365079366,2.045468136202544e-05,192
3,23,early,0.7947368421052632,0.6675020885547202,2.21215705096256e-05,190
3,23,late,0.4583333333333333,0.658420138888889,2.315068559255451e-05,192
3,24,early,0.8,0.5856725146198831,2.7931417207582854e-05,190
3,24,late,0.703125,0.5209366732804233,1.980855995498132e-05,192
3,25,early,0.6526315789473685,0.7073517126148705,2.196287277911324e-05,190
3,25,late,0.6458333333333334,0.5625,2.2312322471407242e-05,192
3,26,early,0.6368421052631579,0.5789264828738514,3.714266495080665e-05,190
3,26,late,0.8072916666666666,0.529513888888889,3.576461676857434e-05,192
3,27,early,0.5526315789473685,0.6528195488721805,2.699456672417e-05,190
3,27,late,0.796875,0.5853174603174603,2.9693881515413523e-05,192
3,28,early,0.5947368421052631,0.5250417710944026,3.361454218975268e-05,190
3,28,late,0.7239583333333334,0.5425347222222222,3.014115645783022e-05,192
3,29,early,0.6263157894736842,0.5778195488721806,5.9020949265686795e-05,190
3,29,late,0.8958333333333334,0.6277281746031748,5.784952736576088e-05,192
3,30,early,0.6368421052631579,0.7240601503759401,1.689290365902707e-05,190
3,30,late,0.5104166666666666,0.5865575396825397,1.803604573069606e-05,192
3,31,early,0.8052631578947368,0.6850250626566415,1.4558047041646205e-05,190
3,31,late,0.3541666666666667,0.5012814153439153,1.5678859199397266e-05,192
