layer,head,kv_type,method,k,n_bits,bits_per_vector,eff_rank_V_90,eff_rank_K_90,V_mse_logits,V_mae_logits,V_kl_divergence,V_l1_attention,V_top1_agreement
4,7,V,full_dim,128,2,256,46.0,22.0,0.0002922145432946523,0.01330052965056205,0.00014577954391562891,0.013281827756511972,0.45703125
4,7,V,subspace_k16,16,16,256,46.0,22.0,0.0003321384374762433,0.014209890973483642,0.0001653990783963935,0.014181178349991776,0.328125
4,7,V,subspace_k32,32,8,256,46.0,22.0,0.00021101190738282905,0.011347840757856643,0.00010446912532855262,0.011298954432612642,0.4765625
4,7,V,subspace_k48,48,5,240,46.0,22.0,0.00015630865231617755,0.009735861227681726,7.733143310952877e-05,0.00968519802133833,0.55078125
4,7,V,subspace_k64,64,4,256,46.0,22.0,0.00010941671231844767,0.008185624412030343,5.411076351639503e-05,0.008140657918258347,0.5625
4,7,V,full_dim,128,4,512,46.0,22.0,1.2739093560417656e-05,0.0027810268224646552,6.35318976177431e-06,0.002776726873551974,0.83984375
4,7,V,subspace_k16,16,32,512,46.0,22.0,0.0048624504942764175,0.05480598399339932,0.0016109107519027173,0.04395582462657377,0.0
4,7,V,subspace_k32,32,16,512,46.0,22.0,0.00021103520481456132,0.011348444673954345,0.00010449189638059452,0.011299891025788874,0.47265625
4,7,V,subspace_k48,48,11,528,46.0,22.0,0.00015325410562602233,0.009636477897282565,7.575206249414513e-05,0.00958227096932593,0.5625
4,7,V,subspace_k64,64,8,512,46.0,22.0,0.00010018077016609761,0.007799450405030155,4.9273568870805565e-05,0.0077458015776865445,0.59375
4,7,V,full_dim,128,8,1024,46.0,22.0,4.0070151465962703e-08,0.0001556319571670116,1.994024355021138e-08,0.00015525765717617265,0.9921875
4,7,V,subspace_k16,16,64,1024,46.0,22.0,0.004849318424274935,0.055445054223422316,0.0006054408465537426,0.026189059207464727,0.0
4,7,V,subspace_k32,32,32,1024,46.0,22.0,0.005478838213438464,0.05780132342957737,0.0017153380546410983,0.04527097793545619,0.0
4,7,V,subspace_k48,48,21,1008,46.0,22.0,0.00015324022521465323,0.00963605969618328,7.574535033840415e-05,0.009581904069625079,0.5625
4,7,V,subspace_k64,64,16,1024,46.0,22.0,0.00010025975239896338,0.0078014049420366965,4.9306670430774866e-05,0.0077478192124869226,0.59765625
5,0,V,full_dim,128,2,256,28.0,23.0,0.0001005685596470423,0.007813750841772684,4.9966326355734255e-05,0.007786916829792934,0.35546875
5,0,V,subspace_k16,16,16,256,28.0,23.0,6.287304532081655e-05,0.0061258895188297515,3.1347621339681695e-05,0.006117325633303816,0.36328125
5,0,V,subspace_k32,32,8,256,28.0,23.0,3.791468887848914e-05,0.004759805931421246,1.8898891548802135e-05,0.004750040198893766,0.515625
5,0,V,subspace_k48,48,5,240,28.0,23.0,2.5099513166195164e-05,0.0038898463177221886,1.2480135348026026e-05,0.0038784327821291655,0.5859375
5,0,V,subspace_k64,64,4,256,28.0,23.0,2.023407660336214e-05,0.00351005298192006,1.006656927368806e-05,0.003502231768987618,0.59765625
5,0,V,full_dim,128,4,512,28.0,23.0,4.21877629970682e-06,0.0015946679152253392,2.0999157778885265e-06,0.00159105031150507,0.84765625
5,0,V,subspace_k16,16,32,512,28.0,23.0,0.001732959861522687,0.03295258287406329,0.0004018643075427697,0.022080726446446704,0.0
5,0,V,subspace_k32,32,16,512,28.0,23.0,3.787137891107644e-05,0.0047571564600327335,1.887698644223184e-05,0.004747406511623519,0.515625
5,0,V,subspace_k48,48,11,528,28.0,23.0,2.4615370476659666e-05,0.0038528642716112657,1.2232930851539777e-05,0.0038407096442050854,0.578125
5,0,V,subspace_k64,64,8,512,28.0,23.0,1.652551886225408e-05,0.0031411211546399026,8.215718599170269e-06,0.003133927575438573,0.67578125
5,0,V,full_dim,128,8,1024,28.0,23.0,1.4144661927660144e-08,9.20874170909693e-05,7.055345356885433e-09,9.20078261403677e-05,0.99609375
5,0,V,subspace_k16,16,64,1024,28.0,23.0,0.002275478271424479,0.03762658798537345,0.00014955667911549872,0.013198438128281535,0.0
5,0,V,subspace_k32,32,32,1024,28.0,23.0,0.0017981843528125708,0.033129148793365835,0.00043954825884122943,0.023051972551762036,0.0
5,0,V,subspace_k48,48,21,1008,28.0,23.0,2.4619943340972458e-05,0.003853186566336731,1.2235124628422873e-05,0.003841021513661984,0.578125
5,0,V,subspace_k64,64,16,1024,28.0,23.0,1.6513245445779264e-05,0.0031407258621619725,8.209235025645266e-06,0.0031334642863216633,0.67578125
5,1,V,full_dim,128,2,256,44.0,28.0,0.00019824119494742454,0.01091424409060895,9.875885548199569e-05,0.010885829186386326,0.3515625
5,1,V,subspace_k16,16,16,256,44.0,28.0,0.00019429896905687611,0.010756305540898252,9.667733680626235e-05,0.010733146552483214,0.32421875
5,1,V,subspace_k32,32,8,256,44.0,28.0,0.00013000887510510278,0.008881123973845658,6.465253575705645e-05,0.008855057306917165,0.3984375
5,1,V,subspace_k48,48,5,240,44.0,28.0,9.209962439726592e-05,0.007461482698476277,4.580677002657175e-05,0.007439882126802945,0.48828125
5,1,V,subspace_k64,64,4,256,44.0,28.0,7.192992864481447e-05,0.0065640885832488,3.56690391399597e-05,0.006537026099559378,0.546875
5,1,V,full_dim,128,4,512,44.0,28.0,8.162526763133924e-06,0.0022254023407055814,4.036962714832034e-06,0.002213319086050212,0.875
5,1,V,subspace_k16,16,32,512,44.0,28.0,0.0035097595800358114,0.04594501570354638,0.0008435587035143244,0.032128601886935004,0.0
5,1,V,subspace_k32,32,16,512,44.0,28.0,0.00013005289822245038,0.00888255490434229,6.467521333565058e-05,0.008856674057086945,0.40234375
5,1,V,subspace_k48,48,11,528,44.0,28.0,8.991941434059178e-05,0.007373678257698473,4.471931873339249e-05,0.007351846274062181,0.4921875
5,1,V,subspace_k64,64,8,512,44.0,28.0,6.4262266802408e-05,0.006196693786602935,3.188963670538592e-05,0.006171123538535206,0.58203125
5,1,V,full_dim,128,8,1024,44.0,28.0,2.80936281214075e-08,0.00013031203944670062,1.3976865970038761e-08,0.00012998580018634643,0.984375
5,1,V,subspace_k16,16,64,1024,44.0,28.0,0.004618880111221698,0.053772315504866754,0.00031682064061209537,0.019300465374596107,0.0
5,1,V,subspace_k32,32,32,1024,44.0,28.0,0.002916525969249989,0.04264737511925352,0.0009145115712384693,0.033295220274883894,0.0
5,1,V,subspace_k48,48,21,1008,44.0,28.0,8.990742139296297e-05,0.007373206472045284,4.471316069837748e-05,0.007351378857451495,0.4921875
5,1,V,subspace_k64,64,16,1024,44.0,28.0,6.42529359302734e-05,0.006195838209782293,3.1884784861946954e-05,0.0061704522985736605,0.58203125
5,2,V,full_dim,128,2,256,51.0,20.0,0.0002743822492776729,0.012829896900996314,0.00013680558864507923,0.012812407664556453,0.33203125
5,2,V,subspace_k16,16,16,256,51.0,20.0,0.0003261950662395661,0.013981534596732572,0.00016218740091905625,0.013939747142634162,0.25390625
5,2,V,subspace_k32,32,8,256,51.0,20.0,0.0002289351892935095,0.011716029216076706,0.00011377594043826094,0.011683127181820097,0.28125
5,2,V,subspace_k48,48,5,240,51.0,20.0,0.00016318954552471877,0.00987491110279985,8.113436087163796e-05,0.009848817593844136,0.40625
5,2,V,subspace_k64,64,4,256,51.0,20.0,0.00011327437326223578,0.008214285251015122,5.6285560479207303e-05,0.008186225532481231,0.5
5,2,V,full_dim,128,4,512,51.0,20.0,1.0376735043603078e-05,0.0025122149191189654,5.156349095963038e-06,0.0025027274369777636,0.84375
5,2,V,subspace_k16,16,32,512,51.0,20.0,0.004196689183192336,0.04971453873460488,0.000977317741804231,0.03433412539792622,0.0
5,2,V,subspace_k32,32,16,512,51.0,20.0,0.00022880053218193977,0.011712565869561237,0.0001137058174498789,0.011679603978140333,0.28125
5,2,V,subspace_k48,48,11,528,51.0,20.0,0.00016045646531336305,0.00979135056740761,7.978471537428576e-05,0.009763631559040364,0.4140625
5,2,V,subspace_k64,64,8,512,51.0,20.0,0.00010343371325420445,0.007853398419473698,5.133802653250548e-05,0.007822976559954939,0.48046875
5,2,V,full_dim,128,8,1024,51.0,20.0,3.683498382015326e-08,0.0001492229430763856,1.8332544462893563e-08,0.00014885900917968863,0.984375
5,2,V,subspace_k16,16,64,1024,51.0,20.0,0.005739669294037337,0.05908115248744136,0.0003837649949326961,0.021197224277054998,0.0
5,2,V,subspace_k32,32,32,1024,51.0,20.0,0.0064618503824995475,0.060572306124790615,0.0011269536896808803,0.03675870756936975,0.0
5,2,V,subspace_k48,48,21,1008,51.0,20.0,0.00016043217628161714,0.009790586752524203,7.977272077111739e-05,0.009762875336019609,0.4140625
5,2,V,subspace_k64,64,16,1024,51.0,20.0,0.00010335705765094116,0.007851086706825442,5.130122717033635e-05,0.007820864889603475,0.48828125
5,3,V,full_dim,128,2,256,22.0,32.0,0.00010956376402383135,0.008050869844033009,5.464947640380314e-05,0.0080348380744799,0.40234375
5,3,V,subspace_k16,16,16,256,22.0,32.0,5.380630987819059e-05,0.005644154014154457,2.6777364801477608e-05,0.0056288664991208165,0.44921875
5,3,V,subspace_k32,32,8,256,22.0,32.0,2.6816812224019554e-05,0.003993525644718915,1.333870008411658e-05,0.003983452898551763,0.578125
5,3,V,subspace_k48,48,5,240,22.0,32.0,1.9047971050201226e-05,0.0033708927018135703,9.49971362771391e-06,0.003367195104944699,0.63671875
5,3,V,subspace_k64,64,4,256,22.0,32.0,1.5899317700578584e-05,0.0030648981711227374,7.914269506585308e-06,0.0030582813033261857,0.65625
5,3,V,full_dim,128,4,512,22.0,32.0,4.313113115010095e-06,0.0015960198317383138,2.1527510362267454e-06,0.001593766645731128,0.87109375
5,3,V,subspace_k16,16,32,512,22.0,32.0,0.0020838158916777483,0.034631022902405814,0.0005800926559979432,0.025689341397844314,0.0
5,3,V,subspace_k32,32,16,512,22.0,32.0,2.6786364626968956e-05,0.003990882300117659,1.332458812973605e-05,0.003981094439378583,0.578125
5,3,V,subspace_k48,48,11,528,22.0,32.0,1.788268881843643e-05,0.003261864465028288,8.919344710969842e-06,0.0032574497645372234,0.625
5,3,V,subspace_k64,64,8,512,22.0,32.0,1.1854499576658638e-05,0.0026492849986300532,5.89786137721174e-06,0.002642467221268593,0.703125
5,3,V,full_dim,128,8,1024,22.0,32.0,1.530325964021965e-08,9.488239267862577e-05,7.618440637753047e-09,9.461673265656392e-05,0.99609375
5,3,V,subspace_k16,16,64,1024,22.0,32.0,0.0028739909882444454,0.04285658027501035,0.00020068192069130032,0.014573215107459736,0.0
5,3,V,subspace_k32,32,32,1024,22.0,32.0,0.002258934920409632,0.03640028551603623,0.0006246403255290541,0.026848044931980994,0.0
5,3,V,subspace_k48,48,21,1008,22.0,32.0,1.7879677646250223e-05,0.0032616701922730017,8.917835222555388e-06,0.0032572472860782574,0.625
5,3,V,subspace_k64,64,16,1024,22.0,32.0,1.1823230190008363e-05,0.0026469652145281785,5.881843470143756e-06,0.0026400604625702057,0.70703125
5,4,V,full_dim,128,2,256,41.0,28.0,0.00026465532342537804,0.012712833491126707,0.000131842138623236,0.012682326717956851,0.4140625
5,4,V,subspace_k16,16,16,256,41.0,28.0,0.00023830022463080012,0.011951454655628836,0.000117929314598973,0.01188564510973493,0.35546875
5,4,V,subspace_k32,32,8,256,41.0,28.0,0.0001602391046490533,0.00976717235586028,7.850638340714403e-05,0.009669790087073745,0.4375
5,4,V,subspace_k48,48,5,240,41.0,28.0,0.00010401758180219432,0.007899410615051287,5.169376496277816e-05,0.007873568458189439,0.53125
5,4,V,subspace_k64,64,4,256,41.0,28.0,7.889050146059543e-05,0.006904674824680516,3.920833267802755e-05,0.006887110621334316,0.57421875
5,4,V,full_dim,128,4,512,41.0,28.0,1.0341581821649756e-05,0.002506070952266733,5.141219541394244e-06,0.002498765583688511,0.8359375
5,4,V,subspace_k16,16,32,512,41.0,28.0,0.0075235161696435284,0.06721626232368344,0.0011932651525087172,0.03809109556132963,0.0
5,4,V,subspace_k32,32,16,512,41.0,28.0,0.00016009103499596347,0.009763049033304102,7.844322458900308e-05,0.009666224457137513,0.4375
5,4,V,subspace_k48,48,11,528,41.0,28.0,0.00010186216102091737,0.007818140626820503,5.058818192882383e-05,0.007790036329020396,0.54296875
5,4,V,subspace_k64,64,8,512,41.0,28.0,6.85692725620229e-05,0.006433040075169338,3.4113821040008384e-05,0.006418051192864935,0.60546875
5,4,V,full_dim,128,8,1024,41.0,28.0,3.602298870120545e-08,0.00014812861966332331,1.7947437561692825e-08,0.00014789416094351823,0.98828125
5,4,V,subspace_k16,16,64,1024,41.0,28.0,0.012119456160197125,0.0878514823549505,0.0004164706106213381,0.02204175094125814,0.0
5,4,V,subspace_k32,32,32,1024,41.0,28.0,0.004906937277112665,0.05483435364768734,0.0011671948768684293,0.03739198357979586,0.0
5,4,V,subspace_k48,48,21,1008,41.0,28.0,0.00010186169322836182,0.007818065122252721,5.0587961499266926e-05,0.0077899710646474295,0.54296875
5,4,V,subspace_k64,64,16,1024,41.0,28.0,6.857353046419454e-05,0.0064331574099235345,3.411466523484604e-05,0.006417776932361606,0.60546875
5,5,V,full_dim,128,2,256,26.0,9.0,0.00025490399781239506,0.012383190627866403,0.00012702325179246094,0.01236163801760512,0.34375
5,5,V,subspace_k16,16,16,256,26.0,9.0,0.0001523439922094081,0.009526160165554607,7.576066634336793e-05,0.00950506643611985,0.46875
5,5,V,subspace_k32,32,8,256,26.0,9.0,8.83219515168898e-05,0.007273556146816865,4.375078422851781e-05,0.0072456310681607945,0.56640625
5,5,V,subspace_k48,48,5,240,26.0,9.0,6.244503896312643e-05,0.0061161987254518355,3.1043561870471666e-05,0.006097421165412368,0.64453125
5,5,V,subspace_k64,64,4,256,26.0,9.0,4.883349345361604e-05,0.005415105110463632,2.433114831722602e-05,0.005401808228552056,0.69921875
5,5,V,full_dim,128,4,512,26.0,9.0,1.0009405767862427e-05,0.0024463874317845946,4.990843475722739e-06,0.0024422061026208976,0.8046875
5,5,V,subspace_k16,16,32,512,26.0,9.0,0.0037271451341874626,0.047311303299755636,0.0011811983058884873,0.03739292364474146,0.0
5,5,V,subspace_k32,32,16,512,26.0,9.0,8.829440886093924e-05,0.0072719660261568175,4.3737819975576985e-05,0.00724455634919473,0.56640625
5,5,V,subspace_k48,48,11,528,26.0,9.0,6.010051108322243e-05,0.006004740188429499,2.9881901850335033e-05,0.005986928859543314,0.640625
5,5,V,subspace_k64,64,8,512,26.0,9.0,4.00193581021006e-05,0.004880407786562423,1.9940947542923507e-05,0.004871480845402775,0.6875
5,5,V,full_dim,128,8,1024,26.0,9.0,3.4286100956083184e-08,0.00014405664543789873,1.7042483027943557e-08,0.00014367396022315482,0.9921875
5,5,V,subspace_k16,16,64,1024,26.0,9.0,0.003563176154789432,0.04687461429134056,0.000447340975528903,0.022337902098525958,0.0
5,5,V,subspace_k32,32,32,1024,26.0,9.0,0.005818771796037001,0.05976212987646988,0.001407078180016934,0.04069820186268037,0.0
5,5,V,subspace_k48,48,21,1008,26.0,9.0,6.010595426640596e-05,0.006004822218197598,2.9885016530066364e-05,0.005987066124441452,0.640625
5,5,V,subspace_k64,64,16,1024,26.0,9.0,3.99034311631074e-05,0.004874482412756747,1.9882928141609905e-05,0.004865590408677761,0.703125
5,6,V,full_dim,128,2,256,34.0,17.0,0.00010402937878545396,0.007997863800793906,5.187577937400064e-05,0.007990254505091278,0.37109375
5,6,V,subspace_k16,16,16,256,34.0,17.0,8.015655423293064e-05,0.0069467580820711085,3.992271929659937e-05,0.006933880758145552,0.38671875
5,6,V,subspace_k32,32,8,256,34.0,17.0,4.860190233458952e-05,0.005408685385493247,2.4151621593805165e-05,0.005392062747051295,0.484375
5,6,V,subspace_k48,48,5,240,34.0,17.0,3.4399715314110394e-05,0.0045736688602195435,1.7108395181938527e-05,0.004560601049482983,0.5703125
5,6,V,subspace_k64,64,4,256,34.0,17.0,2.6664762027125145e-05,0.0040145892711937504,1.3232475685515312e-05,0.003995955604653819,0.62890625
5,6,V,full_dim,128,4,512,34.0,17.0,4.0621651979569445e-06,0.0015769297175799771,2.023490003745331e-06,0.0015738973018689737,0.8125
5,6,V,subspace_k16,16,32,512,34.0,17.0,0.00220140641537493,0.03628976205141695,0.0005638012427557654,0.02614222529121011,0.0
5,6,V,subspace_k32,32,16,512,34.0,17.0,4.8637691659121363e-05,0.005410559123199758,2.417063787389257e-05,0.0053939312403374785,0.48828125
5,6,V,subspace_k48,48,11,528,34.0,17.0,3.361000675820432e-05,0.004518995060435597,1.6717158344961542e-05,0.004506906729416685,0.578125
5,6,V,subspace_k64,64,8,512,34.0,17.0,2.2395883016409593e-05,0.00367546463723529,1.1132903554001372e-05,0.0036630350298622965,0.64453125
5,6,V,full_dim,128,8,1024,34.0,17.0,1.430752016237406e-08,9.356151595439589e-05,7.120263404000594e-09,9.325344426718234e-05,0.9765625
5,6,V,subspace_k16,16,64,1024,34.0,17.0,0.002572222021979464,0.039640698586933476,0.0001858285407315087,0.014791524566435774,0.0
5,6,V,subspace_k32,32,32,1024,34.0,17.0,0.0014968436078583284,0.030184292501097436,0.0005652998244119766,0.026141840655517258,0.0
5,6,V,subspace_k48,48,21,1008,34.0,17.0,3.3610347498247305e-05,0.004518968093541099,1.6717274730277694e-05,0.004506870458583994,0.578125
5,6,V,subspace_k64,64,16,1024,34.0,17.0,2.2377278749788106e-05,0.0036734121200908175,1.1123672478729734e-05,0.0036612161113479024,0.640625
5,7,V,full_dim,128,2,256,45.0,18.0,0.00012556088625177995,0.008791111907979612,6.258325720870093e-05,0.008776129855230203,0.41796875
5,7,V,subspace_k16,16,16,256,45.0,18.0,0.00011884030316127486,0.008469438719571693,5.8984800693305566e-05,0.008436067131835763,0.33203125
5,7,V,subspace_k32,32,8,256,45.0,18.0,7.731349953031441e-05,0.006873967719556095,3.8449371570744283e-05,0.006856845190507376,0.4296875
5,7,V,subspace_k48,48,5,240,45.0,18.0,5.4386908678134e-05,0.005757422130993694,2.7025856436586756e-05,0.005740111821018909,0.48828125
5,7,V,subspace_k64,64,4,256,45.0,18.0,4.047433817968283e-05,0.004958938346884613,2.014873234660782e-05,0.004947305110615944,0.5234375
5,7,V,full_dim,128,4,512,45.0,18.0,4.986715468500101e-06,0.0017518122251481544,2.4888593249476235e-06,0.0017503056398015058,0.85546875
5,7,V,subspace_k16,16,32,512,45.0,18.0,0.0015925910407642567,0.031209593262898922,0.00047376690109787885,0.02403006937129488,0.0
5,7,V,subspace_k32,32,16,512,45.0,18.0,7.725257948065099e-05,0.006871831053242283,3.8418907298929384e-05,0.006854839106938753,0.4296875
5,7,V,subspace_k48,48,11,528,45.0,18.0,5.3436670613977565e-05,0.005703415075822865,2.656003062333987e-05,0.0056855730076053376,0.484375
5,7,V,subspace_k64,64,8,512,45.0,18.0,3.595217668492939e-05,0.004678530021638929,1.7903708489946304e-05,0.004668536385158655,0.53515625
5,7,V,full_dim,128,8,1024,45.0,18.0,1.6381698216891565e-08,0.0001003670692475878,8.16141136348711e-09,0.00010017379874906901,0.9921875
5,7,V,subspace_k16,16,64,1024,45.0,18.0,0.001911728592956447,0.034000739042741875,0.0001779060914019462,0.014392912700378308,0.0
5,7,V,subspace_k32,32,32,1024,45.0,18.0,0.0019486294579836518,0.0346057385688793,0.0005794300203637308,0.026470534134675223,0.0
5,7,V,subspace_k48,48,21,1008,45.0,18.0,5.34348719197641e-05,0.005703318497498819,2.655918124019111e-05,0.0056854644290387545,0.484375
5,7,V,subspace_k64,64,16,1024,45.0,18.0,3.587345963649877e-05,0.004674210661344927,1.786432239419881e-05,0.004664144814406973,0.53515625
6,0,V,full_dim,128,2,256,44.0,22.0,0.0005338572428085289,0.018054947264791232,0.000266367491753934,0.018032862928832417,0.390625
6,0,V,subspace_k16,16,16,256,44.0,22.0,0.00048649666514170446,0.017241945631803705,0.0002423390366719492,0.017200180060277355,0.30859375
6,0,V,subspace_k32,32,8,256,44.0,22.0,0.0003293654901470258,0.014111323845070816,0.00016346495807672765,0.014067866912784492,0.40625
6,0,V,subspace_k48,48,5,240,44.0,22.0,0.00023352380518836444,0.011883192847122553,0.00011565264763435136,0.011830870577235215,0.49609375
6,0,V,subspace_k64,64,4,256,44.0,22.0,0.00018227192298758406,0.010493712263343,9.062908104070216e-05,0.010466021872930843,0.56640625
6,0,V,full_dim,128,4,512,44.0,22.0,1.9889549521764957e-05,0.0034880962264073516,9.916657876811832e-06,0.003482076010984591,0.84765625
6,0,V,subspace_k16,16,32,512,44.0,22.0,0.007705239612706221,0.06824782342882862,0.0024182532480137454,0.05399543255246358,0.0
6,0,V,subspace_k32,32,16,512,44.0,22.0,0.00032946766688836306,0.014114423552524864,0.0001635108563559311,0.014070812117858792,0.40234375
6,0,V,subspace_k48,48,11,528,44.0,22.0,0.00022796024860923753,0.011749951017822526,0.00011290189382151761,0.011695523134815937,0.49609375
6,0,V,subspace_k64,64,8,512,44.0,22.0,0.00016581927973597193,0.010013003999700785,8.241407259899162e-05,0.009983356136291978,0.56640625
6,0,V,full_dim,128,8,1024,44.0,22.0,6.843722168532021e-08,0.00020465360733538707,3.408881853419319e-08,0.00020430419106402662,0.99609375
6,0,V,subspace_k16,16,64,1024,44.0,22.0,0.008131302958282923,0.07143795533051792,0.0008973269673142714,0.032084575154705336,0.00390625
6,0,V,subspace_k32,32,32,1024,44.0,22.0,0.009674022582502141,0.0775882034718123,0.0024846445798577307,0.054834062395392145,0.0
6,0,V,subspace_k48,48,21,1008,44.0,22.0,0.00022795395919860572,0.011749971436284725,0.00011289779518624878,0.011695422170689185,0.49609375
6,0,V,subspace_k64,64,16,1024,44.0,22.0,0.000165647897982495,0.010008585599717838,8.232415135901313e-05,0.009979113835524306,0.55859375
6,1,V,full_dim,128,2,256,16.0,7.0,0.0005634407837411687,0.01812420203187694,0.00028078898518467204,0.018098007143030996,0.40625
6,1,V,subspace_k16,16,16,256,16.0,7.0,0.0002352747616836902,0.011755495136750088,0.00011680191557955207,0.011713086992479652,0.44140625
6,1,V,subspace_k32,32,8,256,16.0,7.0,0.00014500588983469006,0.0091423971880626,7.210797815746822e-05,0.009114427263257337,0.5703125
6,1,V,subspace_k48,48,5,240,16.0,7.0,9.869705444281844e-05,0.007553486537448483,4.915971961874302e-05,0.007540453953149002,0.6484375
6,1,V,subspace_k64,64,4,256,16.0,7.0,8.956789171808134e-05,0.007158213743198897,4.4413784041121655e-05,0.00713583911484476,0.69921875
6,1,V,full_dim,128,4,512,16.0,7.0,2.2838955781482822e-05,0.003643758289145211,1.1391083185263917e-05,0.0036396336643639104,0.76953125
6,1,V,subspace_k16,16,32,512,16.0,7.0,0.009921020907769381,0.07607000764326821,0.003033121324304116,0.05799451936975121,0.0
6,1,V,subspace_k32,32,16,512,16.0,7.0,0.0001450106602222567,0.009139760078030676,7.211267390034414e-05,0.009112032984727098,0.57421875
6,1,V,subspace_k48,48,11,528,16.0,7.0,9.084719163090645e-05,0.007235806911390248,4.523775651014274e-05,0.007223276537953526,0.6484375
6,1,V,subspace_k64,64,8,512,16.0,7.0,6.792887069343085e-05,0.006213595573588783,3.36885441083118e-05,0.006194355888140877,0.734375
6,1,V,full_dim,128,8,1024,16.0,7.0,7.989925207556652e-08,0.0002159483570890688,3.981613523545768e-08,0.00021556538824261316,1.0
6,1,V,subspace_k16,16,64,1024,16.0,7.0,0.010374742156801387,0.07766187775221114,0.0009772430168170124,0.032116272970675507,0.0
6,1,V,subspace_k32,32,32,1024,16.0,7.0,0.013521218686137164,0.0859131942880524,0.0030574703414401974,0.05905337256464832,0.0
6,1,V,subspace_k48,48,21,1008,16.0,7.0,9.085682160362996e-05,0.007236238886190861,4.524257199809229e-05,0.007223604200234655,0.6484375
6,1,V,subspace_k64,64,16,1024,16.0,7.0,6.770936970364422e-05,0.006204192482637098,3.3576418918900307e-05,0.006183883348952809,0.73046875
6,2,V,full_dim,128,2,256,54.0,22.0,0.00018398153435085645,0.010705951051929938,9.176030737308998e-05,0.010690867640940346,0.33984375
6,2,V,subspace_k16,16,16,256,54.0,22.0,0.00024784910531376874,0.012382684551636502,0.0001227496066028038,0.012324835360897127,0.19921875
6,2,V,subspace_k32,32,8,256,54.0,22.0,0.0001592327550512967,0.00993470318913406,7.873116735130122e-05,0.009880688388274791,0.30078125
6,2,V,subspace_k48,48,5,240,54.0,22.0,0.00011134581691989376,0.00828943826811572,5.5172089821211375e-05,0.00825695555606557,0.390625
6,2,V,subspace_k64,64,4,256,54.0,22.0,8.623046960588557e-05,0.007275597350931704,4.2852095714172254e-05,0.0072533780027822375,0.46484375
6,2,V,full_dim,128,4,512,54.0,22.0,7.388482092413012e-06,0.0021371249992875227,3.685206652930568e-06,0.0021342889199201923,0.796875
6,2,V,subspace_k16,16,32,512,54.0,22.0,0.002254866878871968,0.037427467750645774,0.0005891705308776769,0.02684194456015866,0.0
6,2,V,subspace_k32,32,16,512,54.0,22.0,0.00015927670112352775,0.009936300952332073,7.875020284822056e-05,0.009882387195619582,0.29296875
6,2,V,subspace_k48,48,11,528,54.0,22.0,0.00010957717702263394,0.00822373527117667,5.427541491263175e-05,0.00818875674387589,0.3984375
6,2,V,subspace_k64,64,8,512,54.0,22.0,7.949056900223866e-05,0.0069683049911785176,3.948628290932385e-05,0.0069454521665158085,0.47265625
6,2,V,full_dim,128,8,1024,54.0,22.0,2.3760730375545286e-08,0.00012184162354627801,1.1843511039393335e-08,0.00012166604740449443,0.99609375
6,2,V,subspace_k16,16,64,1024,54.0,22.0,0.0028205794507985982,0.042295281945382845,0.00027001032051284413,0.01814850928642002,0.0
6,2,V,subspace_k32,32,32,1024,54.0,22.0,0.002969826553825313,0.043116115339670566,0.0007110462304847228,0.02975803523694006,0.00390625
6,2,V,subspace_k48,48,21,1008,54.0,22.0,0.00010958471752178802,0.008224006317388876,5.427951124322191e-05,0.008189034234577909,0.3984375
6,2,V,subspace_k64,64,16,1024,54.0,22.0,7.940112602021149e-05,0.00696541215836236,3.944171486988304e-05,0.006942507811308189,0.4765625
6,3,V,full_dim,128,2,256,51.0,27.0,0.0002167331357534644,0.011463681493025915,0.00010792463467553434,0.011440363585350381,0.4296875
6,3,V,subspace_k16,16,16,256,51.0,27.0,0.00023902790732130462,0.0120705792170438,0.00011844201044795464,0.012018642881247658,0.296875
6,3,V,subspace_k32,32,8,256,51.0,27.0,0.00015985097238221865,0.009924067015503269,7.930463923918157e-05,0.009883889939013853,0.4296875
6,3,V,subspace_k48,48,5,240,51.0,27.0,0.00012047770069535508,0.008592991429694653,5.984020651795725e-05,0.008565820765237375,0.51953125
6,3,V,subspace_k64,64,4,256,51.0,27.0,9.089528377999889e-05,0.007483044237553962,4.517255657850333e-05,0.007459315972113825,0.51953125
6,3,V,full_dim,128,4,512,51.0,27.0,9.197964240216058e-06,0.0023590203349321895,4.5730270430975986e-06,0.002352623421628588,0.8671875
6,3,V,subspace_k16,16,32,512,51.0,27.0,0.004447477943010083,0.051683126641646385,0.0009313761724139185,0.03346766597991885,0.0
6,3,V,subspace_k32,32,16,512,51.0,27.0,0.00015988443306441614,0.009924669411679247,7.931850689622598e-05,0.009884689108314396,0.4296875
6,3,V,subspace_k48,48,11,528,51.0,27.0,0.00011996423396370859,0.00857597244481527,5.957453199632646e-05,0.0085474360276186,0.5234375
6,3,V,subspace_k64,64,8,512,51.0,27.0,8.651312364192786e-05,0.007292027050621666,4.296999838805748e-05,0.007266496988847276,0.56640625
6,3,V,full_dim,128,8,1024,51.0,27.0,2.9691343688766374e-08,0.0001349385204776946,1.4807846230860982e-08,0.00013475498113295055,0.98046875
6,3,V,subspace_k16,16,64,1024,51.0,27.0,0.006830774914692186,0.06587891995643294,0.0003862382673324016,0.021306888607164218,0.0
6,3,V,subspace_k32,32,32,1024,51.0,27.0,0.003384943787963941,0.045844724227684056,0.0010633263070807314,0.03587879803962117,0.0
